observable,sintetico,base,Q,timestamp,PROV,valor,frac
Pobreza,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,55450.0,0.02
CBT,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,279390.0,0.02
Pobreza,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,307750.0,0.02
CBT,median,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,263400.0,0.02
Pobreza,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,161350.0,0.02
CB_EQUIV,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,2.567,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,0.2456,0.02
CB_EQUIV,median,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,2.42,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,0.2855,0.02
Indigencia,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,0.3383,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,0.3014,0.02
Indigencia,sum,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,49700.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,0.2071,0.02
P47T_hogar,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,155670.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,0.3218,0.02
P47T_hogar,median,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,138120.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,0.2467,0.02
P47T_hogar,q10,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,0.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,0.1975,0.02
P47T_hogar,q25,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,52580.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,0.2034,0.02
P47T_hogar,q75,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,255650.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,0.3228,0.02
P47T_hogar,q90,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,317000.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,0.1957,0.02
Pobreza,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,1.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,0.2588,0.02
Pobreza,sum,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,146900.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,0.2674,0.02
Total,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,1.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,25600.0,0.02
Total,sum,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,146900.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,10650.0,0.02
gap_indigencia,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,38930.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,37500.0,0.02
gap_indigencia,median,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,34750.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,10850.0,0.02
gap_pobreza,mean,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,-123730.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,22750.0,0.02
gap_pobreza,median,Hp,2004-02-15,2023-10-29 01:38:29.475838,2,-88805.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,6600.0,0.02
CBA,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,119420.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,40350.0,0.02
CBA,median,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,110960.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,13200.0,0.02
CBT,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,285830.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,47700.0,0.02
CBT,median,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,265580.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,10850.0,0.02
CB_EQUIV,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,2.626,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,79650.0,0.02
CB_EQUIV,median,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,2.44,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,43150.0,0.02
Indigencia,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,0.2962,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,199630.0,0.02
Indigencia,sum,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,48700.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,208350.0,0.02
P47T_hogar,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,161120.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,209240.0,0.02
P47T_hogar,median,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,141580.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,275070.0,0.02
P47T_hogar,q10,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,0.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,202810.0,0.02
P47T_hogar,q25,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,61430.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,224470.0,0.02
P47T_hogar,q75,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,240460.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,239500.0,0.02
P47T_hogar,q90,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,320020.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,265900.0,0.02
Pobreza,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,1.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,215770.0,0.02
Pobreza,sum,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,164400.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,231360.0,0.02
Total,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,1.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,227300.0,0.02
Total,sum,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,164400.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,212690.0,0.02
gap_indigencia,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,41700.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,23330.0,0.02
gap_indigencia,median,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,41000.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,64000.0,0.02
gap_pobreza,mean,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,-124710.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,59000.0,0.02
gap_pobreza,median,Hp,2004-05-15,2023-10-29 01:39:59.248798,2,-86220.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,59000.0,0.02
CBA,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,122650.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,54240.0,0.02
CBA,median,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,112330.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,42920.0,0.02
CBT,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,293560.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,77790.0,0.02
CBT,median,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,268840.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,59000.0,0.02
CB_EQUIV,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,2.697,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,59000.0,0.02
CB_EQUIV,median,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,2.47,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,66210.0,0.02
Indigencia,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,0.3527,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,56030.0,0.02
Indigencia,sum,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,50650.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,67750.0,0.02
P47T_hogar,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,159950.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,87290.0,0.02
P47T_hogar,median,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,135210.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,114730.0,0.02
P47T_hogar,q10,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,0.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,115080.0,0.02
P47T_hogar,q25,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,52580.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,155240.0,0.02
P47T_hogar,q75,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,240460.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,109900.0,0.02
P47T_hogar,q90,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,335390.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,126180.0,0.02
Pobreza,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,1.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,147480.0,0.02
Pobreza,sum,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,143600.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,136370.0,0.02
Total,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,1.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,115100.0,0.02
Total,sum,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,143600.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,135640.0,0.02
gap_indigencia,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,37300.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,122520.0,0.02
gap_indigencia,median,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,35965.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,124840.0,0.02
gap_pobreza,mean,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,-133610.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,178250.0,0.02
gap_pobreza,median,Hp,2004-08-15,2023-10-29 01:41:46.132589,2,-100655.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,193760.0,0.02
CBA,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,119630.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,195450.0,0.02
CBA,median,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,110050.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,269810.0,0.02
CBT,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,286320.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,184150.0,0.02
CBT,median,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,263400.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,221460.0,0.02
CB_EQUIV,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,2.631,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,224410.0,0.02
CB_EQUIV,median,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,2.42,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,257860.0,0.02
Indigencia,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,0.2941,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,195450.0,0.02
Indigencia,sum,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,42500.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,216150.0,0.02
P47T_hogar,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,167260.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,219300.0,0.02
P47T_hogar,median,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,145450.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,197900.0,0.02
P47T_hogar,q10,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,0.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,282530.0,0.02
P47T_hogar,q25,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,67750.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,277010.0,0.02
P47T_hogar,q75,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,246070.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,280340.0,0.02
P47T_hogar,q90,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,339680.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,359190.0,0.02
Pobreza,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,1.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,276090.0,0.02
Pobreza,sum,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,144500.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,318300.0,0.02
Total,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,1.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,314240.0,0.02
Total,sum,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,144500.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,362040.0,0.02
gap_indigencia,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,47630.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,290020.0,0.02
gap_indigencia,median,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,48340.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,307500.0,0.02
gap_pobreza,mean,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,-119070.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,311230.0,0.02
gap_pobreza,median,Hp,2004-11-15,2023-10-29 01:43:25.647650,2,-85810.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,279360.0,0.02
CBA,mean,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,124260.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,383060.0,0.02
CBA,median,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,114600.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,369320.0,0.02
CBT,mean,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,297400.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,382160.0,0.02
CBT,median,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,274290.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,26,469920.0,0.02
CB_EQUIV,mean,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,2.732,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,34,369930.0,0.02
CB_EQUIV,median,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,2.52,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,42,402050.0,0.02
Indigencia,mean,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,0.352,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,50,417710.0,0.02
Indigencia,sum,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,46550.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,58,500580.0,0.02
P47T_hogar,mean,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,166870.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,66,401860.0,0.02
P47T_hogar,median,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,155240.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,74,409350.0,0.02
P47T_hogar,q10,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,0.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,82,410040.0,0.02
P47T_hogar,q25,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,38080.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:24.713887,90,377800.0,0.02
P47T_hogar,q75,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,263670.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,2,2.811,0.02
P47T_hogar,q90,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,336870.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,10,3.773,0.02
Pobreza,mean,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,1.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:15:24.713887,18,3.701,0.02
Pobreza,sum,Hp,2005-02-15,2023-10-29 01:45:25.378186,2,132250.0,0.02
