observable,sintetico,base,Q,timestamp,AGLOSI,valor,frac
P47T_hogar,q90,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,149710.0,0.02
Pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,1.0,0.02
Pobreza,sum,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,939300.0,0.02
Total,mean,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,1.0,0.02
Total,sum,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,939300.0,0.02
gap_indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,-76880.0,0.02
gap_indigencia,median,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,-63160.0,0.02
gap_pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,-267910.0,0.02
gap_pobreza,median,Hi,2003-11-15,2023-10-29 01:37:19.518958,False,-241550.0,0.02
CBA,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,144180.0,0.02
CBA,median,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,131180.0,0.02
CBT,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,337870.0,0.02
CBT,median,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,306440.0,0.02
CB_EQUIV,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,3.419,0.02
CB_EQUIV,median,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,3.11,0.02
Indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,1.0,0.02
Indigencia,sum,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,891000.0,0.02
P47T_hogar,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,67600.0,0.02
P47T_hogar,median,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,60380.0,0.02
P47T_hogar,q10,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,0.0,0.02
P47T_hogar,q25,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,0.0,0.02
P47T_hogar,q75,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,100760.0,0.02
P47T_hogar,q90,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,150510.0,0.02
Pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,1.0,0.02
Pobreza,sum,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,891000.0,0.02
Total,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,1.0,0.02
Total,sum,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,891000.0,0.02
gap_indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,-76580.0,0.02
gap_indigencia,median,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,-63410.0,0.02
gap_pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,-270270.0,0.02
gap_pobreza,median,Hi,2004-02-15,2023-10-29 01:38:40.385601,False,-243345.0,0.02
CBA,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,145640.0,0.02
CBA,median,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,132620.0,0.02
CBT,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,341300.0,0.02
CBT,median,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,310170.0,0.02
CB_EQUIV,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,3.453,0.02
CB_EQUIV,median,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,3.13,0.02
Indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,1.0,0.02
Indigencia,sum,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,897100.0,0.02
P47T_hogar,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,67000.0,0.02
P47T_hogar,median,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,53810.0,0.02
P47T_hogar,q10,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,0.0,0.02
P47T_hogar,q25,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,0.0,0.02
P47T_hogar,q75,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,102560.0,0.02
P47T_hogar,q90,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,158650.0,0.02
Pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,1.0,0.02
Pobreza,sum,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,897100.0,0.02
Total,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,1.0,0.02
Total,sum,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,897100.0,0.02
gap_indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,-78640.0,0.02
gap_indigencia,median,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,-66230.0,0.02
gap_pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,-274300.0,0.02
gap_pobreza,median,Hi,2004-05-15,2023-10-29 01:40:09.628340,False,-249980.0,0.02
CBA,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,140920.0,0.02
CBA,median,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,126640.0,0.02
CBT,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,329820.0,0.02
CBT,median,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,297620.0,0.02
CB_EQUIV,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,3.347,0.02
CB_EQUIV,median,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,3.01,0.02
Indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,1.0,0.02
Indigencia,sum,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,887750.0,0.02
P47T_hogar,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,65640.0,0.02
P47T_hogar,median,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,53810.0,0.02
P47T_hogar,q10,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,0.0,0.02
P47T_hogar,q25,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,0.0,0.02
P47T_hogar,q75,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,101190.0,0.02
P47T_hogar,q90,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,153200.0,0.02
Pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,1.0,0.02
Pobreza,sum,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,887750.0,0.02
Total,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,1.0,0.02
Total,sum,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,887750.0,0.02
gap_indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,-75280.0,0.02
gap_indigencia,median,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,-62230.0,0.02
gap_pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,-264180.0,0.02
gap_pobreza,median,Hi,2004-08-15,2023-10-29 01:41:57.113063,False,-238520.0,0.02
CBA,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,146860.0,0.02
CBA,median,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,132700.0,0.02
CBT,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,343280.0,0.02
CBT,median,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,309790.0,0.02
CB_EQUIV,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,3.499,0.02
CB_EQUIV,median,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,3.16,0.02
Indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,1.0,0.02
Indigencia,sum,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,795700.0,0.02
P47T_hogar,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,69770.0,0.02
P47T_hogar,median,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,57660.0,0.02
P47T_hogar,q10,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,0.0,0.02
P47T_hogar,q25,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,0.0,0.02
P47T_hogar,q75,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,104950.0,0.02
P47T_hogar,q90,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,157860.0,0.02
Pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,1.0,0.02
Pobreza,sum,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,795700.0,0.02
Total,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,1.0,0.02
Total,sum,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,795700.0,0.02
gap_indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,-77090.0,0.02
gap_indigencia,median,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,-64000.0,0.02
gap_pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,-273510.0,0.02
gap_pobreza,median,Hi,2004-11-15,2023-10-29 01:43:36.491803,False,-243660.0,0.02
CBA,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,142260.0,0.02
CBA,median,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,128010.0,0.02
CBT,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,332500.0,0.02
CBT,median,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,299780.0,0.02
CB_EQUIV,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,3.389,0.02
CB_EQUIV,median,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,3.05,0.02
Indigencia,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,1.0,0.02
Indigencia,sum,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,735800.0,0.02
P47T_hogar,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,65040.0,0.02
P47T_hogar,median,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,55060.0,0.02
P47T_hogar,q10,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,0.0,0.02
P47T_hogar,q25,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,0.0,0.02
P47T_hogar,q75,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,100220.0,0.02
P47T_hogar,q90,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,149290.0,0.02
Pobreza,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,1.0,0.02
Pobreza,sum,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,735800.0,0.02
Total,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,1.0,0.02
Total,sum,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,735800.0,0.02
gap_indigencia,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,-77210.0,0.02
gap_indigencia,median,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,-64660.0,0.02
gap_pobreza,mean,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,-267460.0,0.02
gap_pobreza,median,Hi,2005-02-15,2023-10-29 01:45:38.812410,False,-240965.0,0.02
CBA,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,146980.0,0.02
CBA,median,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,133400.0,0.02
CBT,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,343880.0,0.02
CBT,median,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,311640.0,0.02
CB_EQUIV,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,3.496,0.02
CB_EQUIV,median,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,3.18,0.02
Indigencia,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,1.0,0.02
Indigencia,sum,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,778500.0,0.02
P47T_hogar,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,70190.0,0.02
P47T_hogar,median,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,59000.0,0.02
P47T_hogar,q10,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,0.0,0.02
P47T_hogar,q25,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,0.0,0.02
P47T_hogar,q75,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,107390.0,0.02
P47T_hogar,q90,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,161280.0,0.02
Pobreza,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,1.0,0.02
Pobreza,sum,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,778500.0,0.02
Total,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,1.0,0.02
Total,sum,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,778500.0,0.02
gap_indigencia,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,-76790.0,0.02
gap_indigencia,median,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,-63945.0,0.02
gap_pobreza,mean,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,-273690.0,0.02
gap_pobreza,median,Hi,2005-05-15,2023-10-29 01:48:25.390719,False,-247550.0,0.02
CBA,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,146180.0,0.02
CBA,median,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,133860.0,0.02
CBT,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,341810.0,0.02
CBT,median,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,312720.0,0.02
CB_EQUIV,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,3.476,0.02
CB_EQUIV,median,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,3.18,0.02
Indigencia,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,1.0,0.02
Indigencia,sum,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,689750.0,0.02
P47T_hogar,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,69920.0,0.02
P47T_hogar,median,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,60380.0,0.02
P47T_hogar,q10,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,0.0,0.02
P47T_hogar,q25,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,0.0,0.02
P47T_hogar,q75,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,107390.0,0.02
P47T_hogar,q90,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,158230.0,0.02
Pobreza,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,1.0,0.02
Pobreza,sum,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,689750.0,0.02
Total,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,1.0,0.02
Total,sum,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,689750.0,0.02
gap_indigencia,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,-76260.0,0.02
gap_indigencia,median,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,-63870.0,0.02
gap_pobreza,mean,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,-271890.0,0.02
gap_pobreza,median,Hi,2005-08-15,2023-10-29 01:51:39.572941,False,-245860.0,0.02
CBA,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,145230.0,0.02
CBA,median,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,132050.0,0.02
CBT,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,338880.0,0.02
CBT,median,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,308270.0,0.02
CB_EQUIV,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,3.466,0.02
CB_EQUIV,median,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,3.15,0.02
Indigencia,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,1.0,0.02
Indigencia,sum,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,677550.0,0.02
P47T_hogar,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,69790.0,0.02
P47T_hogar,median,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,55060.0,0.02
P47T_hogar,q10,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,0.0,0.02
P47T_hogar,q25,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,0.0,0.02
P47T_hogar,q75,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,105060.0,0.02
P47T_hogar,q90,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,159210.0,0.02
Pobreza,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,1.0,0.02
Pobreza,sum,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,677550.0,0.02
Total,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,1.0,0.02
Total,sum,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,677550.0,0.02
gap_indigencia,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,-75450.0,0.02
gap_indigencia,median,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,-61980.0,0.02
gap_pobreza,mean,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,-269100.0,0.02
gap_pobreza,median,Hi,2005-11-15,2023-10-29 01:55:07.656443,False,-243040.0,0.02
CBA,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,144360.0,0.02
CBA,median,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,131600.0,0.02
CBT,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,336380.0,0.02
CBT,median,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,307330.0,0.02
CB_EQUIV,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,3.443,0.02
CB_EQUIV,median,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,3.13,0.02
Indigencia,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,1.0,0.02
Indigencia,sum,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,601150.0,0.02
P47T_hogar,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,65580.0,0.02
P47T_hogar,median,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,51380.0,0.02
P47T_hogar,q10,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,0.0,0.02
P47T_hogar,q25,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,0.0,0.02
P47T_hogar,q75,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,109900.0,0.02
P47T_hogar,q90,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,155240.0,0.02
Pobreza,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,1.0,0.02
Pobreza,sum,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,601150.0,0.02
Total,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,1.0,0.02
Total,sum,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,601150.0,0.02
gap_indigencia,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,-78780.0,0.02
gap_indigencia,median,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,-68360.0,0.02
gap_pobreza,mean,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,-270790.0,0.02
gap_pobreza,median,Hi,2006-02-15,2023-10-29 01:59:01.076505,False,-246710.0,0.02
CBA,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,145090.0,0.02
CBA,median,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,132760.0,0.02
CBT,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,337680.0,0.02
CBT,median,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,309635.0,0.02
CB_EQUIV,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,3.468,0.02
CB_EQUIV,median,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,3.16,0.02
Indigencia,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,1.0,0.02
Indigencia,sum,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,571400.0,0.02
P47T_hogar,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,66710.0,0.02
P47T_hogar,median,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,46860.0,0.02
P47T_hogar,q10,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,0.0,0.02
P47T_hogar,q25,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,0.0,0.02
P47T_hogar,q75,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,109900.0,0.02
P47T_hogar,q90,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,157810.0,0.02
Pobreza,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,1.0,0.02
Pobreza,sum,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,571400.0,0.02
Total,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,1.0,0.02
Total,sum,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,571400.0,0.02
gap_indigencia,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,-78380.0,0.02
gap_indigencia,median,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,-67650.0,0.02
gap_pobreza,mean,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,-270970.0,0.02
gap_pobreza,median,Hi,2006-05-15,2023-10-29 02:02:31.620822,False,-247695.0,0.02
CBA,mean,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,144270.0,0.02
CBA,median,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,131600.0,0.02
CBT,mean,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,336030.0,0.02
CBT,median,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,305700.0,0.02
CB_EQUIV,mean,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,3.446,0.02
CB_EQUIV,median,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,3.15,0.02
Indigencia,mean,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,1.0,0.02
Indigencia,sum,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,542550.0,0.02
P47T_hogar,mean,Hi,2006-08-15,2023-10-29 02:06:13.505278,False,65790.0,0.02
