observable,sintetico,base,Q,timestamp,PROV,valor,frac
Pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,50,0.3329,0.02
CBT,median,M24,2003-11-15,2023-10-29 01:36:51.452271,2,242720.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,58,0.278,0.02
CB_EQUIV,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,3.728,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,66,0.381,0.02
CB_EQUIV,median,M24,2003-11-15,2023-10-29 01:36:51.452271,2,2.23,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,74,0.3455,0.02
Indigencia,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,0.0482,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,82,0.2523,0.02
Indigencia,sum,M24,2003-11-15,2023-10-29 01:36:51.452271,2,94600.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,90,0.3425,0.02
P47T_hogar,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,1169010.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,2,171650.0,0.02
P47T_hogar,median,M24,2003-11-15,2023-10-29 01:36:51.452271,2,538370.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,10,70450.0,0.02
P47T_hogar,q10,M24,2003-11-15,2023-10-29 01:36:51.452271,2,141580.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,18,228950.0,0.02
P47T_hogar,q25,M24,2003-11-15,2023-10-29 01:36:51.452271,2,300130.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,26,91100.0,0.02
P47T_hogar,q75,M24,2003-11-15,2023-10-29 01:36:51.452271,2,859920.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,34,127100.0,0.02
P47T_hogar,q90,M24,2003-11-15,2023-10-29 01:36:51.452271,2,1352380.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,42,45950.0,0.02
P47T_persona,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,287970.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,50,393100.0,0.02
P47T_persona,median,M24,2003-11-15,2023-10-29 01:36:51.452271,2,257660.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,58,112200.0,0.02
P47T_persona,q10,M24,2003-11-15,2023-10-29 01:36:51.452271,2,0.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,66,284200.0,0.02
P47T_persona,q25,M24,2003-11-15,2023-10-29 01:36:51.452271,2,109900.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,74,100950.0,0.02
P47T_persona,q75,M24,2003-11-15,2023-10-29 01:36:51.452271,2,372450.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,82,552000.0,0.02
P47T_persona,q90,M24,2003-11-15,2023-10-29 01:36:51.452271,2,590320.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,90,319700.0,0.02
Pobreza,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,0.1478,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,2,0.0162,0.02
Pobreza,sum,M24,2003-11-15,2023-10-29 01:36:51.452271,2,290350.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,10,0.0759,0.02
Total,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,1.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,18,0.0974,0.02
Total,sum,M24,2003-11-15,2023-10-29 01:36:51.452271,2,1964250.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,26,0.0395,0.02
gap_indigencia,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,999470.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,34,0.1172,0.02
gap_indigencia,median,M24,2003-11-15,2023-10-29 01:36:51.452271,2,429290.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,42,0.0386,0.02
gap_pobreza,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,2,763240.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,50,0.0529,0.02
gap_pobreza,median,M24,2003-11-15,2023-10-29 01:36:51.452271,2,286190.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,58,0.0432,0.02
CBA,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,166950.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,66,0.1026,0.02
CBA,median,M24,2004-02-15,2023-10-29 01:38:03.380189,2,101410.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,74,0.052,0.02
CBT,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,399570.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,82,0.0532,0.02
CBT,median,M24,2004-02-15,2023-10-29 01:38:03.380189,2,242720.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,90,0.0758,0.02
CB_EQUIV,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,3.671,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,2,35050.0,0.02
CB_EQUIV,median,M24,2004-02-15,2023-10-29 01:38:03.380189,2,2.23,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,10,16900.0,0.02
Indigencia,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,0.036,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,18,58300.0,0.02
Indigencia,sum,M24,2004-02-15,2023-10-29 01:38:03.380189,2,71450.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,26,14600.0,0.02
P47T_hogar,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,1403650.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,34,35100.0,0.02
P47T_hogar,median,M24,2004-02-15,2023-10-29 01:38:03.380189,2,552770.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,42,8400.0,0.02
P47T_hogar,q10,M24,2004-02-15,2023-10-29 01:38:03.380189,2,174190.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,50,62450.0,0.02
P47T_hogar,q25,M24,2004-02-15,2023-10-29 01:38:03.380189,2,302730.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,58,17450.0,0.02
P47T_hogar,q75,M24,2004-02-15,2023-10-29 01:38:03.380189,2,921070.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,66,76550.0,0.02
P47T_hogar,q90,M24,2004-02-15,2023-10-29 01:38:03.380189,2,1582080.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,74,15200.0,0.02
P47T_persona,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,314010.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,82,116300.0,0.02
P47T_persona,median,M24,2004-02-15,2023-10-29 01:38:03.380189,2,263670.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,90,70750.0,0.02
P47T_persona,q10,M24,2004-02-15,2023-10-29 01:38:03.380189,2,0.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,2,308960.0,0.02
P47T_persona,q25,M24,2004-02-15,2023-10-29 01:38:03.380189,2,129120.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,10,167800.0,0.02
P47T_persona,q75,M24,2004-02-15,2023-10-29 01:38:03.380189,2,417900.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,18,162150.0,0.02
P47T_persona,q90,M24,2004-02-15,2023-10-29 01:38:03.380189,2,590320.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,26,284350.0,0.02
Pobreza,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,0.1237,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,34,154500.0,0.02
Pobreza,sum,M24,2004-02-15,2023-10-29 01:38:03.380189,2,245400.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,42,229660.0,0.02
Total,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,1.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,50,185120.0,0.02
Total,sum,M24,2004-02-15,2023-10-29 01:38:03.380189,2,1983950.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,58,257000.0,0.02
gap_indigencia,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,1236700.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,66,164700.0,0.02
gap_indigencia,median,M24,2004-02-15,2023-10-29 01:38:03.380189,2,455980.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,74,182470.0,0.02
gap_pobreza,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,2,1004080.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,82,211380.0,0.02
gap_pobreza,median,M24,2004-02-15,2023-10-29 01:38:03.380189,2,314790.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,90,166630.0,0.02
CBA,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,166950.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,2,81460.0,0.02
CBA,median,M24,2004-05-15,2023-10-29 01:39:27.113194,2,101410.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,10,34730.0,0.02
CBT,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,399570.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,18,13750.0,0.02
CBT,median,M24,2004-05-15,2023-10-29 01:39:27.113194,2,242720.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,26,0.0,0.02
CB_EQUIV,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,3.671,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,34,30950.0,0.02
CB_EQUIV,median,M24,2004-05-15,2023-10-29 01:39:27.113194,2,2.23,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,42,19520.0,0.02
Indigencia,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,0.0365,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,50,6290.0,0.02
Indigencia,sum,M24,2004-05-15,2023-10-29 01:39:27.113194,2,72500.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,58,0.0,0.02
P47T_hogar,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,1042020.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,66,11750.0,0.02
P47T_hogar,median,M24,2004-05-15,2023-10-29 01:39:27.113194,2,512170.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,74,15880.0,0.02
P47T_hogar,q10,M24,2004-05-15,2023-10-29 01:39:27.113194,2,166350.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,82,19520.0,0.02
P47T_hogar,q25,M24,2004-05-15,2023-10-29 01:39:27.113194,2,276090.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,90,0.0,0.02
P47T_hogar,q75,M24,2004-05-15,2023-10-29 01:39:27.113194,2,833440.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,2,162560.0,0.02
P47T_hogar,q90,M24,2004-05-15,2023-10-29 01:39:27.113194,2,1325840.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,10,87290.0,0.02
P47T_persona,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,273920.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,18,79600.0,0.02
P47T_persona,median,M24,2004-05-15,2023-10-29 01:39:27.113194,2,240460.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,26,141580.0,0.02
P47T_persona,q10,M24,2004-05-15,2023-10-29 01:39:27.113194,2,0.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,34,77790.0,0.02
P47T_persona,q25,M24,2004-05-15,2023-10-29 01:39:27.113194,2,109900.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,42,129120.0,0.02
P47T_persona,q75,M24,2004-05-15,2023-10-29 01:39:27.113194,2,347590.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,50,97940.0,0.02
P47T_persona,q90,M24,2004-05-15,2023-10-29 01:39:27.113194,2,538370.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,58,129120.0,0.02
Pobreza,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,0.141,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,66,77790.0,0.02
Pobreza,sum,M24,2004-05-15,2023-10-29 01:39:27.113194,2,279700.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,74,97940.0,0.02
Total,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,1.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,82,115080.0,0.02
Total,sum,M24,2004-05-15,2023-10-29 01:39:27.113194,2,1983950.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,90,77790.0,0.02
gap_indigencia,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,875070.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,2,282530.0,0.02
gap_indigencia,median,M24,2004-05-15,2023-10-29 01:39:27.113194,2,402760.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,10,148260.0,0.02
gap_pobreza,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,2,642450.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,18,138360.0,0.02
gap_pobreza,median,M24,2004-05-15,2023-10-29 01:39:27.113194,2,259250.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,26,263670.0,0.02
CBA,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,166950.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,34,129120.0,0.02
CBA,median,M24,2004-08-15,2023-10-29 01:41:11.731116,2,101410.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,42,219300.0,0.02
CBT,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,399570.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,50,170230.0,0.02
CBT,median,M24,2004-08-15,2023-10-29 01:41:11.731116,2,242720.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,58,251800.0,0.02
CB_EQUIV,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,3.671,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,66,138360.0,0.02
CB_EQUIV,median,M24,2004-08-15,2023-10-29 01:41:11.731116,2,2.23,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,74,174190.0,0.02
Indigencia,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,0.0364,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,82,186650.0,0.02
Indigencia,sum,M24,2004-08-15,2023-10-29 01:41:11.731116,2,72150.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:10:10.408126,90,138360.0,0.02
P47T_hogar,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,1252940.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,2,408390.0,0.02
P47T_hogar,median,M24,2004-08-15,2023-10-29 01:41:11.731116,2,618140.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,10,219300.0,0.02
P47T_hogar,q10,M24,2004-08-15,2023-10-29 01:41:11.731116,2,191000.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,18,219300.0,0.02
P47T_hogar,q25,M24,2004-08-15,2023-10-29 01:41:11.731116,2,335210.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,26,372450.0,0.02
P47T_hogar,q75,M24,2004-08-15,2023-10-29 01:41:11.731116,2,963740.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,34,214310.0,0.02
P47T_hogar,q90,M24,2004-08-15,2023-10-29 01:41:11.731116,2,1387940.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,42,302730.0,0.02
P47T_persona,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,320440.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,50,246070.0,0.02
P47T_persona,median,M24,2004-08-15,2023-10-29 01:41:11.731116,2,257660.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,58,355690.0,0.02
P47T_persona,q10,M24,2004-08-15,2023-10-29 01:41:11.731116,2,0.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,66,219300.0,0.02
P47T_persona,q25,M24,2004-08-15,2023-10-29 01:41:11.731116,2,135210.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,74,246070.0,0.02
P47T_persona,q75,M24,2004-08-15,2023-10-29 01:41:11.731116,2,427640.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,82,276090.0,0.02
P47T_persona,q90,M24,2004-08-15,2023-10-29 01:41:11.731116,2,647270.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,90,219300.0,0.02
Pobreza,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,0.1225,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,2,538370.0,0.02
Pobreza,sum,M24,2004-08-15,2023-10-29 01:41:11.731116,2,243000.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,10,276090.0,0.02
Total,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,1.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,18,276090.0,0.02
Total,sum,M24,2004-08-15,2023-10-29 01:41:11.731116,2,1983950.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,26,526120.0,0.02
gap_indigencia,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,1085990.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,34,269810.0,0.02
gap_indigencia,median,M24,2004-08-15,2023-10-29 01:41:11.731116,2,498290.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,42,408390.0,0.02
gap_pobreza,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,2,853370.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,50,317000.0,0.02
gap_pobreza,median,M24,2004-08-15,2023-10-29 01:41:11.731116,2,355780.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,58,447790.0,0.02
CBA,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,2,166950.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,66,282530.0,0.02
CBA,median,M24,2004-11-15,2023-10-29 01:42:53.675674,2,101410.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,74,302730.0,0.02
CBT,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,2,399570.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,82,390010.0,0.02
CBT,median,M24,2004-11-15,2023-10-29 01:42:53.675674,2,242720.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,90,276090.0,0.02
CB_EQUIV,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,2,3.671,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,2,1352730.0,0.02
CB_EQUIV,median,M24,2004-11-15,2023-10-29 01:42:53.675674,2,2.23,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,10,455760.0,0.02
Indigencia,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,2,0.0304,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,18,519120.0,0.02
Indigencia,sum,M24,2004-11-15,2023-10-29 01:42:53.675674,2,60400.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,26,896630.0,0.02
P47T_hogar,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,2,1379720.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,34,423430.0,0.02
P47T_hogar,median,M24,2004-11-15,2023-10-29 01:42:53.675674,2,550910.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,42,526550.0,0.02
P47T_hogar,q10,M24,2004-11-15,2023-10-29 01:42:53.675674,2,178250.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,50,719100.0,0.02
