observable,sintetico,base,Q,timestamp,Region,valor,frac
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,240460.0,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,290610.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,219300.0,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,3.755,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,276090.0,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,2.67,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,295840.0,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,0.1158,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,276090.0,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,849100.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,390010.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,774360.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,618550.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,413710.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,663880.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,100220.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,2416620.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,224410.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,174190.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,692010.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,128330.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,1084700.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,180250.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,220330.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,257660.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,182400.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,213000.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,0.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,282530.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,56350.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,400050.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,289110.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,333490.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,427640.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,444420.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,0.3184,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,570440.0,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,2335100.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,510920.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,1.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,663210.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,7334500.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,794380.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,603590.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,726710.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,290575.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,928380.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,365630.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,3.812,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:46.577532,gran_buenos_aires,129540.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,4.401,0.02
CBA,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,138700.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,10.315,0.02
CBA,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,128220.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,3.08,0.02
CBT,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,310770.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,3.18,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,287290.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,2.71,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,3.407,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,171850.0,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,3.15,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,198860.0,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,0.3223,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,515180.0,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,558800.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,138830.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,268510.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,143690.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,214310.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,135350.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,35540.0,0.02
gap_indigencia,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,446700.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,89320.0,0.02
gap_indigencia,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,465020.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,359830.0,0.02
gap_indigencia,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,1901440.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,567790.0,0.02
gap_indigencia,median,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,257420.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,108070.0,0.02
gap_indigencia,median,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,186090.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,70940.0,0.02
gap_indigencia,median,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,306050.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,0.0,0.02
CBT,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,405440.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,0.0,0.02
CBT,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,412160.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,186650.0,0.02
CBT,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,1139970.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,240460.0,0.02
CBT,median,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,327550.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,0.6168,0.02
CBT,median,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,297810.0,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,1069250.0,0.02
CBT,median,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,299500.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,1.0,0.02
gap_pobreza,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,213110.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,1733550.0,0.02
gap_pobreza,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,251720.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,129810.0,0.02
gap_pobreza,mean,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,1276650.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,77680.0,0.02
gap_pobreza,median,M24,2023-02-15,2023-10-29 13:10:05.576293,cuyo,83640.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,-42260.0,0.02
gap_pobreza,median,M24,2023-02-15,2023-10-29 13:10:05.576293,noreste,48785.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noreste,-63150.0,0.02
gap_pobreza,median,M24,2023-02-15,2023-10-29 13:10:05.576293,pampeana,154060.0,0.02
CBA,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,552650.0,0.02
CBA,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,136310.0,0.02
CBT,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,1227540.0,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,302770.0,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,13.987,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,3.45,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,0.2573,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,585600.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,1817010.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,272980.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,53810.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,128030.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,493810.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,802630.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,127460.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,77790.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,0.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,0.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,214310.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,295840.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,0.5221,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,1188200.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,1.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,2275650.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,1264360.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,131560.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,589480.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:46.577532,noroeste,-14240.0,0.02
CBA,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,219640.0,0.02
CBA,median,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,119430.0,0.02
CBT,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,525510.0,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,285760.0,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,4.873,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,2.65,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,0.1421,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,1100850.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,938270.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,331940.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,81460.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,186650.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,532410.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,791050.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,174150.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,141580.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,0.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,53810.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,246070.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,339680.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,0.4014,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,3109900.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,1.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,7747750.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,718630.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,207170.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,412750.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:46.577532,pampeana,55100.0,0.02
CBA,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,161870.0,0.02
CBA,median,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,130610.0,0.02
CBT,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,439780.0,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,354850.0,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,3.445,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,2.78,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,0.1054,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,109500.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,846640.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,491960.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,107390.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,263670.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,796670.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,1236290.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,264090.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,214310.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,0.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,53810.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,390010.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,563750.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,0.3311,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,343900.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,1.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,1038700.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,684770.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,350845.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,406860.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:46.577532,patagonia,145930.0,0.02
CBA,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,147670.0,0.02
CBA,median,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,125240.0,0.02
CBT,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,376270.0,0.02
CBT,median,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,319120.0,0.02
CB_EQUIV,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,3.643,0.02
CB_EQUIV,median,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,3.09,0.02
Indigencia,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,0.161,0.02
Indigencia,sum,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,267650.0,0.02
P47T_hogar,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,515530.0,0.02
P47T_hogar,median,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,298120.0,0.02
P47T_hogar,q10,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,72600.0,0.02
P47T_hogar,q25,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,178250.0,0.02
P47T_hogar,q75,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,490650.0,0.02
P47T_hogar,q90,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,724500.0,0.02
P47T_persona,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,147220.0,0.02
P47T_persona,median,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,108640.0,0.02
P47T_persona,q10,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,0.0,0.02
P47T_persona,q25,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,15320.0,0.02
P47T_persona,q75,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,229640.0,0.02
P47T_persona,q90,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,317000.0,0.02
Pobreza,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,0.4923,0.02
Pobreza,sum,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,818700.0,0.02
Total,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,1.0,0.02
Total,sum,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,1662900.0,0.02
gap_indigencia,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,367860.0,0.02
gap_indigencia,median,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,172815.0,0.02
gap_pobreza,mean,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,139260.0,0.02
gap_pobreza,median,M24,2003-11-15,2023-10-29 01:36:50.839975,cuyo,3925.0,0.02
