observable,sintetico,base,Q,timestamp,PROV,valor,frac
Total,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,40350.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:12.750727,2,-46390.0,0.02
Total,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,13200.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.750727,2,-201020.0,0.02
Total,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,47700.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:12.750727,2,-166530.0,0.02
Total,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,10850.0,0.02
CBA,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,101750.0,0.02
Total,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,79650.0,0.02
CBA,median,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,80950.0,0.02
Total,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,43150.0,0.02
CBT,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,243520.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,1.0,0.02
CBT,median,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,193740.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,1.0,0.02
CB_EQUIV,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,2.237,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,1.0,0.02
CB_EQUIV,median,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,1.78,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,1.0,0.02
Indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,1.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,1.0,0.02
Indigencia,sum,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,69050.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,1.0,0.02
P47T_hogar,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,38030.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,1.0,0.02
P47T_hogar,median,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,0.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,1.0,0.02
P47T_hogar,q10,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,0.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,1.0,0.02
P47T_hogar,q25,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,0.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,1.0,0.02
P47T_hogar,q75,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,59000.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,1.0,0.02
P47T_hogar,q90,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,123310.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,1.0,0.02
Pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,1.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,25600.0,0.02
Pobreza,sum,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,69050.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,10650.0,0.02
Total,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,1.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,37500.0,0.02
Total,sum,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,69050.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,10850.0,0.02
gap_indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,-63720.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,22750.0,0.02
gap_indigencia,median,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,-46390.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,6600.0,0.02
gap_pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,-205490.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,40350.0,0.02
gap_pobreza,median,Hi,2003-11-15,2023-10-29 01:37:20.109039,2,-177490.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,13200.0,0.02
CBA,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,108670.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,47700.0,0.02
CBA,median,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,95950.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,10850.0,0.02
CBT,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,260100.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,79650.0,0.02
CBT,median,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,229660.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,43150.0,0.02
CB_EQUIV,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,2.39,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,1.0,0.02
CB_EQUIV,median,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,2.11,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,1.0,0.02
Indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,1.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,1.0,0.02
Indigencia,sum,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,49700.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,1.0,0.02
P47T_hogar,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,43140.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,1.0,0.02
P47T_hogar,median,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,22740.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,1.0,0.02
P47T_hogar,q10,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,0.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,1.0,0.02
P47T_hogar,q25,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,0.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,1.0,0.02
P47T_hogar,q75,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,70940.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,1.0,0.02
P47T_hogar,q90,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,122400.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,1.0,0.02
Pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,1.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,1.0,0.02
Pobreza,sum,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,49700.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,1.0,0.02
Total,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,1.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,25600.0,0.02
Total,sum,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,49700.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,10650.0,0.02
gap_indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,-65530.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,37500.0,0.02
gap_indigencia,median,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,-61070.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,10850.0,0.02
gap_pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,-216960.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,22750.0,0.02
gap_pobreza,median,Hi,2004-02-15,2023-10-29 01:38:41.190334,2,-193150.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,6600.0,0.02
CBA,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,117390.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,40350.0,0.02
CBA,median,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,100275.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,13200.0,0.02
CBT,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,280960.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,47700.0,0.02
CBT,median,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,240005.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,10850.0,0.02
CB_EQUIV,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,2.581,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,79650.0,0.02
CB_EQUIV,median,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,2.205,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,43150.0,0.02
Indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,1.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,62280.0,0.02
Indigencia,sum,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,48700.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,107910.0,0.02
P47T_hogar,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,44840.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,108400.0,0.02
P47T_hogar,median,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,6900.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,84470.0,0.02
P47T_hogar,q10,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,0.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,105470.0,0.02
P47T_hogar,q25,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,0.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,85640.0,0.02
P47T_hogar,q75,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,76020.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,104390.0,0.02
P47T_hogar,q90,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,130490.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,77790.0,0.02
Pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,1.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,113460.0,0.02
Pobreza,sum,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,48700.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,98650.0,0.02
Total,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,1.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,98620.0,0.02
Total,sum,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,48700.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,108990.0,0.02
gap_indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,-72550.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,0.0,0.02
gap_indigencia,median,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,-66315.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,15210.0,0.02
gap_pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,-236120.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,0.0,0.02
gap_pobreza,median,Hi,2004-05-15,2023-10-29 01:40:10.656333,2,-208765.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,0.0,0.02
CBA,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,113470.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,0.0,0.02
CBA,median,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,101870.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,0.0,0.02
CBT,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,271570.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,0.0,0.02
CBT,median,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,243810.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,0.0,0.02
CB_EQUIV,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,2.495,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,0.0,0.02
CB_EQUIV,median,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,2.24,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,0.0,0.02
Indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,1.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,0.0,0.02
Indigencia,sum,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,50650.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,0.0,0.02
P47T_hogar,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,46600.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,0.0,0.02
P47T_hogar,median,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,16990.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,49070.0,0.02
P47T_hogar,q10,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,0.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,45010.0,0.02
P47T_hogar,q25,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,0.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,0.0,0.02
P47T_hogar,q75,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,79600.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,44750.0,0.02
P47T_hogar,q90,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,135210.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,0.0,0.02
Pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,1.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,44750.0,0.02
Pobreza,sum,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,50650.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,4400.0,0.02
Total,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,1.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,55060.0,0.02
Total,sum,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,50650.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,38970.0,0.02
gap_indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,-66860.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,28880.0,0.02
gap_indigencia,median,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,-60340.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,51380.0,0.02
gap_pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,-224970.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,52580.0,0.02
gap_pobreza,median,Hi,2004-08-15,2023-10-29 01:41:58.106814,2,-199610.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,97940.0,0.02
CBA,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,111250.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,97940.0,0.02
CBA,median,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,96860.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,66210.0,0.02
CBT,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,266270.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,95710.0,0.02
CBT,median,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,231840.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,81460.0,0.02
CB_EQUIV,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,2.446,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,95710.0,0.02
CB_EQUIV,median,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,2.13,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,66210.0,0.02
Indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,1.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,102420.0,0.02
Indigencia,sum,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,42500.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,81460.0,0.02
P47T_hogar,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,44350.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,87290.0,0.02
P47T_hogar,median,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,16610.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,97940.0,0.02
P47T_hogar,q10,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,0.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,102560.0,0.02
P47T_hogar,q25,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,0.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,162560.0,0.02
P47T_hogar,q75,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,74290.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,156980.0,0.02
P47T_hogar,q90,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,129680.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,128330.0,0.02
Pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,1.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,155600.0,0.02
Pobreza,sum,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,42500.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,140910.0,0.02
Total,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,1.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,148140.0,0.02
Total,sum,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,42500.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,110540.0,0.02
gap_indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,-66900.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,162960.0,0.02
gap_indigencia,median,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,-58210.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,155240.0,0.02
gap_pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,-221920.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,147350.0,0.02
gap_pobreza,median,Hi,2004-11-15,2023-10-29 01:43:37.384177,2,-193740.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,156020.0,0.02
CBA,mean,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,105580.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,158860.0,0.02
CBA,median,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,87310.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,205590.0,0.02
CBT,mean,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,252680.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,216150.0,0.02
CBT,median,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,208980.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,26,224410.0,0.02
CB_EQUIV,mean,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,2.322,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,34,209960.0,0.02
CB_EQUIV,median,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,1.92,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,42,195230.0,0.02
Indigencia,mean,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,1.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,50,213040.0,0.02
Indigencia,sum,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,46550.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,58,186220.0,0.02
P47T_hogar,mean,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,39220.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,66,224440.0,0.02
P47T_hogar,median,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,12880.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,74,211380.0,0.02
P47T_hogar,q10,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,0.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,82,216980.0,0.02
P47T_hogar,q25,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,0.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:17:27.120749,90,214310.0,0.02
P47T_hogar,q75,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,52600.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,2,2.505,0.02
P47T_hogar,q90,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,129120.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,10,3.768,0.02
Pobreza,mean,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,1.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:17:27.120749,18,3.768,0.02
Pobreza,sum,Hi,2005-02-15,2023-10-29 01:45:40.205757,2,46550.0,0.02
