observable,sintetico,base,Q,timestamp,PROV,valor,frac
P47T_hogar,q10,H,2004-05-15,2023-10-29 01:39:46.018379,2,126180.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,34,324930.0,0.02
P47T_hogar,q25,H,2004-05-15,2023-10-29 01:39:46.018379,2,224410.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,42,436610.0,0.02
P47T_hogar,q75,H,2004-05-15,2023-10-29 01:39:46.018379,2,667700.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,50,407040.0,0.02
P47T_hogar,q90,H,2004-05-15,2023-10-29 01:39:46.018379,2,1025880.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,58,516210.0,0.02
Pobreza,mean,H,2004-05-15,2023-10-29 01:39:46.018379,2,0.1507,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,66,374090.0,0.02
Pobreza,sum,H,2004-05-15,2023-10-29 01:39:46.018379,2,164400.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,74,375950.0,0.02
Total,mean,H,2004-05-15,2023-10-29 01:39:46.018379,2,1.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,82,436520.0,0.02
Total,sum,H,2004-05-15,2023-10-29 01:39:46.018379,2,1090600.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:13:25.775340,90,387270.0,0.02
gap_indigencia,mean,H,2004-05-15,2023-10-29 01:39:46.018379,2,430460.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,2,174190.0,0.02
gap_indigencia,median,H,2004-05-15,2023-10-29 01:39:46.018379,2,317120.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,10,114800.0,0.02
gap_pobreza,mean,H,2004-05-15,2023-10-29 01:39:46.018379,2,301420.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,18,97940.0,0.02
gap_pobreza,median,H,2004-05-15,2023-10-29 01:39:46.018379,2,201565.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,26,169410.0,0.02
CBA,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,92600.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,34,95710.0,0.02
CBA,median,H,2004-08-15,2023-10-29 01:41:31.981745,2,80040.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,42,144880.0,0.02
CBT,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,221640.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,50,138360.0,0.02
CBT,median,H,2004-08-15,2023-10-29 01:41:31.981745,2,191570.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,58,155240.0,0.02
CB_EQUIV,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,2.036,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,66,102430.0,0.02
CB_EQUIV,median,H,2004-08-15,2023-10-29 01:41:31.981745,2,1.76,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,74,124600.0,0.02
Indigencia,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,0.0464,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,82,135210.0,0.02
Indigencia,sum,H,2004-08-15,2023-10-29 01:41:31.981745,2,50650.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:13:25.775340,90,116660.0,0.02
P47T_hogar,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,608880.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,2,289110.0,0.02
P47T_hogar,median,H,2004-08-15,2023-10-29 01:41:31.981745,2,481440.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,10,191240.0,0.02
P47T_hogar,q10,H,2004-08-15,2023-10-29 01:41:31.981745,2,141580.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,18,174190.0,0.02
P47T_hogar,q25,H,2004-08-15,2023-10-29 01:41:31.981745,2,251800.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,26,289110.0,0.02
P47T_hogar,q75,H,2004-08-15,2023-10-29 01:41:31.981745,2,796130.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,34,158860.0,0.02
P47T_hogar,q90,H,2004-08-15,2023-10-29 01:41:31.981745,2,1176880.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,42,230700.0,0.02
Pobreza,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,0.1317,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,50,217580.0,0.02
Pobreza,sum,H,2004-08-15,2023-10-29 01:41:31.981745,2,143600.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,58,283180.0,0.02
Total,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,1.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,66,182400.0,0.02
Total,sum,H,2004-08-15,2023-10-29 01:41:31.981745,2,1090600.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,74,205720.0,0.02
gap_indigencia,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,516280.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,82,219300.0,0.02
gap_indigencia,median,H,2004-08-15,2023-10-29 01:41:31.981745,2,394885.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:13:25.775340,90,195450.0,0.02
gap_pobreza,mean,H,2004-08-15,2023-10-29 01:41:31.981745,2,387240.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,2,468900.0,0.02
gap_pobreza,median,H,2004-08-15,2023-10-29 01:41:31.981745,2,281820.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,10,307510.0,0.02
CBA,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,92600.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,18,282530.0,0.02
CBA,median,H,2004-11-15,2023-10-29 01:43:11.916335,2,80040.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,26,463680.0,0.02
CBT,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,221640.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,34,269810.0,0.02
CBT,median,H,2004-11-15,2023-10-29 01:43:11.916335,2,191570.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,42,362080.0,0.02
CB_EQUIV,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,2.036,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,50,338400.0,0.02
CB_EQUIV,median,H,2004-11-15,2023-10-29 01:43:11.916335,2,1.76,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,58,440860.0,0.02
Indigencia,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,0.039,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,66,301560.0,0.02
Indigencia,sum,H,2004-11-15,2023-10-29 01:43:11.916335,2,42500.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,74,325410.0,0.02
P47T_hogar,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,597650.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,82,360720.0,0.02
P47T_hogar,median,H,2004-11-15,2023-10-29 01:43:11.916335,2,437600.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:13:25.775340,90,317360.0,0.02
P47T_hogar,q10,H,2004-11-15,2023-10-29 01:43:11.916335,2,141580.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,2,729680.0,0.02
P47T_hogar,q25,H,2004-11-15,2023-10-29 01:43:11.916335,2,240460.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,10,476960.0,0.02
P47T_hogar,q75,H,2004-11-15,2023-10-29 01:43:11.916335,2,743170.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,18,452540.0,0.02
P47T_hogar,q90,H,2004-11-15,2023-10-29 01:43:11.916335,2,1177870.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,26,728590.0,0.02
Pobreza,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,0.1325,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,34,419100.0,0.02
Pobreza,sum,H,2004-11-15,2023-10-29 01:43:11.916335,2,144500.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,42,574690.0,0.02
Total,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,1.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,50,508410.0,0.02
Total,sum,H,2004-11-15,2023-10-29 01:43:11.916335,2,1090600.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,58,671300.0,0.02
gap_indigencia,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,505040.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,66,479000.0,0.02
gap_indigencia,median,H,2004-11-15,2023-10-29 01:43:11.916335,2,349690.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,74,486120.0,0.02
gap_pobreza,mean,H,2004-11-15,2023-10-29 01:43:11.916335,2,376000.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,82,573570.0,0.02
gap_pobreza,median,H,2004-11-15,2023-10-29 01:43:11.916335,2,230180.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:13:25.775340,90,502450.0,0.02
CBA,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,93390.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,2,1052230.0,0.02
CBA,median,H,2005-02-15,2023-10-29 01:45:08.604132,2,80040.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,10,662350.0,0.02
CBT,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,223520.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,18,627930.0,0.02
CBT,median,H,2005-02-15,2023-10-29 01:45:08.604132,2,191570.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,26,1053070.0,0.02
CB_EQUIV,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,2.054,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,34,594380.0,0.02
CB_EQUIV,median,H,2005-02-15,2023-10-29 01:45:08.604132,2,1.76,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,42,812450.0,0.02
Indigencia,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,0.0422,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,50,695180.0,0.02
Indigencia,sum,H,2005-02-15,2023-10-29 01:45:08.604132,2,46550.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,58,930070.0,0.02
P47T_hogar,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,614890.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,66,692550.0,0.02
P47T_hogar,median,H,2005-02-15,2023-10-29 01:45:08.604132,2,499450.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,74,644800.0,0.02
P47T_hogar,q10,H,2005-02-15,2023-10-29 01:45:08.604132,2,148260.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,82,797010.0,0.02
P47T_hogar,q25,H,2005-02-15,2023-10-29 01:45:08.604132,2,263670.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:13:25.775340,90,707260.0,0.02
P47T_hogar,q75,H,2005-02-15,2023-10-29 01:45:08.604132,2,789100.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,2,2.056,0.02
P47T_hogar,q90,H,2005-02-15,2023-10-29 01:45:08.604132,2,1168940.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,10,2.996,0.02
Pobreza,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,0.12,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,18,2.976,0.02
Pobreza,sum,H,2005-02-15,2023-10-29 01:45:08.604132,2,132250.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,26,2.622,0.02
Total,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,1.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,34,2.997,0.02
Total,sum,H,2005-02-15,2023-10-29 01:45:08.604132,2,1101900.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,42,2.376,0.02
gap_indigencia,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,521500.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,50,2.813,0.02
gap_indigencia,median,H,2005-02-15,2023-10-29 01:45:08.604132,2,415615.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,58,2.635,0.02
gap_pobreza,mean,H,2005-02-15,2023-10-29 01:45:08.604132,2,391370.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:13:25.775340,66,3.235,0.02
gap_pobreza,median,H,2005-02-15,2023-10-29 01:45:08.604132,2,284655.0,0.02
