observable,sintetico,base,Q,timestamp,Total,valor,frac
Total,sum,Hi,2003-08-15,2023-10-29 01:36:12.008965,True,2060750.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.008965,True,-76430.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:12.008965,True,-64030.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.008965,True,-267670.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:12.008965,True,-242630.0,0.02
CBA,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,141990.0,0.02
CBA,median,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,129150.0,0.02
CBT,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,335260.0,0.02
CBT,median,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,304760.0,0.02
CB_EQUIV,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,3.298,0.02
CB_EQUIV,median,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,3.0,0.02
Indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,1.0,0.02
Indigencia,sum,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,1962650.0,0.02
P47T_hogar,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,66920.0,0.02
P47T_hogar,median,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,53810.0,0.02
P47T_hogar,q10,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,0.0,0.02
P47T_hogar,q25,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,0.0,0.02
P47T_hogar,q75,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,103110.0,0.02
P47T_hogar,q90,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,153910.0,0.02
Pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,1.0,0.02
Pobreza,sum,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,1962650.0,0.02
Total,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,1.0,0.02
Total,sum,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,1962650.0,0.02
gap_indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,-75060.0,0.02
gap_indigencia,median,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,-62200.0,0.02
gap_pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,-268330.0,0.02
gap_pobreza,median,Hi,2003-11-15,2023-10-29 01:37:19.425716,True,-243340.0,0.02
CBA,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,143550.0,0.02
CBA,median,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,131070.0,0.02
CBT,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,339030.0,0.02
CBT,median,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,309120.0,0.02
CB_EQUIV,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,3.335,0.02
CB_EQUIV,median,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,3.04,0.02
Indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,1.0,0.02
Indigencia,sum,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,1809550.0,0.02
P47T_hogar,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,68060.0,0.02
P47T_hogar,median,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,60380.0,0.02
P47T_hogar,q10,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,0.0,0.02
P47T_hogar,q25,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,0.0,0.02
P47T_hogar,q75,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,104950.0,0.02
P47T_hogar,q90,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,155240.0,0.02
Pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,1.0,0.02
Pobreza,sum,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,1809550.0,0.02
Total,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,1.0,0.02
Total,sum,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,1809550.0,0.02
gap_indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,-75490.0,0.02
gap_indigencia,median,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,-63780.0,0.02
gap_pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,-270970.0,0.02
gap_pobreza,median,Hi,2004-02-15,2023-10-29 01:38:40.231200,True,-246440.0,0.02
CBA,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,146240.0,0.02
CBA,median,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,133150.0,0.02
CBT,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,345440.0,0.02
CBT,median,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,313800.0,0.02
CB_EQUIV,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,3.395,0.02
CB_EQUIV,median,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,3.09,0.02
Indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,1.0,0.02
Indigencia,sum,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,1865750.0,0.02
P47T_hogar,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,69530.0,0.02
P47T_hogar,median,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,55060.0,0.02
P47T_hogar,q10,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,0.0,0.02
P47T_hogar,q25,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,0.0,0.02
P47T_hogar,q75,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,102770.0,0.02
P47T_hogar,q90,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,163150.0,0.02
Pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,1.0,0.02
Pobreza,sum,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,1865750.0,0.02
Total,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,1.0,0.02
Total,sum,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,1865750.0,0.02
gap_indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,-76710.0,0.02
gap_indigencia,median,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,-65200.0,0.02
gap_pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,-275910.0,0.02
gap_pobreza,median,Hi,2004-05-15,2023-10-29 01:40:09.527074,True,-252490.0,0.02
CBA,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,141490.0,0.02
CBA,median,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,127810.0,0.02
CBT,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,334010.0,0.02
CBT,median,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,301940.0,0.02
CB_EQUIV,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,3.287,0.02
CB_EQUIV,median,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,2.97,0.02
Indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,1.0,0.02
Indigencia,sum,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,1836450.0,0.02
P47T_hogar,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,68580.0,0.02
P47T_hogar,median,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,57660.0,0.02
P47T_hogar,q10,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,0.0,0.02
P47T_hogar,q25,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,0.0,0.02
P47T_hogar,q75,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,102560.0,0.02
P47T_hogar,q90,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,158860.0,0.02
Pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,1.0,0.02
Pobreza,sum,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,1836450.0,0.02
Total,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,1.0,0.02
Total,sum,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,1836450.0,0.02
gap_indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,-72920.0,0.02
gap_indigencia,median,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,-60970.0,0.02
gap_pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,-265430.0,0.02
gap_pobreza,median,Hi,2004-08-15,2023-10-29 01:41:57.011755,True,-241430.0,0.02
CBA,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,146110.0,0.02
CBA,median,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,131890.0,0.02
CBT,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,344640.0,0.02
CBT,median,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,310670.0,0.02
CB_EQUIV,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,3.402,0.02
CB_EQUIV,median,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,3.0700000000000003,0.02
Indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,1.0,0.02
Indigencia,sum,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,1646250.0,0.02
P47T_hogar,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,72050.0,0.02
P47T_hogar,median,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,57660.0,0.02
P47T_hogar,q10,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,0.0,0.02
P47T_hogar,q25,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,0.0,0.02
P47T_hogar,q75,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,108010.0,0.02
P47T_hogar,q90,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,162920.0,0.02
Pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,1.0,0.02
Pobreza,sum,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,1646250.0,0.02
Total,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,1.0,0.02
Total,sum,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,1646250.0,0.02
gap_indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,-74060.0,0.02
gap_indigencia,median,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,-61900.0,0.02
gap_pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,-272580.0,0.02
gap_pobreza,median,Hi,2004-11-15,2023-10-29 01:43:36.412766,True,-245090.0,0.02
CBA,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,141990.0,0.02
CBA,median,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,128630.0,0.02
CBT,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,334750.0,0.02
CBT,median,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,303630.0,0.02
CB_EQUIV,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,3.307,0.02
CB_EQUIV,median,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,2.99,0.02
Indigencia,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,1.0,0.02
Indigencia,sum,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,1492300.0,0.02
P47T_hogar,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,67370.0,0.02
P47T_hogar,median,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,59000.0,0.02
P47T_hogar,q10,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,0.0,0.02
P47T_hogar,q25,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,0.0,0.02
P47T_hogar,q75,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,107390.0,0.02
P47T_hogar,q90,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,155240.0,0.02
Pobreza,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,1.0,0.02
Pobreza,sum,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,1492300.0,0.02
Total,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,1.0,0.02
Total,sum,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,1492300.0,0.02
gap_indigencia,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,-74630.0,0.02
gap_indigencia,median,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,-63160.0,0.02
gap_pobreza,mean,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,-267380.0,0.02
gap_pobreza,median,Hi,2005-02-15,2023-10-29 01:45:38.713730,True,-242550.0,0.02
CBA,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,146230.0,0.02
CBA,median,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,133350.0,0.02
CBT,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,344790.0,0.02
CBT,median,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,314180.0,0.02
CB_EQUIV,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,3.406,0.02
CB_EQUIV,median,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,3.11,0.02
Indigencia,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,1.0,0.02
Indigencia,sum,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,1561650.0,0.02
P47T_hogar,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,71380.0,0.02
P47T_hogar,median,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,59000.0,0.02
P47T_hogar,q10,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,0.0,0.02
P47T_hogar,q25,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,0.0,0.02
P47T_hogar,q75,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,109900.0,0.02
P47T_hogar,q90,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,163130.0,0.02
Pobreza,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,1.0,0.02
Pobreza,sum,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,1561650.0,0.02
Total,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,1.0,0.02
Total,sum,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,1561650.0,0.02
gap_indigencia,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,-74850.0,0.02
gap_indigencia,median,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,-63460.0,0.02
gap_pobreza,mean,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,-273410.0,0.02
gap_pobreza,median,Hi,2005-05-15,2023-10-29 01:48:25.248250,True,-249250.0,0.02
CBA,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,144240.0,0.02
CBA,median,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,132500.0,0.02
CBT,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,340090.0,0.02
CBT,median,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,312720.0,0.02
CB_EQUIV,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,3.359,0.02
CB_EQUIV,median,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,3.08,0.02
Indigencia,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,1.0,0.02
Indigencia,sum,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,1394500.0,0.02
P47T_hogar,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,70700.0,0.02
P47T_hogar,median,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,60380.0,0.02
P47T_hogar,q10,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,0.0,0.02
P47T_hogar,q25,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,0.0,0.02
P47T_hogar,q75,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,107390.0,0.02
P47T_hogar,q90,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,161290.0,0.02
Pobreza,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,1.0,0.02
Pobreza,sum,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,1394500.0,0.02
Total,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,1.0,0.02
Total,sum,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,1394500.0,0.02
gap_indigencia,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,-73540.0,0.02
gap_indigencia,median,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,-61845.0,0.02
gap_pobreza,mean,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,-269390.0,0.02
gap_pobreza,median,Hi,2005-08-15,2023-10-29 01:51:39.412787,True,-245510.0,0.02
CBA,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,144420.0,0.02
CBA,median,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,131320.0,0.02
CBT,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,339980.0,0.02
CBT,median,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,309120.0,0.02
CB_EQUIV,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,3.373,0.02
CB_EQUIV,median,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,3.06,0.02
Indigencia,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,1.0,0.02
Indigencia,sum,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,1331250.0,0.02
P47T_hogar,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,72050.0,0.02
P47T_hogar,median,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,59000.0,0.02
P47T_hogar,q10,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,0.0,0.02
P47T_hogar,q25,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,0.0,0.02
P47T_hogar,q75,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,109900.0,0.02
P47T_hogar,q90,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,166350.0,0.02
Pobreza,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,1.0,0.02
Pobreza,sum,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,1331250.0,0.02
Total,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,1.0,0.02
Total,sum,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,1331250.0,0.02
gap_indigencia,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,-72370.0,0.02
gap_indigencia,median,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,-60100.0,0.02
gap_pobreza,mean,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,-267930.0,0.02
gap_pobreza,median,Hi,2005-11-15,2023-10-29 01:55:07.520839,True,-243680.0,0.02
CBA,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,143800.0,0.02
CBA,median,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,131570.0,0.02
CBT,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,338340.0,0.02
CBT,median,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,309480.0,0.02
CB_EQUIV,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,3.351,0.02
CB_EQUIV,median,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,3.06,0.02
Indigencia,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,1.0,0.02
Indigencia,sum,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,1229700.0,0.02
P47T_hogar,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,68490.0,0.02
P47T_hogar,median,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,57660.0,0.02
P47T_hogar,q10,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,0.0,0.02
P47T_hogar,q25,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,0.0,0.02
P47T_hogar,q75,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,109900.0,0.02
P47T_hogar,q90,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,158860.0,0.02
Pobreza,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,1.0,0.02
Pobreza,sum,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,1229700.0,0.02
Total,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,1.0,0.02
Total,sum,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,1229700.0,0.02
gap_indigencia,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,-75310.0,0.02
gap_indigencia,median,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,-65610.0,0.02
gap_pobreza,mean,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,-269850.0,0.02
gap_pobreza,median,Hi,2006-02-15,2023-10-29 01:59:00.982264,True,-246425.0,0.02
CBA,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,143370.0,0.02
CBA,median,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,130260.0,0.02
CBT,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,337010.0,0.02
CBT,median,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,305850.0,0.02
CB_EQUIV,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,3.349,0.02
CB_EQUIV,median,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,3.03,0.02
Indigencia,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,1.0,0.02
Indigencia,sum,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,1161650.0,0.02
P47T_hogar,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,67900.0,0.02
P47T_hogar,median,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,47950.0,0.02
P47T_hogar,q10,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,0.0,0.02
P47T_hogar,q25,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,0.0,0.02
P47T_hogar,q75,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,109900.0,0.02
P47T_hogar,q90,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,159590.0,0.02
Pobreza,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,1.0,0.02
Pobreza,sum,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,1161650.0,0.02
Total,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,1.0,0.02
Total,sum,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,1161650.0,0.02
gap_indigencia,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,-75470.0,0.02
gap_indigencia,median,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,-65360.0,0.02
gap_pobreza,mean,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,-269110.0,0.02
gap_pobreza,median,Hi,2006-05-15,2023-10-29 02:02:31.493110,True,-245660.0,0.02
CBA,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,142840.0,0.02
CBA,median,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,130780.0,0.02
CBT,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,336020.0,0.02
CBT,median,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,306250.0,0.02
CB_EQUIV,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,3.333,0.02
CB_EQUIV,median,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,3.05,0.02
Indigencia,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,1.0,0.02
Indigencia,sum,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,1088950.0,0.02
P47T_hogar,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,65930.0,0.02
P47T_hogar,median,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,47950.0,0.02
P47T_hogar,q10,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,0.0,0.02
P47T_hogar,q25,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,0.0,0.02
P47T_hogar,q75,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,112460.0,0.02
P47T_hogar,q90,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,158860.0,0.02
Pobreza,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,1.0,0.02
Pobreza,sum,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,1088950.0,0.02
Total,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,1.0,0.02
Total,sum,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,1088950.0,0.02
gap_indigencia,mean,Hi,2006-08-15,2023-10-29 02:06:13.355327,True,-76900.0,0.02
