observable,sintetico,base,Q,timestamp,PROV,valor,frac
Indigencia,mean,P,2003-11-15,2023-10-29 01:36:26.980742,2,0.0712,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:05:15.592770,82,0.3662,0.02
Indigencia,sum,P,2003-11-15,2023-10-29 01:36:26.980742,2,194900.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:05:15.592770,90,0.4583,0.02
P47T_hogar,mean,P,2003-11-15,2023-10-29 01:36:26.980742,2,1109020.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,2,370800.0,0.02
P47T_hogar,median,P,2003-11-15,2023-10-29 01:36:26.980742,2,531590.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,10,179800.0,0.02
P47T_hogar,q10,P,2003-11-15,2023-10-29 01:36:26.980742,2,135210.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,18,587300.0,0.02
P47T_hogar,q25,P,2003-11-15,2023-10-29 01:36:26.980742,2,289110.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,26,227500.0,0.02
P47T_hogar,q75,P,2003-11-15,2023-10-29 01:36:26.980742,2,851300.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,34,331700.0,0.02
P47T_hogar,q90,P,2003-11-15,2023-10-29 01:36:26.980742,2,1290910.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,42,112150.0,0.02
P47T_persona,mean,P,2003-11-15,2023-10-29 01:36:26.980742,2,216770.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,50,925900.0,0.02
P47T_persona,median,P,2003-11-15,2023-10-29 01:36:26.980742,2,148260.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,58,267500.0,0.02
P47T_persona,q10,P,2003-11-15,2023-10-29 01:36:26.980742,2,0.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,66,759000.0,0.02
P47T_persona,q25,P,2003-11-15,2023-10-29 01:36:26.980742,2,0.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,74,244950.0,0.02
P47T_persona,q75,P,2003-11-15,2023-10-29 01:36:26.980742,2,309790.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,82,1307950.0,0.02
P47T_persona,q90,P,2003-11-15,2023-10-29 01:36:26.980742,2,538370.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:15.592770,90,775000.0,0.02
Pobreza,mean,P,2003-11-15,2023-10-29 01:36:26.980742,2,0.2017,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,2,0.0278,0.02
Pobreza,sum,P,2003-11-15,2023-10-29 01:36:26.980742,2,552350.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,10,0.1275,0.02
Total,mean,P,2003-11-15,2023-10-29 01:36:26.980742,2,1.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,18,0.1618,0.02
Total,sum,P,2003-11-15,2023-10-29 01:36:26.980742,2,2739000.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,26,0.068,0.02
gap_indigencia,mean,P,2003-11-15,2023-10-29 01:36:26.980742,2,928020.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,34,0.1875,0.02
gap_indigencia,median,P,2003-11-15,2023-10-29 01:36:26.980742,2,407405.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,42,0.0761,0.02
gap_pobreza,mean,P,2003-11-15,2023-10-29 01:36:26.980742,2,675800.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,50,0.0919,0.02
gap_pobreza,median,P,2003-11-15,2023-10-29 01:36:26.980742,2,247670.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,58,0.0731,0.02
CBA,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,173240.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,66,0.1704,0.02
CBA,median,P,2004-02-15,2023-10-29 01:37:34.406268,2,114600.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,74,0.0964,0.02
CBT,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,414640.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,82,0.0962,0.02
CBT,median,P,2004-02-15,2023-10-29 01:37:34.406268,2,274290.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:15.592770,90,0.1262,0.02
CB_EQUIV,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,3.81,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,2,83350.0,0.02
CB_EQUIV,median,P,2004-02-15,2023-10-29 01:37:34.406268,2,2.52,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,10,52000.0,0.02
Indigencia,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,0.0549,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,18,183200.0,0.02
Indigencia,sum,P,2004-02-15,2023-10-29 01:37:34.406268,2,151350.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,26,44300.0,0.02
P47T_hogar,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,1319700.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,34,111150.0,0.02
P47T_hogar,median,P,2004-02-15,2023-10-29 01:37:34.406268,2,550910.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,42,27550.0,0.02
P47T_hogar,q10,P,2004-02-15,2023-10-29 01:37:34.406268,2,170230.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,50,186550.0,0.02
P47T_hogar,q25,P,2004-02-15,2023-10-29 01:37:34.406268,2,302730.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,58,51850.0,0.02
P47T_hogar,q75,P,2004-02-15,2023-10-29 01:37:34.406268,2,906600.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,66,248900.0,0.02
P47T_hogar,q90,P,2004-02-15,2023-10-29 01:37:34.406268,2,1537730.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,74,49550.0,0.02
P47T_persona,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,236640.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,82,343700.0,0.02
P47T_persona,median,P,2004-02-15,2023-10-29 01:37:34.406268,2,178250.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:15.592770,90,213400.0,0.02
P47T_persona,q10,P,2004-02-15,2023-10-29 01:37:34.406268,2,0.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,2,232800.0,0.02
P47T_persona,q25,P,2004-02-15,2023-10-29 01:37:34.406268,2,0.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,10,98820.0,0.02
P47T_persona,q75,P,2004-02-15,2023-10-29 01:37:34.406268,2,324390.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,18,93600.0,0.02
P47T_persona,q90,P,2004-02-15,2023-10-29 01:37:34.406268,2,550910.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,26,173340.0,0.02
Pobreza,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,0.1721,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,34,86460.0,0.02
Pobreza,sum,P,2004-02-15,2023-10-29 01:37:34.406268,2,474700.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,42,147100.0,0.02
Total,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,1.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,50,115420.0,0.02
Total,sum,P,2004-02-15,2023-10-29 01:37:34.406268,2,2758200.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,58,157530.0,0.02
gap_indigencia,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,1146460.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,66,91950.0,0.02
gap_indigencia,median,P,2004-02-15,2023-10-29 01:37:34.406268,2,434990.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,74,111250.0,0.02
gap_pobreza,mean,P,2004-02-15,2023-10-29 01:37:34.406268,2,905060.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,82,139030.0,0.02
gap_pobreza,median,P,2004-02-15,2023-10-29 01:37:34.406268,2,277930.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:15.592770,90,99170.0,0.02
CBA,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,173240.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,2,0.0,0.02
CBA,median,P,2004-05-15,2023-10-29 01:38:57.451333,2,114600.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,10,0.0,0.02
CBT,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,414640.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,18,0.0,0.02
CBT,median,P,2004-05-15,2023-10-29 01:38:57.451333,2,274290.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,26,0.0,0.02
CB_EQUIV,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,3.81,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,34,0.0,0.02
CB_EQUIV,median,P,2004-05-15,2023-10-29 01:38:57.451333,2,2.52,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,42,0.0,0.02
Indigencia,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,0.0579,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,50,0.0,0.02
Indigencia,sum,P,2004-05-15,2023-10-29 01:38:57.451333,2,159700.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,58,0.0,0.02
P47T_hogar,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,972340.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,66,0.0,0.02
P47T_hogar,median,P,2004-05-15,2023-10-29 01:38:57.451333,2,498220.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,74,0.0,0.02
P47T_hogar,q10,P,2004-05-15,2023-10-29 01:38:57.451333,2,155170.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,82,0.0,0.02
P47T_hogar,q25,P,2004-05-15,2023-10-29 01:38:57.451333,2,276090.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:15.592770,90,0.0,0.02
P47T_hogar,q75,P,2004-05-15,2023-10-29 01:38:57.451333,2,808180.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,2,0.0,0.02
P47T_hogar,q90,P,2004-05-15,2023-10-29 01:38:57.451333,2,1268210.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,10,0.0,0.02
P47T_persona,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,206820.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,18,0.0,0.02
P47T_persona,median,P,2004-05-15,2023-10-29 01:38:57.451333,2,158860.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,26,0.0,0.02
P47T_persona,q10,P,2004-05-15,2023-10-29 01:38:57.451333,2,0.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,34,0.0,0.02
P47T_persona,q25,P,2004-05-15,2023-10-29 01:38:57.451333,2,0.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,42,0.0,0.02
P47T_persona,q75,P,2004-05-15,2023-10-29 01:38:57.451333,2,295840.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,50,0.0,0.02
P47T_persona,q90,P,2004-05-15,2023-10-29 01:38:57.451333,2,479820.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,58,0.0,0.02
Pobreza,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,0.1968,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,66,0.0,0.02
Pobreza,sum,P,2004-05-15,2023-10-29 01:38:57.451333,2,542850.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,74,0.0,0.02
Total,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,1.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,82,0.0,0.02
Total,sum,P,2004-05-15,2023-10-29 01:38:57.451333,2,2758200.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:15.592770,90,0.0,0.02
gap_indigencia,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,799090.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,2,195450.0,0.02
gap_indigencia,median,P,2004-05-15,2023-10-29 01:38:57.451333,2,381800.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,10,67750.0,0.02
gap_pobreza,mean,P,2004-05-15,2023-10-29 01:38:57.451333,2,557690.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,18,59000.0,0.02
gap_pobreza,median,P,2004-05-15,2023-10-29 01:38:57.451333,2,226220.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,26,104950.0,0.02
CBA,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,173240.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,34,55060.0,0.02
CBA,median,P,2004-08-15,2023-10-29 01:40:33.136259,2,114600.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,42,117760.0,0.02
CBT,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,414640.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,50,85300.0,0.02
CBT,median,P,2004-08-15,2023-10-29 01:40:33.136259,2,274290.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,58,97940.0,0.02
CB_EQUIV,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,3.81,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,66,49070.0,0.02
CB_EQUIV,median,P,2004-08-15,2023-10-29 01:40:33.136259,2,2.52,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,74,77790.0,0.02
Indigencia,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,0.0586,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,82,109900.0,0.02
Indigencia,sum,P,2004-08-15,2023-10-29 01:40:33.136259,2,161600.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:15.592770,90,61780.0,0.02
P47T_hogar,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,1167120.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,2,347590.0,0.02
P47T_hogar,median,P,2004-08-15,2023-10-29 01:40:33.136259,2,598960.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,10,162560.0,0.02
P47T_hogar,q10,P,2004-08-15,2023-10-29 01:40:33.136259,2,169470.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,18,148260.0,0.02
P47T_hogar,q25,P,2004-08-15,2023-10-29 01:40:33.136259,2,321860.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,26,289110.0,0.02
P47T_hogar,q75,P,2004-08-15,2023-10-29 01:40:33.136259,2,936650.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,34,135210.0,0.02
P47T_hogar,q90,P,2004-08-15,2023-10-29 01:40:33.136259,2,1319350.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,42,257660.0,0.02
P47T_persona,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,240750.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,50,186650.0,0.02
P47T_persona,median,P,2004-08-15,2023-10-29 01:40:33.136259,2,170230.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,58,289110.0,0.02
P47T_persona,q10,P,2004-08-15,2023-10-29 01:40:33.136259,2,0.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,66,144880.0,0.02
P47T_persona,q25,P,2004-08-15,2023-10-29 01:40:33.136259,2,0.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,74,186650.0,0.02
P47T_persona,q75,P,2004-08-15,2023-10-29 01:40:33.136259,2,381130.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,82,224410.0,0.02
P47T_persona,q90,P,2004-08-15,2023-10-29 01:40:33.136259,2,647270.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:15.592770,90,155240.0,0.02
Pobreza,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,0.1761,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,2,491000.0,0.02
Pobreza,sum,P,2004-08-15,2023-10-29 01:40:33.136259,2,485700.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,10,240460.0,0.02
Total,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,1.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,18,251800.0,0.02
Total,sum,P,2004-08-15,2023-10-29 01:40:33.136259,2,2758200.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,26,427640.0,0.02
gap_indigencia,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,993880.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,34,234990.0,0.02
gap_indigencia,median,P,2004-08-15,2023-10-29 01:40:33.136259,2,469760.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,42,347590.0,0.02
gap_pobreza,mean,P,2004-08-15,2023-10-29 01:40:33.136259,2,752480.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,50,269810.0,0.02
gap_pobreza,median,P,2004-08-15,2023-10-29 01:40:33.136259,2,312560.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,58,399090.0,0.02
CBA,mean,P,2004-11-15,2023-10-29 01:42:15.478530,2,173240.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,66,240460.0,0.02
CBA,median,P,2004-11-15,2023-10-29 01:42:15.478530,2,114600.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,74,263670.0,0.02
CBT,mean,P,2004-11-15,2023-10-29 01:42:15.478530,2,414640.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,82,339680.0,0.02
CBT,median,P,2004-11-15,2023-10-29 01:42:15.478530,2,274290.0,0.02
P47T_persona,q90,P,2023-02-15,2023-10-29 13:05:15.592770,90,251800.0,0.02
CB_EQUIV,mean,P,2004-11-15,2023-10-29 01:42:15.478530,2,3.81,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,2,1201110.0,0.02
CB_EQUIV,median,P,2004-11-15,2023-10-29 01:42:15.478530,2,2.52,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,10,424930.0,0.02
Indigencia,mean,P,2004-11-15,2023-10-29 01:42:15.478530,2,0.0483,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,18,474210.0,0.02
Indigencia,sum,P,2004-11-15,2023-10-29 01:42:15.478530,2,133250.0,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,26,808310.0,0.02
P47T_hogar,mean,P,2004-11-15,2023-10-29 01:42:15.478530,2,1274840.0,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,34,393680.0,0.02
P47T_hogar,median,P,2004-11-15,2023-10-29 01:42:15.478530,2,543040.0,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,42,500510.0,0.02
P47T_hogar,q10,P,2004-11-15,2023-10-29 01:42:15.478530,2,167970.0,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,50,636120.0,0.02
P47T_hogar,q25,P,2004-11-15,2023-10-29 01:42:15.478530,2,302730.0,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,58,641190.0,0.02
P47T_hogar,q75,P,2004-11-15,2023-10-29 01:42:15.478530,2,901520.0,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,66,462290.0,0.02
P47T_hogar,q90,P,2004-11-15,2023-10-29 01:42:15.478530,2,1405760.0,0.02
P47T_hogar,mean,P,2023-02-15,2023-10-29 13:05:15.592770,74,445500.0,0.02
P47T_persona,mean,P,2004-11-15,2023-10-29 01:42:15.478530,2,236310.0,0.02
