observable,sintetico,base,Q,timestamp,Total,valor,frac
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:28.119933,True,209790.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:28.119933,True,320350.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:28.119933,True,31740.0,0.02
CBA,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,245660.0,0.02
CBA,median,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,141970.0,0.02
CBT,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,580510.0,0.02
CBT,median,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,339590.0,0.02
CB_EQUIV,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,5.651,0.02
CB_EQUIV,median,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,3.22,0.02
Indigencia,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,0.1841,0.02
Indigencia,sum,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,4263500.0,0.02
P47T_hogar,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,1091370.0,0.02
P47T_hogar,median,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,342120.0,0.02
P47T_hogar,q10,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,76020.0,0.02
P47T_hogar,q25,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,186650.0,0.02
P47T_hogar,q75,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,582580.0,0.02
P47T_hogar,q90,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,893700.0,0.02
P47T_persona,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,124520.0,0.02
P47T_persona,median,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,53810.0,0.02
P47T_persona,q10,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,0.0,0.02
P47T_persona,q25,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,0.0,0.02
P47T_persona,q75,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,209430.0,0.02
P47T_persona,q90,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,331940.0,0.02
Pobreza,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,0.4671,0.02
Pobreza,sum,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,10816450.0,0.02
Total,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,1.0,0.02
Total,sum,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,23159000.0,0.02
gap_indigencia,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,845710.0,0.02
gap_indigencia,median,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,197950.0,0.02
gap_pobreza,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,510860.0,0.02
gap_pobreza,median,PAGLO,2003-11-15,2023-10-29 01:36:41.155407,True,23060.0,0.02
CBA,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,174210.0,0.02
CBA,median,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,142340.0,0.02
CBT,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,414930.0,0.02
CBT,median,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,339680.0,0.02
CB_EQUIV,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,3.959,0.02
CB_EQUIV,median,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,3.22,0.02
Indigencia,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,0.1652,0.02
Indigencia,sum,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,3873100.0,0.02
P47T_hogar,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,634410.0,0.02
P47T_hogar,median,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,366570.0,0.02
P47T_hogar,q10,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,85300.0,0.02
P47T_hogar,q25,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,206980.0,0.02
P47T_hogar,q75,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,610110.0,0.02
P47T_hogar,q90,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,959300.0,0.02
P47T_persona,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,134170.0,0.02
P47T_persona,median,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,56350.0,0.02
P47T_persona,q10,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,0.0,0.02
P47T_persona,q25,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,0.0,0.02
P47T_persona,q75,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,219300.0,0.02
P47T_persona,q90,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,355690.0,0.02
Pobreza,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,0.4366,0.02
Pobreza,sum,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,10232650.0,0.02
Total,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,1.0,0.02
Total,sum,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,23439250.0,0.02
gap_indigencia,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,460200.0,0.02
gap_indigencia,median,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,220430.0,0.02
gap_pobreza,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,219490.0,0.02
gap_pobreza,median,PAGLO,2004-02-15,2023-10-29 01:37:51.281468,True,44770.0,0.02
CBA,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,174210.0,0.02
CBA,median,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,142340.0,0.02
CBT,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,414930.0,0.02
CBT,median,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,339680.0,0.02
CB_EQUIV,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,3.959,0.02
CB_EQUIV,median,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,3.22,0.02
Indigencia,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,0.1786,0.02
Indigencia,sum,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,4186000.0,0.02
P47T_hogar,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,540070.0,0.02
P47T_hogar,median,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,333910.0,0.02
P47T_hogar,q10,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,83790.0,0.02
P47T_hogar,q25,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,191000.0,0.02
P47T_hogar,q75,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,558720.0,0.02
P47T_hogar,q90,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,860250.0,0.02
P47T_persona,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,121440.0,0.02
P47T_persona,median,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,51380.0,0.02
P47T_persona,q10,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,0.0,0.02
P47T_persona,q25,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,0.0,0.02
P47T_persona,q75,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,200000.0,0.02
P47T_persona,q90,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,309790.0,0.02
Pobreza,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,0.4717,0.02
Pobreza,sum,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,11055900.0,0.02
Total,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,1.0,0.02
Total,sum,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,23439250.0,0.02
gap_indigencia,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,365860.0,0.02
gap_indigencia,median,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,191510.0,0.02
gap_pobreza,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,125140.0,0.02
gap_pobreza,median,PAGLO,2004-05-15,2023-10-29 01:39:15.009760,True,18420.0,0.02
CBA,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,174210.0,0.02
CBA,median,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,142340.0,0.02
CBT,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,414930.0,0.02
CBT,median,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,339680.0,0.02
CB_EQUIV,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,3.959,0.02
CB_EQUIV,median,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,3.22,0.02
Indigencia,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,0.1696,0.02
Indigencia,sum,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,3974450.0,0.02
P47T_hogar,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,609140.0,0.02
P47T_hogar,median,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,370200.0,0.02
P47T_hogar,q10,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,85300.0,0.02
P47T_hogar,q25,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,206420.0,0.02
P47T_hogar,q75,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,634010.0,0.02
P47T_hogar,q90,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,966470.0,0.02
P47T_persona,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,136950.0,0.02
P47T_persona,median,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,53810.0,0.02
P47T_persona,q10,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,0.0,0.02
P47T_persona,q25,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,0.0,0.02
P47T_persona,q75,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,229640.0,0.02
P47T_persona,q90,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,381130.0,0.02
Pobreza,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,0.4413,0.02
Pobreza,sum,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,10344050.0,0.02
Total,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,1.0,0.02
Total,sum,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,23439250.0,0.02
gap_indigencia,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,434930.0,0.02
gap_indigencia,median,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,225540.0,0.02
gap_pobreza,mean,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,194210.0,0.02
gap_pobreza,median,PAGLO,2004-08-15,2023-10-29 01:40:57.392877,True,44890.0,0.02
CBA,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,174210.0,0.02
CBA,median,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,142340.0,0.02
CBT,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,414930.0,0.02
CBT,median,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,339680.0,0.02
CB_EQUIV,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,3.959,0.02
CB_EQUIV,median,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,3.22,0.02
Indigencia,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,0.1563,0.02
Indigencia,sum,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,3663800.0,0.02
P47T_hogar,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,635880.0,0.02
P47T_hogar,median,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,372370.0,0.02
P47T_hogar,q10,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,100220.0,0.02
P47T_hogar,q25,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,207740.0,0.02
P47T_hogar,q75,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,611790.0,0.02
P47T_hogar,q90,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,954660.0,0.02
P47T_persona,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,135170.0,0.02
P47T_persona,median,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,59000.0,0.02
P47T_persona,q10,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,0.0,0.02
P47T_persona,q25,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,0.0,0.02
P47T_persona,q75,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,214310.0,0.02
P47T_persona,q90,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,339680.0,0.02
Pobreza,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,0.4335,0.02
Pobreza,sum,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,10160800.0,0.02
Total,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,1.0,0.02
Total,sum,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,23439250.0,0.02
gap_indigencia,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,461670.0,0.02
gap_indigencia,median,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,223430.0,0.02
gap_pobreza,mean,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,220950.0,0.02
gap_pobreza,median,PAGLO,2004-11-15,2023-10-29 01:42:39.171611,True,45510.0,0.02
CBA,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,160940.0,0.02
CBA,median,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,141970.0,0.02
CBT,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,384990.0,0.02
CBT,median,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,339590.0,0.02
CB_EQUIV,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,3.634,0.02
CB_EQUIV,median,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,3.21,0.02
Indigencia,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,0.1343,0.02
Indigencia,sum,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,3188450.0,0.02
P47T_hogar,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,602590.0,0.02
P47T_hogar,median,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,414360.0,0.02
P47T_hogar,q10,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,109900.0,0.02
P47T_hogar,q25,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,234990.0,0.02
P47T_hogar,q75,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,665160.0,0.02
P47T_hogar,q90,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,1004870.0,0.02
P47T_persona,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,144420.0,0.02
P47T_persona,median,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,72600.0,0.02
P47T_persona,q10,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,0.0,0.02
P47T_persona,q25,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,0.0,0.02
P47T_persona,q75,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,246070.0,0.02
P47T_persona,q90,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,372450.0,0.02
Pobreza,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,0.3928,0.02
Pobreza,sum,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,9327850.0,0.02
Total,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,1.0,0.02
Total,sum,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,23745100.0,0.02
gap_indigencia,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,441650.0,0.02
gap_indigencia,median,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,266080.0,0.02
gap_pobreza,mean,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,217600.0,0.02
gap_pobreza,median,PAGLO,2005-02-15,2023-10-29 01:44:21.048240,True,82830.0,0.02
CBA,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,160940.0,0.02
CBA,median,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,141970.0,0.02
CBT,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,384990.0,0.02
CBT,median,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,339590.0,0.02
CB_EQUIV,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,3.634,0.02
CB_EQUIV,median,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,3.21,0.02
Indigencia,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,0.1427,0.02
Indigencia,sum,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,3388500.0,0.02
P47T_hogar,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,559280.0,0.02
P47T_hogar,median,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,376570.0,0.02
P47T_hogar,q10,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,104950.0,0.02
P47T_hogar,q25,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,219300.0,0.02
P47T_hogar,q75,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,614470.0,0.02
P47T_hogar,q90,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,930350.0,0.02
P47T_persona,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,133210.0,0.02
P47T_persona,median,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,66210.0,0.02
P47T_persona,q10,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,0.0,0.02
P47T_persona,q25,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,0.0,0.02
P47T_persona,q75,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,224410.0,0.02
P47T_persona,q90,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,331940.0,0.02
Pobreza,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,0.4234,0.02
Pobreza,sum,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,10053850.0,0.02
Total,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,1.0,0.02
Total,sum,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,23745100.0,0.02
gap_indigencia,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,398340.0,0.02
gap_indigencia,median,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,232840.0,0.02
gap_pobreza,mean,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,174300.0,0.02
gap_pobreza,median,PAGLO,2005-05-15,2023-10-29 01:46:45.444399,True,56110.0,0.02
CBA,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,160940.0,0.02
CBA,median,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,141970.0,0.02
CBT,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,384990.0,0.02
CBT,median,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,339590.0,0.02
CB_EQUIV,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,3.634,0.02
CB_EQUIV,median,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,3.21,0.02
Indigencia,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,0.1259,0.02
Indigencia,sum,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,2989100.0,0.02
P47T_hogar,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,722360.0,0.02
P47T_hogar,median,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,430460.0,0.02
P47T_hogar,q10,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,117760.0,0.02
P47T_hogar,q25,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,246070.0,0.02
P47T_hogar,q75,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,707010.0,0.02
P47T_hogar,q90,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,1082790.0,0.02
P47T_persona,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,161360.0,0.02
P47T_persona,median,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,66210.0,0.02
P47T_persona,q10,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,0.0,0.02
P47T_persona,q25,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,0.0,0.02
P47T_persona,q75,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,257660.0,0.02
P47T_persona,q90,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,372450.0,0.02
Pobreza,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,0.3682,0.02
Pobreza,sum,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,8742050.0,0.02
Total,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,1.0,0.02
Total,sum,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,23745100.0,0.02
gap_indigencia,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,561430.0,0.02
gap_indigencia,median,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,283625.0,0.02
gap_pobreza,mean,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,337380.0,0.02
gap_pobreza,median,PAGLO,2005-08-15,2023-10-29 01:49:39.828187,True,109160.0,0.02
CBA,mean,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,160940.0,0.02
CBA,median,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,141970.0,0.02
CBT,mean,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,384990.0,0.02
CBT,median,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,339590.0,0.02
CB_EQUIV,mean,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,3.634,0.02
CB_EQUIV,median,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,3.21,0.02
Indigencia,mean,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,0.1184,0.02
Indigencia,sum,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,2810500.0,0.02
P47T_hogar,mean,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,583190.0,0.02
P47T_hogar,median,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,411180.0,0.02
P47T_hogar,q10,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,120500.0,0.02
P47T_hogar,q25,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,246070.0,0.02
P47T_hogar,q75,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,665550.0,0.02
P47T_hogar,q90,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,978620.0,0.02
P47T_persona,mean,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,142870.0,0.02
P47T_persona,median,PAGLO,2005-11-15,2023-10-29 01:53:04.614424,True,79600.0,0.02
