observable,sintetico,base,Q,timestamp,Region,valor,frac
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,3.362,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,gran_buenos_aires,511050.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,3.28,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,gran_buenos_aires,-75710.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,3.39,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,gran_buenos_aires,-64780.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,3.05,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,gran_buenos_aires,-269700.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,163620.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,gran_buenos_aires,-246880.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,167760.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,140990.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,167910.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,129040.0,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,147850.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,315890.0,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,153180.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,289120.0,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,152330.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,3.464,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,-57190.0,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,3.17,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,-62150.0,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,1.0,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,-67930.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,329100.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,-44950.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,60690.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,-50050.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,53810.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,-54930.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,0.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,386030.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,0.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,347710.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,85300.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,371550.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,139110.0,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,348820.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,1.0,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,317480.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,329100.0,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,337070.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,1.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,-279600.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,329100.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,-242090.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,-80300.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,-271570.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,-66635.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,cuyo,-260310.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,-255200.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,noreste,-221020.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noreste,-230740.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:17:26.072356,pampeana,-246500.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,147020.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,133550.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,326550.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,296630.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,3.721,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,3.38,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,1.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,320400.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,67760.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,59000.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,0.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,0.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,97380.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,151820.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,1.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,320400.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,1.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,320400.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,-79260.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,-65740.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,-258790.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,noroeste,-232465.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,139770.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,126190.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,334420.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,301940.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,3.101,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,2.8,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,1.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,675850.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,65810.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,57660.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,0.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,0.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,95710.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,149380.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,1.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,675850.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,1.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,675850.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,-73960.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,-61570.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,-268610.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,pampeana,-243180.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,126080.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,113230.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,342530.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,307620.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,2.683,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,2.41,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,1.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,75150.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,46850.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,12880.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,0.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,0.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,70940.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,141580.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,1.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,75150.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,1.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,75150.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,-79230.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,-70010.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,-295680.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:12.567587,patagonia,-274430.0,0.02
CBA,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,138820.0,0.02
CBA,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,125650.0,0.02
CBT,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,353710.0,0.02
CBT,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,320150.0,0.02
CB_EQUIV,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,3.425,0.02
CB_EQUIV,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,3.1,0.02
Indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,1.0,0.02
Indigencia,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,153600.0,0.02
P47T_hogar,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,67300.0,0.02
P47T_hogar,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,56350.0,0.02
P47T_hogar,q10,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,0.0,0.02
P47T_hogar,q25,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,0.0,0.02
P47T_hogar,q75,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,100220.0,0.02
P47T_hogar,q90,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,154030.0,0.02
Pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,1.0,0.02
Pobreza,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,153600.0,0.02
Total,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,1.0,0.02
Total,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,153600.0,0.02
gap_indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,-71520.0,0.02
gap_indigencia,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,-61610.0,0.02
gap_pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,-286410.0,0.02
gap_pobreza,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,cuyo,-260995.0,0.02
CBA,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,141180.0,0.02
CBA,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,128700.0,0.02
CBT,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,337910.0,0.02
CBT,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,308030.0,0.02
CB_EQUIV,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,3.105,0.02
CB_EQUIV,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,2.83,0.02
Indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,1.0,0.02
Indigencia,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,476250.0,0.02
P47T_hogar,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,67290.0,0.02
P47T_hogar,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,53810.0,0.02
P47T_hogar,q10,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,0.0,0.02
P47T_hogar,q25,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,0.0,0.02
P47T_hogar,q75,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,107390.0,0.02
P47T_hogar,q90,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,154030.0,0.02
Pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,1.0,0.02
Pobreza,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,476250.0,0.02
Total,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,1.0,0.02
Total,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,476250.0,0.02
gap_indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,-73890.0,0.02
gap_indigencia,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,-61250.0,0.02
gap_pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,-270620.0,0.02
gap_pobreza,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,gran_buenos_aires,-245990.0,0.02
CBA,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,144050.0,0.02
CBA,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,133110.0,0.02
CBT,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,322740.0,0.02
CBT,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,298240.0,0.02
CB_EQUIV,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,3.539,0.02
CB_EQUIV,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,3.27,0.02
Indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,1.0,0.02
Indigencia,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,315650.0,0.02
P47T_hogar,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,63630.0,0.02
P47T_hogar,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,53810.0,0.02
P47T_hogar,q10,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,0.0,0.02
P47T_hogar,q25,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,0.0,0.02
P47T_hogar,q75,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,99340.0,0.02
P47T_hogar,q90,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,143150.0,0.02
Pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,1.0,0.02
Pobreza,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,315650.0,0.02
Total,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,1.0,0.02
Total,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,315650.0,0.02
gap_indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,-80420.0,0.02
gap_indigencia,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,-66680.0,0.02
gap_pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,-259110.0,0.02
gap_pobreza,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noreste,-235120.0,0.02
CBA,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,147850.0,0.02
CBA,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,134730.0,0.02
CBT,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,328390.0,0.02
CBT,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,299260.0,0.02
CB_EQUIV,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,3.742,0.02
CB_EQUIV,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,3.41,0.02
Indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,1.0,0.02
Indigencia,sum,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,327650.0,0.02
P47T_hogar,mean,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,68830.0,0.02
P47T_hogar,median,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,55060.0,0.02
P47T_hogar,q10,Hi,2003-11-15,2023-10-29 01:37:19.978254,noroeste,0.0,0.02
