observable,sintetico,base,Q,timestamp,AGLOSI,Region,valor,frac
Pobreza,sum,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,579900.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,362250.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,0.219,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,253605.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,0.3377,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,3.328,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,0.23,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,2.33,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,0.1992,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,0.4857,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,0.262,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,1700.0,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,0.2451,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,158390.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,45800.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,107390.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,121950.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,0.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,162250.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,49780.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,37450.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,175070.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,36600.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,285860.0,0.02
Indigencia,sum,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,142150.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,1.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,228580.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,3500.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,196570.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,1.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,232640.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,3500.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,245760.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,7040.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,208670.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,10190.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,231370.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,-203860.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,71180.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,gran_buenos_aires,-83810.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,55060.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,134070.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,67750.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,124970.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,76020.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,300380.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,59000.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,279990.0,0.02
P47T_hogar,q10,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,55060.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,3.294,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,135640.0,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,3.0700000000000003,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,102620.0,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,0.6,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,129120.0,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,252150.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,150260.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,110880.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,117760.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,81460.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,125210.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,0.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,214970.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,35540.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,179400.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,174080.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,219300.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,241400.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,230300.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,1.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,195570.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,420250.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,219790.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,1.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,302840.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,420250.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,269810.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,-23190.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,312730.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,-22910.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,327050.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,-189510.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,276700.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noreste,-157780.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,320280.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,142680.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,401650.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,130780.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,359150.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,316920.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,405920.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,290490.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,429970.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,3.611,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,372310.0,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,3.31,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,418910.0,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,0.5866,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,3.558,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,211550.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,3.636,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,122440.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,3.383,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,89320.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,3.622,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,0.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,3.542,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,43730.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,3.358,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,182400.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,3.35,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,274690.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,3.39,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,1.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,3.2,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,360650.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,3.45,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,1.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,3.31,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,360650.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,3.2,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,-20240.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,160400.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,-19610.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,164300.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,-194480.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,168970.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,noroeste,-161460.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,163270.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,134650.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,160050.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,125740.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,167720.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,322170.0,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,151000.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,300860.0,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,153180.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,2.988,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,159820.0,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,2.79,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,155510.0,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,0.3832,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,149560.0,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,375300.0,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,159820.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,162220.0,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,68190.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,138360.0,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,32270.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,0.0,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,63670.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,64700.0,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,82500.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,234990.0,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,48620.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,330250.0,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,63650.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,1.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,66260.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,979350.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,32120.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,1.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,62380.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,979350.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,79485.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,27570.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,47370.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,28970.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,62830.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,-159940.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,378430.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,pampeana,-124110.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,340530.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,136800.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,373890.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,130610.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,385200.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,371660.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,331710.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,354850.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,371120.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,2.912,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,356260.0,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,2.78,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,317480.0,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,0.3954,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,353650.0,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,52900.0,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,366900.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,182470.0,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,309980.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,162240.0,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,353650.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,0.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,-149840.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,42730.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,-143960.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,282530.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,-141250.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,417900.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,-139430.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,1.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,-123040.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,133800.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,-139750.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,1.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,cuyo,-120420.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,133800.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,noreste,-116720.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,45670.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,False,pampeana,-108885.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,40750.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,cuyo,-111470.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,-189190.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,noreste,-96610.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:11.191848,False,patagonia,-147235.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:17:06.796277,True,pampeana,-108450.0,0.02
CBA,mean,Hp,2003-11-15,2023-10-29 01:37:18.564980,False,cuyo,134090.0,0.02
CBA,median,Hp,2003-11-15,2023-10-29 01:37:18.564980,False,cuyo,126460.0,0.02
