observable,sintetico,base,Q,timestamp,Total,valor,frac
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:42.744817,True,0.4043,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:42.744817,True,8810050.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:42.744817,True,1.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:42.744817,True,21793050.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:42.744817,True,659840.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:42.744817,True,216490.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:42.744817,True,356160.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:42.744817,True,60610.0,0.02
CBA,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,223280.0,0.02
CBA,median,M24,2003-11-15,2023-10-29 01:36:48.848497,True,124390.0,0.02
CBT,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,526960.0,0.02
CBT,median,M24,2003-11-15,2023-10-29 01:36:48.848497,True,297430.0,0.02
CB_EQUIV,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,5.17,0.02
CB_EQUIV,median,M24,2003-11-15,2023-10-29 01:36:48.848497,True,2.78,0.02
Indigencia,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,0.1532,0.02
Indigencia,sum,M24,2003-11-15,2023-10-29 01:36:48.848497,True,3338400.0,0.02
P47T_hogar,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,1087260.0,0.02
P47T_hogar,median,M24,2003-11-15,2023-10-29 01:36:48.848497,True,331800.0,0.02
P47T_hogar,q10,M24,2003-11-15,2023-10-29 01:36:48.848497,True,77790.0,0.02
P47T_hogar,q25,M24,2003-11-15,2023-10-29 01:36:48.848497,True,179990.0,0.02
P47T_hogar,q75,M24,2003-11-15,2023-10-29 01:36:48.848497,True,560100.0,0.02
P47T_hogar,q90,M24,2003-11-15,2023-10-29 01:36:48.848497,True,868560.0,0.02
P47T_persona,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,174290.0,0.02
P47T_persona,median,M24,2003-11-15,2023-10-29 01:36:48.848497,True,132130.0,0.02
P47T_persona,q10,M24,2003-11-15,2023-10-29 01:36:48.848497,True,0.0,0.02
P47T_persona,q25,M24,2003-11-15,2023-10-29 01:36:48.848497,True,52580.0,0.02
P47T_persona,q75,M24,2003-11-15,2023-10-29 01:36:48.848497,True,246070.0,0.02
P47T_persona,q90,M24,2003-11-15,2023-10-29 01:36:48.848497,True,372450.0,0.02
Pobreza,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,0.4166,0.02
Pobreza,sum,M24,2003-11-15,2023-10-29 01:36:48.848497,True,9079100.0,0.02
Total,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,1.0,0.02
Total,sum,M24,2003-11-15,2023-10-29 01:36:48.848497,True,21793050.0,0.02
gap_indigencia,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,863980.0,0.02
gap_indigencia,median,M24,2003-11-15,2023-10-29 01:36:48.848497,True,202270.0,0.02
gap_pobreza,mean,M24,2003-11-15,2023-10-29 01:36:48.848497,True,560300.0,0.02
gap_pobreza,median,M24,2003-11-15,2023-10-29 01:36:48.848497,True,50020.0,0.02
CBA,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,159720.0,0.02
CBA,median,M24,2004-02-15,2023-10-29 01:38:00.478379,True,124460.0,0.02
CBT,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,380810.0,0.02
CBT,median,M24,2004-02-15,2023-10-29 01:38:00.478379,True,297410.0,0.02
CB_EQUIV,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,3.654,0.02
CB_EQUIV,median,M24,2004-02-15,2023-10-29 01:38:00.478379,True,2.78,0.02
Indigencia,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,0.1387,0.02
Indigencia,sum,M24,2004-02-15,2023-10-29 01:38:00.478379,True,3063950.0,0.02
P47T_hogar,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,643850.0,0.02
P47T_hogar,median,M24,2004-02-15,2023-10-29 01:38:00.478379,True,355690.0,0.02
P47T_hogar,q10,M24,2004-02-15,2023-10-29 01:38:00.478379,True,85300.0,0.02
P47T_hogar,q25,M24,2004-02-15,2023-10-29 01:38:00.478379,True,195450.0,0.02
P47T_hogar,q75,M24,2004-02-15,2023-10-29 01:38:00.478379,True,596580.0,0.02
P47T_hogar,q90,M24,2004-02-15,2023-10-29 01:38:00.478379,True,934940.0,0.02
P47T_persona,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,187830.0,0.02
P47T_persona,median,M24,2004-02-15,2023-10-29 01:38:00.478379,True,141580.0,0.02
P47T_persona,q10,M24,2004-02-15,2023-10-29 01:38:00.478379,True,0.0,0.02
P47T_persona,q25,M24,2004-02-15,2023-10-29 01:38:00.478379,True,52580.0,0.02
P47T_persona,q75,M24,2004-02-15,2023-10-29 01:38:00.478379,True,263670.0,0.02
P47T_persona,q90,M24,2004-02-15,2023-10-29 01:38:00.478379,True,408390.0,0.02
Pobreza,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,0.3851,0.02
Pobreza,sum,M24,2004-02-15,2023-10-29 01:38:00.478379,True,8508200.0,0.02
Total,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,1.0,0.02
Total,sum,M24,2004-02-15,2023-10-29 01:38:00.478379,True,22091500.0,0.02
gap_indigencia,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,484130.0,0.02
gap_indigencia,median,M24,2004-02-15,2023-10-29 01:38:00.478379,True,224740.0,0.02
gap_pobreza,mean,M24,2004-02-15,2023-10-29 01:38:00.478379,True,263040.0,0.02
gap_pobreza,median,M24,2004-02-15,2023-10-29 01:38:00.478379,True,72100.0,0.02
CBA,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,159720.0,0.02
CBA,median,M24,2004-05-15,2023-10-29 01:39:23.918252,True,124460.0,0.02
CBT,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,380810.0,0.02
CBT,median,M24,2004-05-15,2023-10-29 01:39:23.918252,True,297410.0,0.02
CB_EQUIV,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,3.654,0.02
CB_EQUIV,median,M24,2004-05-15,2023-10-29 01:39:23.918252,True,2.78,0.02
Indigencia,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,0.144,0.02
Indigencia,sum,M24,2004-05-15,2023-10-29 01:39:23.918252,True,3180350.0,0.02
P47T_hogar,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,560510.0,0.02
P47T_hogar,median,M24,2004-05-15,2023-10-29 01:39:23.918252,True,326260.0,0.02
P47T_hogar,q10,M24,2004-05-15,2023-10-29 01:39:23.918252,True,85300.0,0.02
P47T_hogar,q25,M24,2004-05-15,2023-10-29 01:39:23.918252,True,189500.0,0.02
P47T_hogar,q75,M24,2004-05-15,2023-10-29 01:39:23.918252,True,547640.0,0.02
P47T_hogar,q90,M24,2004-05-15,2023-10-29 01:39:23.918252,True,854160.0,0.02
P47T_persona,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,172480.0,0.02
P47T_persona,median,M24,2004-05-15,2023-10-29 01:39:23.918252,True,138360.0,0.02
P47T_persona,q10,M24,2004-05-15,2023-10-29 01:39:23.918252,True,0.0,0.02
P47T_persona,q25,M24,2004-05-15,2023-10-29 01:39:23.918252,True,51380.0,0.02
P47T_persona,q75,M24,2004-05-15,2023-10-29 01:39:23.918252,True,240460.0,0.02
P47T_persona,q90,M24,2004-05-15,2023-10-29 01:39:23.918252,True,363970.0,0.02
Pobreza,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,0.4126,0.02
Pobreza,sum,M24,2004-05-15,2023-10-29 01:39:23.918252,True,9115300.0,0.02
Total,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,1.0,0.02
Total,sum,M24,2004-05-15,2023-10-29 01:39:23.918252,True,22091500.0,0.02
gap_indigencia,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,400780.0,0.02
gap_indigencia,median,M24,2004-05-15,2023-10-29 01:39:23.918252,True,201200.0,0.02
gap_pobreza,mean,M24,2004-05-15,2023-10-29 01:39:23.918252,True,179700.0,0.02
gap_pobreza,median,M24,2004-05-15,2023-10-29 01:39:23.918252,True,49220.0,0.02
CBA,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,159720.0,0.02
CBA,median,M24,2004-08-15,2023-10-29 01:41:08.418833,True,124460.0,0.02
CBT,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,380810.0,0.02
CBT,median,M24,2004-08-15,2023-10-29 01:41:08.418833,True,297410.0,0.02
CB_EQUIV,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,3.654,0.02
CB_EQUIV,median,M24,2004-08-15,2023-10-29 01:41:08.418833,True,2.78,0.02
Indigencia,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,0.1374,0.02
Indigencia,sum,M24,2004-08-15,2023-10-29 01:41:08.418833,True,3034650.0,0.02
P47T_hogar,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,640880.0,0.02
P47T_hogar,median,M24,2004-08-15,2023-10-29 01:41:08.418833,True,363110.0,0.02
P47T_hogar,q10,M24,2004-08-15,2023-10-29 01:41:08.418833,True,89320.0,0.02
P47T_hogar,q25,M24,2004-08-15,2023-10-29 01:41:08.418833,True,205670.0,0.02
P47T_hogar,q75,M24,2004-08-15,2023-10-29 01:41:08.418833,True,617480.0,0.02
P47T_hogar,q90,M24,2004-08-15,2023-10-29 01:41:08.418833,True,956900.0,0.02
P47T_persona,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,193430.0,0.02
P47T_persona,median,M24,2004-08-15,2023-10-29 01:41:08.418833,True,155240.0,0.02
P47T_persona,q10,M24,2004-08-15,2023-10-29 01:41:08.418833,True,0.0,0.02
P47T_persona,q25,M24,2004-08-15,2023-10-29 01:41:08.418833,True,51380.0,0.02
P47T_persona,q75,M24,2004-08-15,2023-10-29 01:41:08.418833,True,269810.0,0.02
P47T_persona,q90,M24,2004-08-15,2023-10-29 01:41:08.418833,True,417900.0,0.02
Pobreza,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,0.3857,0.02
Pobreza,sum,M24,2004-08-15,2023-10-29 01:41:08.418833,True,8520900.0,0.02
Total,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,1.0,0.02
Total,sum,M24,2004-08-15,2023-10-29 01:41:08.418833,True,22091500.0,0.02
gap_indigencia,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,481160.0,0.02
gap_indigencia,median,M24,2004-08-15,2023-10-29 01:41:08.418833,True,233670.0,0.02
gap_pobreza,mean,M24,2004-08-15,2023-10-29 01:41:08.418833,True,260080.0,0.02
gap_pobreza,median,M24,2004-08-15,2023-10-29 01:41:08.418833,True,75930.0,0.02
CBA,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,159720.0,0.02
CBA,median,M24,2004-11-15,2023-10-29 01:42:50.246883,True,124460.0,0.02
CBT,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,380810.0,0.02
CBT,median,M24,2004-11-15,2023-10-29 01:42:50.246883,True,297410.0,0.02
CB_EQUIV,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,3.654,0.02
CB_EQUIV,median,M24,2004-11-15,2023-10-29 01:42:50.246883,True,2.78,0.02
Indigencia,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,0.1261,0.02
Indigencia,sum,M24,2004-11-15,2023-10-29 01:42:50.246883,True,2786100.0,0.02
P47T_hogar,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,676800.0,0.02
P47T_hogar,median,M24,2004-11-15,2023-10-29 01:42:50.246883,True,357510.0,0.02
P47T_hogar,q10,M24,2004-11-15,2023-10-29 01:42:50.246883,True,100220.0,0.02
P47T_hogar,q25,M24,2004-11-15,2023-10-29 01:42:50.246883,True,201890.0,0.02
P47T_hogar,q75,M24,2004-11-15,2023-10-29 01:42:50.246883,True,594200.0,0.02
P47T_hogar,q90,M24,2004-11-15,2023-10-29 01:42:50.246883,True,940750.0,0.02
P47T_persona,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,190690.0,0.02
P47T_persona,median,M24,2004-11-15,2023-10-29 01:42:50.246883,True,148260.0,0.02
P47T_persona,q10,M24,2004-11-15,2023-10-29 01:42:50.246883,True,0.0,0.02
P47T_persona,q25,M24,2004-11-15,2023-10-29 01:42:50.246883,True,50210.0,0.02
P47T_persona,q75,M24,2004-11-15,2023-10-29 01:42:50.246883,True,263670.0,0.02
P47T_persona,q90,M24,2004-11-15,2023-10-29 01:42:50.246883,True,372450.0,0.02
Pobreza,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,0.3771,0.02
Pobreza,sum,M24,2004-11-15,2023-10-29 01:42:50.246883,True,8330550.0,0.02
Total,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,1.0,0.02
Total,sum,M24,2004-11-15,2023-10-29 01:42:50.246883,True,22091500.0,0.02
gap_indigencia,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,517080.0,0.02
gap_indigencia,median,M24,2004-11-15,2023-10-29 01:42:50.246883,True,230075.0,0.02
gap_pobreza,mean,M24,2004-11-15,2023-10-29 01:42:50.246883,True,295990.0,0.02
gap_pobreza,median,M24,2004-11-15,2023-10-29 01:42:50.246883,True,73830.0,0.02
CBA,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,153490.0,0.02
CBA,median,M24,2005-02-15,2023-10-29 01:44:34.739563,True,124390.0,0.02
CBT,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,366930.0,0.02
CBT,median,M24,2005-02-15,2023-10-29 01:44:34.739563,True,297140.0,0.02
CB_EQUIV,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,3.491,0.02
CB_EQUIV,median,M24,2005-02-15,2023-10-29 01:44:34.739563,True,2.78,0.02
Indigencia,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,0.1094,0.02
Indigencia,sum,M24,2005-02-15,2023-10-29 01:44:34.739563,True,2445000.0,0.02
P47T_hogar,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,654620.0,0.02
P47T_hogar,median,M24,2005-02-15,2023-10-29 01:44:34.739563,True,408710.0,0.02
P47T_hogar,q10,M24,2005-02-15,2023-10-29 01:44:34.739563,True,109900.0,0.02
P47T_hogar,q25,M24,2005-02-15,2023-10-29 01:44:34.739563,True,229640.0,0.02
P47T_hogar,q75,M24,2005-02-15,2023-10-29 01:44:34.739563,True,661030.0,0.02
P47T_hogar,q90,M24,2005-02-15,2023-10-29 01:44:34.739563,True,1001500.0,0.02
P47T_persona,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,205450.0,0.02
P47T_persona,median,M24,2005-02-15,2023-10-29 01:44:34.739563,True,186650.0,0.02
P47T_persona,q10,M24,2005-02-15,2023-10-29 01:44:34.739563,True,0.0,0.02
P47T_persona,q25,M24,2005-02-15,2023-10-29 01:44:34.739563,True,55060.0,0.02
P47T_persona,q75,M24,2005-02-15,2023-10-29 01:44:34.739563,True,289110.0,0.02
P47T_persona,q90,M24,2005-02-15,2023-10-29 01:44:34.739563,True,427640.0,0.02
Pobreza,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,0.3292,0.02
Pobreza,sum,M24,2005-02-15,2023-10-29 01:44:34.739563,True,7358300.0,0.02
Total,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,1.0,0.02
Total,sum,M24,2005-02-15,2023-10-29 01:44:34.739563,True,22353200.0,0.02
gap_indigencia,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,501140.0,0.02
gap_indigencia,median,M24,2005-02-15,2023-10-29 01:44:34.739563,True,279840.0,0.02
gap_pobreza,mean,M24,2005-02-15,2023-10-29 01:44:34.739563,True,287700.0,0.02
gap_pobreza,median,M24,2005-02-15,2023-10-29 01:44:34.739563,True,117840.0,0.02
CBA,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,153490.0,0.02
CBA,median,M24,2005-05-15,2023-10-29 01:47:02.611177,True,124390.0,0.02
CBT,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,366930.0,0.02
CBT,median,M24,2005-05-15,2023-10-29 01:47:02.611177,True,297140.0,0.02
CB_EQUIV,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,3.491,0.02
CB_EQUIV,median,M24,2005-05-15,2023-10-29 01:47:02.611177,True,2.78,0.02
Indigencia,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,0.1184,0.02
Indigencia,sum,M24,2005-05-15,2023-10-29 01:47:02.611177,True,2646200.0,0.02
P47T_hogar,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,647660.0,0.02
P47T_hogar,median,M24,2005-05-15,2023-10-29 01:47:02.611177,True,364960.0,0.02
P47T_hogar,q10,M24,2005-05-15,2023-10-29 01:47:02.611177,True,102560.0,0.02
P47T_hogar,q25,M24,2005-05-15,2023-10-29 01:47:02.611177,True,214310.0,0.02
P47T_hogar,q75,M24,2005-05-15,2023-10-29 01:47:02.611177,True,606010.0,0.02
P47T_hogar,q90,M24,2005-05-15,2023-10-29 01:47:02.611177,True,921990.0,0.02
P47T_persona,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,189070.0,0.02
P47T_persona,median,M24,2005-05-15,2023-10-29 01:47:02.611177,True,162560.0,0.02
P47T_persona,q10,M24,2005-05-15,2023-10-29 01:47:02.611177,True,0.0,0.02
P47T_persona,q25,M24,2005-05-15,2023-10-29 01:47:02.611177,True,47950.0,0.02
P47T_persona,q75,M24,2005-05-15,2023-10-29 01:47:02.611177,True,269810.0,0.02
P47T_persona,q90,M24,2005-05-15,2023-10-29 01:47:02.611177,True,363970.0,0.02
Pobreza,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,0.3641,0.02
Pobreza,sum,M24,2005-05-15,2023-10-29 01:47:02.611177,True,8139750.0,0.02
Total,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,1.0,0.02
Total,sum,M24,2005-05-15,2023-10-29 01:47:02.611177,True,22353200.0,0.02
gap_indigencia,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,494170.0,0.02
gap_indigencia,median,M24,2005-05-15,2023-10-29 01:47:02.611177,True,241970.0,0.02
gap_pobreza,mean,M24,2005-05-15,2023-10-29 01:47:02.611177,True,280730.0,0.02
gap_pobreza,median,M24,2005-05-15,2023-10-29 01:47:02.611177,True,86175.0,0.02
CBA,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,153490.0,0.02
CBA,median,M24,2005-08-15,2023-10-29 01:50:00.769917,True,124390.0,0.02
CBT,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,366930.0,0.02
CBT,median,M24,2005-08-15,2023-10-29 01:50:00.769917,True,297140.0,0.02
CB_EQUIV,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,3.491,0.02
CB_EQUIV,median,M24,2005-08-15,2023-10-29 01:50:00.769917,True,2.78,0.02
Indigencia,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,0.1018,0.02
Indigencia,sum,M24,2005-08-15,2023-10-29 01:50:00.769917,True,2276000.0,0.02
P47T_hogar,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,981660.0,0.02
P47T_hogar,median,M24,2005-08-15,2023-10-29 01:50:00.769917,True,427640.0,0.02
P47T_hogar,q10,M24,2005-08-15,2023-10-29 01:50:00.769917,True,117760.0,0.02
P47T_hogar,q25,M24,2005-08-15,2023-10-29 01:50:00.769917,True,246070.0,0.02
P47T_hogar,q75,M24,2005-08-15,2023-10-29 01:50:00.769917,True,704230.0,0.02
P47T_hogar,q90,M24,2005-08-15,2023-10-29 01:50:00.769917,True,1089050.0,0.02
P47T_persona,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,233510.0,0.02
P47T_persona,median,M24,2005-08-15,2023-10-29 01:50:00.769917,True,186650.0,0.02
P47T_persona,q10,M24,2005-08-15,2023-10-29 01:50:00.769917,True,0.0,0.02
P47T_persona,q25,M24,2005-08-15,2023-10-29 01:50:00.769917,True,53810.0,0.02
P47T_persona,q75,M24,2005-08-15,2023-10-29 01:50:00.769917,True,309790.0,0.02
P47T_persona,q90,M24,2005-08-15,2023-10-29 01:50:00.769917,True,437600.0,0.02
Pobreza,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,0.309,0.02
Pobreza,sum,M24,2005-08-15,2023-10-29 01:50:00.769917,True,6906600.0,0.02
Total,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,1.0,0.02
Total,sum,M24,2005-08-15,2023-10-29 01:50:00.769917,True,22353200.0,0.02
gap_indigencia,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,828170.0,0.02
gap_indigencia,median,M24,2005-08-15,2023-10-29 01:50:00.769917,True,297370.0,0.02
gap_pobreza,mean,M24,2005-08-15,2023-10-29 01:50:00.769917,True,614730.0,0.02
gap_pobreza,median,M24,2005-08-15,2023-10-29 01:50:00.769917,True,141380.0,0.02
CBA,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,153490.0,0.02
CBA,median,M24,2005-11-15,2023-10-29 01:53:24.904197,True,124390.0,0.02
CBT,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,366930.0,0.02
CBT,median,M24,2005-11-15,2023-10-29 01:53:24.904197,True,297140.0,0.02
CB_EQUIV,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,3.491,0.02
CB_EQUIV,median,M24,2005-11-15,2023-10-29 01:53:24.904197,True,2.78,0.02
Indigencia,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,0.0968,0.02
Indigencia,sum,M24,2005-11-15,2023-10-29 01:53:24.904197,True,2163900.0,0.02
P47T_hogar,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,613350.0,0.02
P47T_hogar,median,M24,2005-11-15,2023-10-29 01:53:24.904197,True,402280.0,0.02
P47T_hogar,q10,M24,2005-11-15,2023-10-29 01:53:24.904197,True,120500.0,0.02
P47T_hogar,q25,M24,2005-11-15,2023-10-29 01:53:24.904197,True,240460.0,0.02
P47T_hogar,q75,M24,2005-11-15,2023-10-29 01:53:24.904197,True,655050.0,0.02
P47T_hogar,q90,M24,2005-11-15,2023-10-29 01:53:24.904197,True,970820.0,0.02
P47T_persona,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,203860.0,0.02
P47T_persona,median,M24,2005-11-15,2023-10-29 01:53:24.904197,True,178250.0,0.02
P47T_persona,q10,M24,2005-11-15,2023-10-29 01:53:24.904197,True,0.0,0.02
P47T_persona,q25,M24,2005-11-15,2023-10-29 01:53:24.904197,True,59000.0,0.02
P47T_persona,q75,M24,2005-11-15,2023-10-29 01:53:24.904197,True,289110.0,0.02
P47T_persona,q90,M24,2005-11-15,2023-10-29 01:53:24.904197,True,390010.0,0.02
Pobreza,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,0.3189,0.02
Pobreza,sum,M24,2005-11-15,2023-10-29 01:53:24.904197,True,7128600.0,0.02
Total,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,1.0,0.02
Total,sum,M24,2005-11-15,2023-10-29 01:53:24.904197,True,22353200.0,0.02
gap_indigencia,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,459860.0,0.02
gap_indigencia,median,M24,2005-11-15,2023-10-29 01:53:24.904197,True,273700.0,0.02
gap_pobreza,mean,M24,2005-11-15,2023-10-29 01:53:24.904197,True,246430.0,0.02
gap_pobreza,median,M24,2005-11-15,2023-10-29 01:53:24.904197,True,120800.0,0.02
CBA,mean,M24,2006-02-15,2023-10-29 01:57:03.756062,True,248360.0,0.02
CBA,median,M24,2006-02-15,2023-10-29 01:57:03.756062,True,125290.0,0.02
CBT,mean,M24,2006-02-15,2023-10-29 01:57:03.756062,True,594880.0,0.02
CBT,median,M24,2006-02-15,2023-10-29 01:57:03.756062,True,298700.0,0.02
CB_EQUIV,mean,M24,2006-02-15,2023-10-29 01:57:03.756062,True,5.592,0.02
CB_EQUIV,median,M24,2006-02-15,2023-10-29 01:57:03.756062,True,2.79,0.02
