observable,sintetico,base,Q,timestamp,AGLOSI,Region,valor,frac
CBT,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,234880.0,0.02
Indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,0.0952,0.02
CBT,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,191570.0,0.02
Indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,0.1627,0.02
CB_EQUIV,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,2.158,0.02
Indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,0.0616,0.02
CB_EQUIV,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,1.76,0.02
Indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,0.067,0.02
Indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,0.078,0.02
Indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,0.092,0.02
Indigencia,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,1700.0,0.02
Indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,0.0615,0.02
P47T_hogar,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,573320.0,0.02
Indigencia,sum,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,45800.0,0.02
P47T_hogar,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,409000.0,0.02
Indigencia,sum,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,121950.0,0.02
P47T_hogar,q10,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,107390.0,0.02
Indigencia,sum,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,162250.0,0.02
P47T_hogar,q25,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,224410.0,0.02
Indigencia,sum,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,37450.0,0.02
P47T_hogar,q75,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,746590.0,0.02
Indigencia,sum,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,36600.0,0.02
P47T_hogar,q90,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,1175670.0,0.02
Indigencia,sum,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,142150.0,0.02
Pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,0.1606,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,359030.0,0.02
Pobreza,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,3500.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,313770.0,0.02
Total,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,1.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,411540.0,0.02
Total,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,21800.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,426730.0,0.02
gap_indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,475180.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,370730.0,0.02
gap_indigencia,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,330285.0,0.02
P47T_hogar,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,470850.0,0.02
gap_pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,338440.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,117760.0,0.02
gap_pobreza,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,gran_buenos_aires,230505.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,86380.0,0.02
CBA,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,119920.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,135210.0,0.02
CBA,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,108680.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,148260.0,0.02
CBT,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,268680.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,109900.0,0.02
CBT,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,243510.0,0.02
P47T_hogar,q10,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,144880.0,0.02
CB_EQUIV,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,2.946,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,191000.0,0.02
CB_EQUIV,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,2.67,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,151710.0,0.02
Indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,0.4167,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,219300.0,0.02
Indigencia,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,252150.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,225400.0,0.02
P47T_hogar,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,183880.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,186650.0,0.02
P47T_hogar,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,134090.0,0.02
P47T_hogar,q25,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,240460.0,0.02
P47T_hogar,q10,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,0.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,299640.0,0.02
P47T_hogar,q25,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,60380.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,252970.0,0.02
P47T_hogar,q75,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,249450.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,347160.0,0.02
P47T_hogar,q90,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,416260.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,358540.0,0.02
Pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,0.6945,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,308780.0,0.02
Pobreza,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,420250.0,0.02
P47T_hogar,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,390010.0,0.02
Total,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,1.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,459280.0,0.02
Total,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,605100.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,393170.0,0.02
gap_indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,63970.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,533760.0,0.02
gap_indigencia,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,28725.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,533540.0,0.02
gap_pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,-84800.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,486530.0,0.02
gap_pobreza,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noreste,-88050.0,0.02
P47T_hogar,q75,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,604100.0,0.02
CBA,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,127960.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,608760.0,0.02
CBA,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,114580.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,557120.0,0.02
CBT,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,284220.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,735570.0,0.02
CBT,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,254500.0,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,740200.0,0.02
CB_EQUIV,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,3.239,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,658650.0,0.02
CB_EQUIV,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,2.9000000000000004,0.02
P47T_hogar,q90,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,830680.0,0.02
Indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,0.3923,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,2.861,0.02
Indigencia,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,211550.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,2.984,0.02
P47T_hogar,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,219280.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,2.501,0.02
P47T_hogar,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,146360.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,2.851,0.02
P47T_hogar,q10,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,0.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,2.874,0.02
P47T_hogar,q25,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,70940.0,0.02
CB_EQUIV,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,2.557,0.02
P47T_hogar,q75,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,289110.0,0.02
CB_EQUIV,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,2.61,0.02
P47T_hogar,q90,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,479820.0,0.02
CB_EQUIV,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,2.66,0.02
Pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,0.6687,0.02
CB_EQUIV,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,2.3,0.02
Pobreza,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,360650.0,0.02
CB_EQUIV,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,2.59,0.02
Total,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,1.0,0.02
CB_EQUIV,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,2.61,0.02
Total,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,539300.0,0.02
CB_EQUIV,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,2.32,0.02
gap_indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,91320.0,0.02
CBA,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,128980.0,0.02
gap_indigencia,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,38855.0,0.02
CBA,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,134850.0,0.02
gap_pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,-64940.0,0.02
CBA,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,124890.0,0.02
gap_pobreza,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,noroeste,-80530.0,0.02
CBA,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,128510.0,0.02
CBA,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,111440.0,0.02
CBA,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,129880.0,0.02
CBA,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,103210.0,0.02
CBA,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,127710.0,0.02
CBT,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,266630.0,0.02
CBA,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,117650.0,0.02
CBT,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,246940.0,0.02
CBA,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,120190.0,0.02
CB_EQUIV,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,2.473,0.02
CBA,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,114870.0,0.02
CB_EQUIV,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,2.29,0.02
CBA,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,116750.0,0.02
Indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,0.1712,0.02
CBA,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,117930.0,0.02
Indigencia,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,375300.0,0.02
CBA,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,115870.0,0.02
P47T_hogar,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,317720.0,0.02
gap_indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,230050.0,0.02
P47T_hogar,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,246070.0,0.02
gap_indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,178920.0,0.02
P47T_hogar,q10,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,63220.0,0.02
gap_indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,286650.0,0.02
P47T_hogar,q25,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,123880.0,0.02
gap_indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,298220.0,0.02
P47T_hogar,q75,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,420600.0,0.02
gap_indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,240850.0,0.02
P47T_hogar,q90,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,609490.0,0.02
gap_indigencia,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,343140.0,0.02
Pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,0.4467,0.02
gap_indigencia,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,176810.0,0.02
Pobreza,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,979350.0,0.02
gap_indigencia,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,128040.0,0.02
Total,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,1.0,0.02
gap_indigencia,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,231570.0,0.02
Total,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,2192500.0,0.02
gap_indigencia,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,241190.0,0.02
gap_indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,206290.0,0.02
gap_indigencia,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,182105.0,0.02
gap_indigencia,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,144150.0,0.02
gap_indigencia,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,263820.0,0.02
gap_pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,51090.0,0.02
CBT,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,304310.0,0.02
gap_pobreza,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,pampeana,23460.0,0.02
CBT,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,279480.0,0.02
CBA,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,121130.0,0.02
CBT,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,276350.0,0.02
CBA,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,113230.0,0.02
CBT,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,303190.0,0.02
CBT,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,329090.0,0.02
CBT,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,269190.0,0.02
CBT,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,307620.0,0.02
CBT,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,282590.0,0.02
CB_EQUIV,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,2.578,0.02
CBT,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,277570.0,0.02
CB_EQUIV,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,2.41,0.02
CBT,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,249110.0,0.02
Indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,0.1592,0.02
CBT,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,254190.0,0.02
Indigencia,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,52900.0,0.02
CBT,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,275440.0,0.02
P47T_hogar,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,471950.0,0.02
CBT,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,244430.0,0.02
P47T_hogar,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,390010.0,0.02
CBT,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,256400.0,0.02
P47T_hogar,q10,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,42730.0,0.02
gap_pobreza,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,54720.0,0.02
P47T_hogar,q25,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,178250.0,0.02
gap_pobreza,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,34280.0,0.02
P47T_hogar,q75,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,645140.0,0.02
gap_pobreza,mean,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,135180.0,0.02
P47T_hogar,q90,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,953590.0,0.02
gap_pobreza,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,123540.0,0.02
Pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,0.4028,0.02
gap_pobreza,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,101540.0,0.02
Pobreza,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,133800.0,0.02
gap_pobreza,mean,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,188260.0,0.02
Total,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,1.0,0.02
gap_pobreza,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,cuyo,35790.0,0.02
Total,sum,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,332200.0,0.02
gap_pobreza,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,noreste,8010.0,0.02
gap_indigencia,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,350820.0,0.02
gap_pobreza,median,H,2023-02-15,2023-10-29 13:15:05.251773,False,pampeana,108790.0,0.02
gap_indigencia,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,257805.0,0.02
gap_pobreza,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,cuyo,92300.0,0.02
gap_pobreza,mean,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,142860.0,0.02
gap_pobreza,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,noreste,69955.0,0.02
gap_pobreza,median,H,2003-08-15,2023-10-29 01:36:05.053218,False,patagonia,66965.0,0.02
gap_pobreza,median,H,2023-02-15,2023-10-29 13:15:05.251773,True,pampeana,137015.0,0.02
CBA,mean,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,116330.0,0.02
CBA,median,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,107000.0,0.02
CBT,mean,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,296400.0,0.02
CBT,median,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,272650.0,0.02
CB_EQUIV,mean,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,2.87,0.02
CB_EQUIV,median,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,2.64,0.02
Indigencia,mean,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,0.2396,0.02
Indigencia,sum,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,89950.0,0.02
P47T_hogar,mean,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,262170.0,0.02
P47T_hogar,median,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,210310.0,0.02
P47T_hogar,q10,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,53810.0,0.02
P47T_hogar,q25,H,2003-11-15,2023-10-29 01:37:10.804358,False,cuyo,100220.0,0.02
