observable,sintetico,base,Q,timestamp,AGLOSI,Region,valor,frac
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,36600.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,118010.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,142150.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,493410.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,1.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,282450.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,1.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,4.533,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,1.0,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,2.595,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,1.0,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,1.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,1.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,1700.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,1.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,125980.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,45800.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,39980.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,121950.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,0.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,162250.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,0.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,37450.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,79240.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,36600.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,132830.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,142150.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,1.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,107900.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,1700.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,107530.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,1.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,104060.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,1700.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,104620.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,-80170.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,99230.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,-55415.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,95340.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,-367430.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,0.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,gran_buenos_aires,-236735.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,5870.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,141040.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,0.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,129040.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,0.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,316010.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,0.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,289120.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,0.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,3.465,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,46860.0,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,3.17,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,52580.0,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,1.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,34730.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,252150.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,42450.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,59120.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,38970.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,53810.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,24580.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,0.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,97940.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,0.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,97940.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,81460.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,95060.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,135630.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,93530.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,1.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,85300.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,252150.0,0.02
P47T_hogar,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,81460.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,1.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,155290.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,252150.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,154970.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,-81920.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,155240.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,-67980.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,155580.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,-256890.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,145710.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noreste,-231660.0,0.02
P47T_hogar,q75,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,144300.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,149170.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,216760.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,135520.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,210660.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,331320.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,219300.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,301020.0,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,214360.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,3.775,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,207970.0,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,3.43,0.02
P47T_hogar,q90,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,214300.0,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,1.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,3.711,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,211550.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,3.771,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,65630.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,3.446,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,56450.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,3.531,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,0.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,3.52,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,0.0,0.02
CB_EQUIV,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,3.266,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,91400.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,3.3499999999999996,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,148580.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,3.47,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,1.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,3.14,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,211550.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,3.22,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,1.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,3.16,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,211550.0,0.02
CB_EQUIV,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,2.96,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,-83530.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,167280.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,-67980.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,170380.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,-265690.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,172120.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,noroeste,-236350.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,159150.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,139040.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,159050.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,125740.0,0.02
CBA,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,163120.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,332670.0,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,151000.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,300860.0,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,156790.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,3.085,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,156830.0,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,2.79,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,145140.0,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,1.0,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,142790.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,375300.0,0.02
CBA,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,147840.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,65930.0,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,-59370.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,57660.0,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,-62850.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,0.0,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,-68060.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,0.0,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,-54520.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,95710.0,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,-59830.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,148260.0,0.02
gap_indigencia,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,-67770.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,1.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,-47145.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,375300.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,-50590.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,1.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,-53550.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,375300.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,-40950.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,-73110.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,-46895.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,-60385.0,0.02
gap_indigencia,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,-56290.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,-266740.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,394660.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,pampeana,-240470.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,353120.0,0.02
CBA,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,125950.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,380850.0,0.02
CBA,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,113465.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,375480.0,0.02
CBT,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,342170.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,329650.0,0.02
CBT,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,308255.0,0.02
CBT,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,360940.0,0.02
CB_EQUIV,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,2.681,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,356265.0,0.02
CB_EQUIV,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,2.415,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,324970.0,0.02
Indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,1.0,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,347020.0,0.02
Indigencia,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,52900.0,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,342440.0,0.02
P47T_hogar,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,47230.0,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,295940.0,0.02
P47T_hogar,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,17390.0,0.02
CBT,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,327130.0,0.02
P47T_hogar,q10,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,0.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,-286750.0,0.02
P47T_hogar,q25,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,0.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,-245600.0,0.02
P47T_hogar,q75,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,70940.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,-276790.0,0.02
P47T_hogar,q90,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,141580.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,-270850.0,0.02
Pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,1.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,-230430.0,0.02
Pobreza,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,52900.0,0.02
gap_pobreza,mean,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,-265600.0,0.02
Total,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,1.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,cuyo,-265260.0,0.02
Total,sum,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,52900.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,noreste,-224070.0,0.02
gap_indigencia,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,-78710.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,False,pampeana,-251150.0,0.02
gap_indigencia,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,-68005.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,cuyo,-250670.0,0.02
gap_pobreza,mean,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,-294940.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,noreste,-211470.0,0.02
gap_pobreza,median,Hi,2003-08-15,2023-10-29 01:36:16.686343,False,patagonia,-274430.0,0.02
gap_pobreza,median,Hi,2023-02-15,2023-10-29 13:19:15.792929,True,pampeana,-241050.0,0.02
CBA,mean,Hi,2003-11-15,2023-10-29 01:37:24.971291,False,cuyo,138480.0,0.02
CBA,median,Hi,2003-11-15,2023-10-29 01:37:24.971291,False,cuyo,124030.0,0.02
