observable,sintetico,base,Q,timestamp,AGLOSI,valor,frac
CBT,median,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,300970.0,0.02
CB_EQUIV,mean,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,3.199,0.02
CB_EQUIV,median,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,2.99,0.02
Indigencia,mean,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,0.4218,0.02
Indigencia,sum,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,897100.0,0.02
P47T_hogar,mean,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,151260.0,0.02
P47T_hogar,median,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,132130.0,0.02
P47T_hogar,q10,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,0.0,0.02
P47T_hogar,q25,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,55060.0,0.02
P47T_hogar,q75,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,219300.0,0.02
P47T_hogar,q90,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,305710.0,0.02
Pobreza,mean,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,1.0,0.02
Pobreza,sum,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,2126600.0,0.02
Total,mean,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,1.0,0.02
Total,sum,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,2126600.0,0.02
gap_indigencia,mean,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,14580.0,0.02
gap_indigencia,median,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,18490.0,0.02
gap_pobreza,mean,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,-172630.0,0.02
gap_pobreza,median,Hp,2004-05-15,2023-10-29 01:39:57.896603,False,-139900.0,0.02
CBA,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,136560.0,0.02
CBA,median,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,128630.0,0.02
CBT,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,323260.0,0.02
CBT,median,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,302600.0,0.02
CB_EQUIV,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,3.198,0.02
CB_EQUIV,median,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,3.0,0.02
Indigencia,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,0.4351,0.02
Indigencia,sum,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,887750.0,0.02
P47T_hogar,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,154130.0,0.02
P47T_hogar,median,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,126180.0,0.02
P47T_hogar,q10,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,0.0,0.02
P47T_hogar,q25,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,56350.0,0.02
P47T_hogar,q75,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,237240.0,0.02
P47T_hogar,q90,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,320330.0,0.02
Pobreza,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,1.0,0.02
Pobreza,sum,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,2040150.0,0.02
Total,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,1.0,0.02
Total,sum,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,2040150.0,0.02
gap_indigencia,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,17570.0,0.02
gap_indigencia,median,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,17360.0,0.02
gap_pobreza,mean,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,-169130.0,0.02
gap_pobreza,median,Hp,2004-08-15,2023-10-29 01:41:44.953901,False,-136400.0,0.02
CBA,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,137930.0,0.02
CBA,median,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,129200.0,0.02
CBT,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,326340.0,0.02
CBT,median,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,303630.0,0.02
CB_EQUIV,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,3.237,0.02
CB_EQUIV,median,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,3.02,0.02
Indigencia,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,0.4014,0.02
Indigencia,sum,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,795700.0,0.02
P47T_hogar,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,160100.0,0.02
P47T_hogar,median,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,133990.0,0.02
P47T_hogar,q10,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,0.0,0.02
P47T_hogar,q25,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,64700.0,0.02
P47T_hogar,q75,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,234990.0,0.02
P47T_hogar,q90,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,324510.0,0.02
Pobreza,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,1.0,0.02
Pobreza,sum,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,1982250.0,0.02
Total,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,1.0,0.02
Total,sum,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,1982250.0,0.02
gap_indigencia,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,22170.0,0.02
gap_indigencia,median,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,24200.0,0.02
gap_pobreza,mean,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,-166240.0,0.02
gap_pobreza,median,Hp,2004-11-15,2023-10-29 01:43:24.351353,False,-131600.0,0.02
CBA,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,140810.0,0.02
CBA,median,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,131570.0,0.02
CBT,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,332660.0,0.02
CBT,median,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,310090.0,0.02
CB_EQUIV,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,3.309,0.02
CB_EQUIV,median,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,3.1,0.02
Indigencia,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,0.4194,0.02
Indigencia,sum,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,735800.0,0.02
P47T_hogar,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,164430.0,0.02
P47T_hogar,median,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,132500.0,0.02
P47T_hogar,q10,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,0.0,0.02
P47T_hogar,q25,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,61780.0,0.02
P47T_hogar,q75,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,257660.0,0.02
P47T_hogar,q90,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,339830.0,0.02
Pobreza,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,1.0,0.02
Pobreza,sum,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,1754450.0,0.02
Total,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,1.0,0.02
Total,sum,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,1754450.0,0.02
gap_indigencia,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,23620.0,0.02
gap_indigencia,median,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,20680.0,0.02
gap_pobreza,mean,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,-168230.0,0.02
gap_pobreza,median,Hp,2005-02-15,2023-10-29 01:45:23.990273,False,-133160.0,0.02
CBA,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,139620.0,0.02
CBA,median,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,130250.0,0.02
CBT,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,330120.0,0.02
CBT,median,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,306280.0,0.02
CB_EQUIV,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,3.278,0.02
CB_EQUIV,median,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,3.06,0.02
Indigencia,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,0.4047,0.02
Indigencia,sum,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,778500.0,0.02
P47T_hogar,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,161470.0,0.02
P47T_hogar,median,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,140320.0,0.02
P47T_hogar,q10,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,0.0,0.02
P47T_hogar,q25,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,63220.0,0.02
P47T_hogar,q75,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,234990.0,0.02
P47T_hogar,q90,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,322900.0,0.02
Pobreza,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,1.0,0.02
Pobreza,sum,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,1923500.0,0.02
Total,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,1.0,0.02
Total,sum,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,1923500.0,0.02
gap_indigencia,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,21840.0,0.02
gap_indigencia,median,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,23610.0,0.02
gap_pobreza,mean,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,-168660.0,0.02
gap_pobreza,median,Hp,2005-05-15,2023-10-29 01:48:01.411482,False,-134190.0,0.02
CBA,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,141060.0,0.02
CBA,median,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,132950.0,0.02
CBT,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,333220.0,0.02
CBT,median,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,313300.0,0.02
CB_EQUIV,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,3.319,0.02
CB_EQUIV,median,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,3.13,0.02
Indigencia,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,0.407,0.02
Indigencia,sum,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,689750.0,0.02
P47T_hogar,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,165540.0,0.02
P47T_hogar,median,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,138360.0,0.02
P47T_hogar,q10,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,0.0,0.02
P47T_hogar,q25,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,61780.0,0.02
P47T_hogar,q75,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,251800.0,0.02
P47T_hogar,q90,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,343270.0,0.02
Pobreza,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,1.0,0.02
Pobreza,sum,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,1694600.0,0.02
Total,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,1.0,0.02
Total,sum,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,1694600.0,0.02
gap_indigencia,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,24480.0,0.02
gap_indigencia,median,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,21760.0,0.02
gap_pobreza,mean,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,-167680.0,0.02
gap_pobreza,median,Hp,2005-08-15,2023-10-29 01:51:12.669309,False,-133080.0,0.02
CBA,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,141580.0,0.02
CBA,median,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,133110.0,0.02
CBT,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,334170.0,0.02
CBT,median,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,312930.0,0.02
CB_EQUIV,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,3.331,0.02
CB_EQUIV,median,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,3.13,0.02
Indigencia,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,0.3916,0.02
Indigencia,sum,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,677550.0,0.02
P47T_hogar,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,169360.0,0.02
P47T_hogar,median,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,142880.0,0.02
P47T_hogar,q10,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,0.0,0.02
P47T_hogar,q25,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,66210.0,0.02
P47T_hogar,q75,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,257660.0,0.02
P47T_hogar,q90,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,337270.0,0.02
Pobreza,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,1.0,0.02
Pobreza,sum,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,1730100.0,0.02
Total,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,1.0,0.02
Total,sum,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,1730100.0,0.02
gap_indigencia,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,27780.0,0.02
gap_indigencia,median,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,25500.0,0.02
gap_pobreza,mean,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,-164810.0,0.02
gap_pobreza,median,Hp,2005-11-15,2023-10-29 01:54:40.380340,False,-130485.0,0.02
CBA,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,143550.0,0.02
CBA,median,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,134330.0,0.02
CBT,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,338590.0,0.02
CBT,median,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,316250.0,0.02
CB_EQUIV,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,3.381,0.02
CB_EQUIV,median,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,3.17,0.02
Indigencia,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,0.392,0.02
Indigencia,sum,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,601150.0,0.02
P47T_hogar,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,172560.0,0.02
P47T_hogar,median,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,141920.0,0.02
P47T_hogar,q10,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,0.0,0.02
P47T_hogar,q25,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,64700.0,0.02
P47T_hogar,q75,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,263670.0,0.02
P47T_hogar,q90,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,358430.0,0.02
Pobreza,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,1.0,0.02
Pobreza,sum,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,1533500.0,0.02
Total,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,1.0,0.02
Total,sum,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,1533500.0,0.02
gap_indigencia,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,29000.0,0.02
gap_indigencia,median,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,27460.0,0.02
gap_pobreza,mean,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,-166030.0,0.02
gap_pobreza,median,Hp,2006-02-15,2023-10-29 01:58:28.990832,False,-133555.0,0.02
CBA,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,144530.0,0.02
CBA,median,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,135660.0,0.02
CBT,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,340960.0,0.02
CBT,median,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,319450.0,0.02
CB_EQUIV,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,3.403,0.02
CB_EQUIV,median,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,3.2,0.02
Indigencia,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,0.3691,0.02
Indigencia,sum,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,571400.0,0.02
P47T_hogar,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,179440.0,0.02
P47T_hogar,median,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,152900.0,0.02
P47T_hogar,q10,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,0.0,0.02
P47T_hogar,q25,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,70960.0,0.02
P47T_hogar,q75,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,274400.0,0.02
P47T_hogar,q90,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,362930.0,0.02
Pobreza,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,1.0,0.02
Pobreza,sum,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,1548150.0,0.02
Total,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,1.0,0.02
Total,sum,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,1548150.0,0.02
gap_indigencia,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,34910.0,0.02
gap_indigencia,median,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,37380.0,0.02
gap_pobreza,mean,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,-161520.0,0.02
gap_pobreza,median,Hp,2006-05-15,2023-10-29 02:02:03.507016,False,-127780.0,0.02
CBA,mean,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,145130.0,0.02
CBA,median,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,137010.0,0.02
CBT,mean,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,341740.0,0.02
CBT,median,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,321350.0,0.02
CB_EQUIV,mean,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,3.427,0.02
CB_EQUIV,median,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,3.24,0.02
Indigencia,mean,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,0.3894,0.02
Indigencia,sum,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,542550.0,0.02
P47T_hogar,mean,Hp,2006-08-15,2023-10-29 02:05:41.971997,False,176050.0,0.02
