observable,sintetico,base,Q,timestamp,AGLOMERADO,valor,frac
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,9,1.0,0.02
Total,mean,Hi,2003-11-15,2023-10-29 01:37:19.617428,0,1.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,12,1.0,0.02
Total,sum,Hi,2003-11-15,2023-10-29 01:37:19.617428,0,939300.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,14,1.0,0.02
gap_indigencia,mean,Hi,2003-11-15,2023-10-29 01:37:19.617428,0,-76880.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,17,1.0,0.02
gap_indigencia,median,Hi,2003-11-15,2023-10-29 01:37:19.617428,0,-63160.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,19,1.0,0.02
gap_pobreza,mean,Hi,2003-11-15,2023-10-29 01:37:19.617428,0,-267910.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,22,1.0,0.02
gap_pobreza,median,Hi,2003-11-15,2023-10-29 01:37:19.617428,0,-241550.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,25,1.0,0.02
CBA,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,144180.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,27,1.0,0.02
CBA,median,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,131180.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,30,1.0,0.02
CBT,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,337870.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,32,1.0,0.02
CBT,median,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,306440.0,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,34,1.0,0.02
CB_EQUIV,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,3.419,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,38,1.0,0.02
CB_EQUIV,median,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,3.11,0.02
Pobreza,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,93,1.0,0.02
Indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,1.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,2,14550.0,0.02
Indigencia,sum,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,891000.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,4,27100.0,0.02
P47T_hogar,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,67600.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,6,4950.0,0.02
P47T_hogar,median,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,60380.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,8,13000.0,0.02
P47T_hogar,q10,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,0.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,10,18150.0,0.02
P47T_hogar,q25,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,0.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,13,26950.0,0.02
P47T_hogar,q75,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,100760.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,15,6700.0,0.02
P47T_hogar,q90,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,150510.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,18,10400.0,0.02
Pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,1.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,20,1550.0,0.02
Pobreza,sum,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,891000.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,23,17550.0,0.02
Total,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,1.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,26,3750.0,0.02
Total,sum,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,891000.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,29,20150.0,0.02
gap_indigencia,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,-76580.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,31,1400.0,0.02
gap_indigencia,median,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,-63410.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,33,252350.0,0.02
gap_pobreza,mean,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,-270270.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,36,2800.0,0.02
gap_pobreza,median,Hi,2004-02-15,2023-10-29 01:38:40.516461,0,-243345.0,0.02
Pobreza,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,91,2250.0,0.02
CBA,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,145640.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,0,1.0,0.02
CBA,median,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,132620.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,3,1.0,0.02
CBT,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,341300.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,5,1.0,0.02
CBT,median,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,310170.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,7,1.0,0.02
CB_EQUIV,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,3.453,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,9,1.0,0.02
CB_EQUIV,median,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,3.13,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,12,1.0,0.02
Indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,1.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,14,1.0,0.02
Indigencia,sum,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,897100.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,17,1.0,0.02
P47T_hogar,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,67000.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,19,1.0,0.02
P47T_hogar,median,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,53810.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,22,1.0,0.02
P47T_hogar,q10,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,0.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,25,1.0,0.02
P47T_hogar,q25,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,0.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,27,1.0,0.02
P47T_hogar,q75,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,102560.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,30,1.0,0.02
P47T_hogar,q90,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,158650.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,32,1.0,0.02
Pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,1.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,34,1.0,0.02
Pobreza,sum,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,897100.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,38,1.0,0.02
Total,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,1.0,0.02
Indigencia,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,93,1.0,0.02
Total,sum,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,897100.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,2,14550.0,0.02
gap_indigencia,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,-78640.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,4,27100.0,0.02
gap_indigencia,median,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,-66230.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,6,4950.0,0.02
gap_pobreza,mean,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,-274300.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,8,13000.0,0.02
gap_pobreza,median,Hi,2004-05-15,2023-10-29 01:40:09.749727,0,-249980.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,10,18150.0,0.02
CBA,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,140920.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,13,26950.0,0.02
CBA,median,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,126640.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,15,6700.0,0.02
CBT,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,329820.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,18,10400.0,0.02
CBT,median,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,297620.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,20,1550.0,0.02
CB_EQUIV,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,3.347,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,23,17550.0,0.02
CB_EQUIV,median,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,3.01,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,26,3750.0,0.02
Indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,1.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,29,20150.0,0.02
Indigencia,sum,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,887750.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,31,1400.0,0.02
P47T_hogar,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,65640.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,33,252350.0,0.02
P47T_hogar,median,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,53810.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,36,2800.0,0.02
P47T_hogar,q10,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,0.0,0.02
Indigencia,sum,Hi,2023-02-15,2023-10-29 13:17:19.059700,91,2250.0,0.02
P47T_hogar,q25,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,0.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,0,105700.0,0.02
P47T_hogar,q75,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,101190.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,3,61790.0,0.02
P47T_hogar,q90,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,153200.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,5,95380.0,0.02
Pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,1.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,7,97940.0,0.02
Pobreza,sum,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,887750.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,9,76070.0,0.02
Total,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,1.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,12,102470.0,0.02
Total,sum,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,887750.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,14,112850.0,0.02
gap_indigencia,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,-75280.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,17,75180.0,0.02
gap_indigencia,median,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,-62230.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,19,93090.0,0.02
gap_pobreza,mean,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,-264180.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,22,115560.0,0.02
gap_pobreza,median,Hi,2004-08-15,2023-10-29 01:41:57.244630,0,-238520.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,25,107160.0,0.02
CBA,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,146860.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,27,111120.0,0.02
CBA,median,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,132700.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,30,89550.0,0.02
CBT,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,343280.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,32,62280.0,0.02
CBT,median,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,309790.0,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,34,92730.0,0.02
CB_EQUIV,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,3.499,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,38,100630.0,0.02
CB_EQUIV,median,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,3.16,0.02
P47T_hogar,mean,Hi,2023-02-15,2023-10-29 13:17:19.059700,93,80940.0,0.02
Indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,1.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,2,0.0,0.02
Indigencia,sum,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,795700.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,4,0.0,0.02
P47T_hogar,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,69770.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,6,0.0,0.02
P47T_hogar,median,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,57660.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,8,0.0,0.02
P47T_hogar,q10,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,0.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,10,0.0,0.02
P47T_hogar,q25,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,0.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,13,0.0,0.02
P47T_hogar,q75,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,104950.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,15,0.0,0.02
P47T_hogar,q90,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,157860.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,18,0.0,0.02
Pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,1.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,20,0.0,0.02
Pobreza,sum,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,795700.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,23,0.0,0.02
Total,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,1.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,26,0.0,0.02
Total,sum,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,795700.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,29,0.0,0.02
gap_indigencia,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,-77090.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,31,0.0,0.02
gap_indigencia,median,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,-64000.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,33,0.0,0.02
gap_pobreza,mean,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,-273510.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,36,0.0,0.02
gap_pobreza,median,Hi,2004-11-15,2023-10-29 01:43:36.590472,0,-243660.0,0.02
P47T_hogar,q10,Hi,2023-02-15,2023-10-29 13:17:19.059700,91,0.0,0.02
CBA,mean,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,142260.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,0,44750.0,0.02
CBA,median,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,128010.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,3,0.0,0.02
CBT,mean,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,332500.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,5,28400.0,0.02
CBT,median,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,299780.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,7,40810.0,0.02
CB_EQUIV,mean,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,3.389,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,9,0.0,0.02
CB_EQUIV,median,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,3.05,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,12,37240.0,0.02
Indigencia,mean,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,1.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,14,38970.0,0.02
Indigencia,sum,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,735800.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,17,4400.0,0.02
P47T_hogar,mean,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,65040.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,19,38970.0,0.02
P47T_hogar,median,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,55060.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,22,58660.0,0.02
P47T_hogar,q10,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,0.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,25,48520.0,0.02
P47T_hogar,q25,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,0.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,27,59000.0,0.02
P47T_hogar,q75,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,100220.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,30,5420.0,0.02
P47T_hogar,q90,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,149290.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,32,0.0,0.02
Pobreza,mean,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,1.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,34,7620.0,0.02
Pobreza,sum,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,735800.0,0.02
P47T_hogar,q25,Hi,2023-02-15,2023-10-29 13:17:19.059700,38,28880.0,0.02
Total,mean,Hi,2005-02-15,2023-10-29 01:45:38.933928,0,1.0,0.02
