observable,sintetico,base,Q,timestamp,Region,valor,frac
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,0.4077,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,184930.0,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,511050.0,0.02
P47T_hogar,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,219300.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,169040.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,312830.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,141580.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,269810.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,0.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,316670.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,63220.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,415300.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,257600.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,363950.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,351430.0,0.02
P47T_hogar,q90,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,410760.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,1.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,3.589,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,1253550.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,3.61,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,1.0,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,3.372,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,1253550.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,3.39,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,28440.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,3.36,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,28160.0,0.02
CB_EQUIV,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,3.2,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,-167490.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,161750.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,gran_buenos_aires,-130880.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,163110.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,135400.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,168400.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,127000.0,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,152810.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,303360.0,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,151820.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,284560.0,0.02
CBA,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,159820.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,3.326,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,74960.0,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,3.12,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,36830.0,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,0.5643,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,63660.0,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,329100.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,72980.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,120780.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,36730.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,89850.0,0.02
gap_indigencia,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,62640.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,0.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,381630.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,43340.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,338070.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,184400.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,372640.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,260890.0,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,360520.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,1.0,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,314670.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,583250.0,0.02
CBT,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,353650.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,1.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,-144910.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,583250.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,-138120.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,-14620.0,0.02
gap_pobreza,mean,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,-140570.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,-14410.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,cuyo,-116370.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,-182580.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,noreste,-111260.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noreste,-151770.0,0.02
gap_pobreza,median,Hp,2023-02-15,2023-10-29 13:15:23.440243,pampeana,-108655.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,142750.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,132360.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,317070.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,294000.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,3.613,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,3.35,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,0.5402,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,320400.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,134590.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,107390.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,0.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,53810.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,200000.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,291330.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,1.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,593150.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,1.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,593150.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,-8150.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,-9110.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,-182470.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,noroeste,-152960.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,136570.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,127100.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,326760.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,304090.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,3.03,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,2.8200000000000003,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,0.394,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,675850.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,163660.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,138360.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,0.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,63220.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,238750.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,338100.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,1.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,1715550.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,1.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,1715550.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,27090.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,28070.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,-163100.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,pampeana,-126900.0,0.02
CBA,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,139290.0,0.02
CBA,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,131550.0,0.02
CBT,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,378430.0,0.02
CBT,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,357400.0,0.02
CB_EQUIV,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,2.965,0.02
CB_EQUIV,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,2.8,0.02
Indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,0.3675,0.02
Indigencia,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,75150.0,0.02
P47T_hogar,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,193860.0,0.02
P47T_hogar,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,175410.0,0.02
P47T_hogar,q10,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,0.0,0.02
P47T_hogar,q25,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,53810.0,0.02
P47T_hogar,q75,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,289110.0,0.02
P47T_hogar,q90,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,417900.0,0.02
Pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,1.0,0.02
Pobreza,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,204500.0,0.02
Total,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,1.0,0.02
Total,sum,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,204500.0,0.02
gap_indigencia,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,54570.0,0.02
gap_indigencia,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,48155.0,0.02
gap_pobreza,mean,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,-184570.0,0.02
gap_pobreza,median,Hp,2003-08-15,2023-10-29 01:36:06.741748,patagonia,-144340.0,0.02
CBA,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,136970.0,0.02
CBA,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,129700.0,0.02
CBT,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,349010.0,0.02
CBT,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,330480.0,0.02
CB_EQUIV,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,3.379,0.02
CB_EQUIV,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,3.2,0.02
Indigencia,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,0.3715,0.02
Indigencia,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,153600.0,0.02
P47T_hogar,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,170350.0,0.02
P47T_hogar,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,158860.0,0.02
P47T_hogar,q10,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,10710.0,0.02
P47T_hogar,q25,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,70940.0,0.02
P47T_hogar,q75,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,246070.0,0.02
P47T_hogar,q90,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,331270.0,0.02
Pobreza,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,1.0,0.02
Pobreza,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,413450.0,0.02
Total,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,1.0,0.02
Total,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,413450.0,0.02
gap_indigencia,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,33370.0,0.02
gap_indigencia,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,34110.0,0.02
gap_pobreza,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,-178660.0,0.02
gap_pobreza,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,cuyo,-150960.0,0.02
CBA,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,140300.0,0.02
CBA,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,132340.0,0.02
CBT,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,335810.0,0.02
CBT,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,316740.0,0.02
CB_EQUIV,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,3.085,0.02
CB_EQUIV,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,2.91,0.02
Indigencia,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,0.378,0.02
Indigencia,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,476250.0,0.02
P47T_hogar,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,172970.0,0.02
P47T_hogar,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,141890.0,0.02
P47T_hogar,q10,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,0.0,0.02
P47T_hogar,q25,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,70940.0,0.02
P47T_hogar,q75,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,255820.0,0.02
P47T_hogar,q90,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,353010.0,0.02
Pobreza,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,1.0,0.02
Pobreza,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,1260050.0,0.02
Total,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,1.0,0.02
Total,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,1260050.0,0.02
gap_indigencia,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,32670.0,0.02
gap_indigencia,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,31050.0,0.02
gap_pobreza,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,-162830.0,0.02
gap_pobreza,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,gran_buenos_aires,-128690.0,0.02
CBA,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,135810.0,0.02
CBA,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,126590.0,0.02
CBT,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,304290.0,0.02
CBT,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,283640.0,0.02
CB_EQUIV,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,3.336,0.02
CB_EQUIV,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,3.1100000000000003,0.02
Indigencia,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,0.5459,0.02
Indigencia,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,315650.0,0.02
P47T_hogar,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,122690.0,0.02
P47T_hogar,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,100220.0,0.02
P47T_hogar,q10,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,0.0,0.02
P47T_hogar,q25,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,53810.0,0.02
P47T_hogar,q75,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,186650.0,0.02
P47T_hogar,q90,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,263670.0,0.02
Pobreza,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,1.0,0.02
Pobreza,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,578200.0,0.02
Total,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,1.0,0.02
Total,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,578200.0,0.02
gap_indigencia,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,-13120.0,0.02
gap_indigencia,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,-10905.0,0.02
gap_pobreza,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,-181610.0,0.02
gap_pobreza,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noreste,-150760.0,0.02
CBA,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,142000.0,0.02
CBA,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,131570.0,0.02
CBT,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,315410.0,0.02
CBT,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,292240.0,0.02
CB_EQUIV,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,3.594,0.02
CB_EQUIV,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,3.33,0.02
Indigencia,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,0.5261,0.02
Indigencia,sum,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,327650.0,0.02
P47T_hogar,mean,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,135300.0,0.02
P47T_hogar,median,Hp,2003-11-15,2023-10-29 01:37:12.743725,noroeste,107620.0,0.02
