observable,sintetico,base,Q,timestamp,Total,valor,frac
P47T_hogar,q90,P,2003-11-15,2023-10-29 01:36:21.590967,True,804190.0,0.02
P47T_persona,mean,P,2003-11-15,2023-10-29 01:36:21.590967,True,109830.0,0.02
P47T_persona,median,P,2003-11-15,2023-10-29 01:36:21.590967,True,43730.0,0.02
P47T_persona,q10,P,2003-11-15,2023-10-29 01:36:21.590967,True,0.0,0.02
P47T_persona,q25,P,2003-11-15,2023-10-29 01:36:21.590967,True,0.0,0.02
P47T_persona,q75,P,2003-11-15,2023-10-29 01:36:21.590967,True,178250.0,0.02
P47T_persona,q90,P,2003-11-15,2023-10-29 01:36:21.590967,True,309790.0,0.02
Pobreza,mean,P,2003-11-15,2023-10-29 01:36:21.590967,True,0.5286,0.02
Pobreza,sum,P,2003-11-15,2023-10-29 01:36:21.590967,True,19488250.0,0.02
Total,mean,P,2003-11-15,2023-10-29 01:36:21.590967,True,1.0,0.02
Total,sum,P,2003-11-15,2023-10-29 01:36:21.590967,True,36869600.0,0.02
gap_indigencia,mean,P,2003-11-15,2023-10-29 01:36:21.590967,True,631670.0,0.02
gap_indigencia,median,P,2003-11-15,2023-10-29 01:36:21.590967,True,154900.0,0.02
gap_pobreza,mean,P,2003-11-15,2023-10-29 01:36:21.590967,True,335070.0,0.02
gap_pobreza,median,P,2003-11-15,2023-10-29 01:36:21.590967,True,-19385.0,0.02
CBA,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,170040.0,0.02
CBA,median,P,2004-02-15,2023-10-29 01:37:28.861136,True,142420.0,0.02
CBT,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,405180.0,0.02
CBT,median,P,2004-02-15,2023-10-29 01:37:28.861136,True,339680.0,0.02
CB_EQUIV,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,3.897,0.02
CB_EQUIV,median,P,2004-02-15,2023-10-29 01:37:28.861136,True,3.26,0.02
Indigencia,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,0.2096,0.02
Indigencia,sum,P,2004-02-15,2023-10-29 01:37:28.861136,True,7816200.0,0.02
P47T_hogar,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,552600.0,0.02
P47T_hogar,median,P,2004-02-15,2023-10-29 01:37:28.861136,True,317240.0,0.02
P47T_hogar,q10,P,2004-02-15,2023-10-29 01:37:28.861136,True,70940.0,0.02
P47T_hogar,q25,P,2004-02-15,2023-10-29 01:37:28.861136,True,170230.0,0.02
P47T_hogar,q75,P,2004-02-15,2023-10-29 01:37:28.861136,True,550910.0,0.02
P47T_hogar,q90,P,2004-02-15,2023-10-29 01:37:28.861136,True,870110.0,0.02
P47T_persona,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,118650.0,0.02
P47T_persona,median,P,2004-02-15,2023-10-29 01:37:28.861136,True,51380.0,0.02
P47T_persona,q10,P,2004-02-15,2023-10-29 01:37:28.861136,True,0.0,0.02
P47T_persona,q25,P,2004-02-15,2023-10-29 01:37:28.861136,True,0.0,0.02
P47T_persona,q75,P,2004-02-15,2023-10-29 01:37:28.861136,True,195450.0,0.02
P47T_persona,q90,P,2004-02-15,2023-10-29 01:37:28.861136,True,309790.0,0.02
Pobreza,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,0.4971,0.02
Pobreza,sum,P,2004-02-15,2023-10-29 01:37:28.861136,True,18532150.0,0.02
Total,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,1.0,0.02
Total,sum,P,2004-02-15,2023-10-29 01:37:28.861136,True,37284000.0,0.02
gap_indigencia,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,382560.0,0.02
gap_indigencia,median,P,2004-02-15,2023-10-29 01:37:28.861136,True,176720.0,0.02
gap_pobreza,mean,P,2004-02-15,2023-10-29 01:37:28.861136,True,147420.0,0.02
gap_pobreza,median,P,2004-02-15,2023-10-29 01:37:28.861136,True,1970.0,0.02
CBA,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,170040.0,0.02
CBA,median,P,2004-05-15,2023-10-29 01:38:51.761200,True,142420.0,0.02
CBT,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,405180.0,0.02
CBT,median,P,2004-05-15,2023-10-29 01:38:51.761200,True,339680.0,0.02
CB_EQUIV,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,3.897,0.02
CB_EQUIV,median,P,2004-05-15,2023-10-29 01:38:51.761200,True,3.26,0.02
Indigencia,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,0.2198,0.02
Indigencia,sum,P,2004-05-15,2023-10-29 01:38:51.761200,True,8196000.0,0.02
P47T_hogar,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,481980.0,0.02
P47T_hogar,median,P,2004-05-15,2023-10-29 01:38:51.761200,True,292530.0,0.02
P47T_hogar,q10,P,2004-05-15,2023-10-29 01:38:51.761200,True,64700.0,0.02
P47T_hogar,q25,P,2004-05-15,2023-10-29 01:38:51.761200,True,161010.0,0.02
P47T_hogar,q75,P,2004-05-15,2023-10-29 01:38:51.761200,True,507400.0,0.02
P47T_hogar,q90,P,2004-05-15,2023-10-29 01:38:51.761200,True,791380.0,0.02
P47T_persona,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,108360.0,0.02
P47T_persona,median,P,2004-05-15,2023-10-29 01:38:51.761200,True,45790.0,0.02
P47T_persona,q10,P,2004-05-15,2023-10-29 01:38:51.761200,True,0.0,0.02
P47T_persona,q25,P,2004-05-15,2023-10-29 01:38:51.761200,True,0.0,0.02
P47T_persona,q75,P,2004-05-15,2023-10-29 01:38:51.761200,True,182400.0,0.02
P47T_persona,q90,P,2004-05-15,2023-10-29 01:38:51.761200,True,282530.0,0.02
Pobreza,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,0.5277,0.02
Pobreza,sum,P,2004-05-15,2023-10-29 01:38:51.761200,True,19675800.0,0.02
Total,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,1.0,0.02
Total,sum,P,2004-05-15,2023-10-29 01:38:51.761200,True,37284000.0,0.02
gap_indigencia,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,311940.0,0.02
gap_indigencia,median,P,2004-05-15,2023-10-29 01:38:51.761200,True,150840.0,0.02
gap_pobreza,mean,P,2004-05-15,2023-10-29 01:38:51.761200,True,76800.0,0.02
gap_pobreza,median,P,2004-05-15,2023-10-29 01:38:51.761200,True,-19590.0,0.02
CBA,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,170040.0,0.02
CBA,median,P,2004-08-15,2023-10-29 01:40:25.376373,True,142420.0,0.02
CBT,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,405180.0,0.02
CBT,median,P,2004-08-15,2023-10-29 01:40:25.376373,True,339680.0,0.02
CB_EQUIV,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,3.897,0.02
CB_EQUIV,median,P,2004-08-15,2023-10-29 01:40:25.376373,True,3.26,0.02
Indigencia,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,0.21,0.02
Indigencia,sum,P,2004-08-15,2023-10-29 01:40:25.376373,True,7830450.0,0.02
P47T_hogar,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,543720.0,0.02
P47T_hogar,median,P,2004-08-15,2023-10-29 01:40:25.376373,True,321190.0,0.02
P47T_hogar,q10,P,2004-08-15,2023-10-29 01:40:25.376373,True,67750.0,0.02
P47T_hogar,q25,P,2004-08-15,2023-10-29 01:40:25.376373,True,170230.0,0.02
P47T_hogar,q75,P,2004-08-15,2023-10-29 01:40:25.376373,True,558920.0,0.02
P47T_hogar,q90,P,2004-08-15,2023-10-29 01:40:25.376373,True,873160.0,0.02
P47T_persona,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,120960.0,0.02
P47T_persona,median,P,2004-08-15,2023-10-29 01:40:25.376373,True,47950.0,0.02
P47T_persona,q10,P,2004-08-15,2023-10-29 01:40:25.376373,True,0.0,0.02
P47T_persona,q25,P,2004-08-15,2023-10-29 01:40:25.376373,True,0.0,0.02
P47T_persona,q75,P,2004-08-15,2023-10-29 01:40:25.376373,True,204660.0,0.02
P47T_persona,q90,P,2004-08-15,2023-10-29 01:40:25.376373,True,324390.0,0.02
Pobreza,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,0.4993,0.02
Pobreza,sum,P,2004-08-15,2023-10-29 01:40:25.376373,True,18614900.0,0.02
Total,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,1.0,0.02
Total,sum,P,2004-08-15,2023-10-29 01:40:25.376373,True,37284000.0,0.02
gap_indigencia,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,373680.0,0.02
gap_indigencia,median,P,2004-08-15,2023-10-29 01:40:25.376373,True,178860.0,0.02
gap_pobreza,mean,P,2004-08-15,2023-10-29 01:40:25.376373,True,138540.0,0.02
gap_pobreza,median,P,2004-08-15,2023-10-29 01:40:25.376373,True,530.0,0.02
CBA,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,170040.0,0.02
CBA,median,P,2004-11-15,2023-10-29 01:42:09.752241,True,142420.0,0.02
CBT,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,405180.0,0.02
CBT,median,P,2004-11-15,2023-10-29 01:42:09.752241,True,339680.0,0.02
CB_EQUIV,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,3.897,0.02
CB_EQUIV,median,P,2004-11-15,2023-10-29 01:42:09.752241,True,3.26,0.02
Indigencia,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,0.1953,0.02
Indigencia,sum,P,2004-11-15,2023-10-29 01:42:09.752241,True,7282500.0,0.02
P47T_hogar,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,571010.0,0.02
P47T_hogar,median,P,2004-11-15,2023-10-29 01:42:09.752241,True,324390.0,0.02
P47T_hogar,q10,P,2004-11-15,2023-10-29 01:42:09.752241,True,80940.0,0.02
P47T_hogar,q25,P,2004-11-15,2023-10-29 01:42:09.752241,True,174190.0,0.02
P47T_hogar,q75,P,2004-11-15,2023-10-29 01:42:09.752241,True,547530.0,0.02
P47T_hogar,q90,P,2004-11-15,2023-10-29 01:42:09.752241,True,861550.0,0.02
P47T_persona,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,120190.0,0.02
P47T_persona,median,P,2004-11-15,2023-10-29 01:42:09.752241,True,50210.0,0.02
P47T_persona,q10,P,2004-11-15,2023-10-29 01:42:09.752241,True,0.0,0.02
P47T_persona,q25,P,2004-11-15,2023-10-29 01:42:09.752241,True,0.0,0.02
P47T_persona,q75,P,2004-11-15,2023-10-29 01:42:09.752241,True,195450.0,0.02
P47T_persona,q90,P,2004-11-15,2023-10-29 01:42:09.752241,True,309790.0,0.02
Pobreza,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,0.4911,0.02
Pobreza,sum,P,2004-11-15,2023-10-29 01:42:09.752241,True,18310850.0,0.02
Total,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,1.0,0.02
Total,sum,P,2004-11-15,2023-10-29 01:42:09.752241,True,37284000.0,0.02
gap_indigencia,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,400970.0,0.02
gap_indigencia,median,P,2004-11-15,2023-10-29 01:42:09.752241,True,179140.0,0.02
gap_pobreza,mean,P,2004-11-15,2023-10-29 01:42:09.752241,True,165830.0,0.02
gap_pobreza,median,P,2004-11-15,2023-10-29 01:42:09.752241,True,6190.0,0.02
CBA,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,165870.0,0.02
CBA,median,P,2005-02-15,2023-10-29 01:43:50.545474,True,142420.0,0.02
CBT,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,396480.0,0.02
CBT,median,P,2005-02-15,2023-10-29 01:43:50.545474,True,339680.0,0.02
CB_EQUIV,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,3.785,0.02
CB_EQUIV,median,P,2005-02-15,2023-10-29 01:43:50.545474,True,3.25,0.02
Indigencia,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,0.1703,0.02
Indigencia,sum,P,2005-02-15,2023-10-29 01:43:50.545474,True,6429250.0,0.02
P47T_hogar,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,562200.0,0.02
P47T_hogar,median,P,2005-02-15,2023-10-29 01:43:50.545474,True,364250.0,0.02
P47T_hogar,q10,P,2005-02-15,2023-10-29 01:43:50.545474,True,84230.0,0.02
P47T_hogar,q25,P,2005-02-15,2023-10-29 01:43:50.545474,True,207830.0,0.02
P47T_hogar,q75,P,2005-02-15,2023-10-29 01:43:50.545474,True,609310.0,0.02
P47T_hogar,q90,P,2005-02-15,2023-10-29 01:43:50.545474,True,931910.0,0.02
P47T_persona,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,129850.0,0.02
P47T_persona,median,P,2005-02-15,2023-10-29 01:43:50.545474,True,55060.0,0.02
P47T_persona,q10,P,2005-02-15,2023-10-29 01:43:50.545474,True,0.0,0.02
P47T_persona,q25,P,2005-02-15,2023-10-29 01:43:50.545474,True,0.0,0.02
P47T_persona,q75,P,2005-02-15,2023-10-29 01:43:50.545474,True,224410.0,0.02
P47T_persona,q90,P,2005-02-15,2023-10-29 01:43:50.545474,True,347590.0,0.02
Pobreza,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,0.4427,0.02
Pobreza,sum,P,2005-02-15,2023-10-29 01:43:50.545474,True,16710050.0,0.02
Total,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,1.0,0.02
Total,sum,P,2005-02-15,2023-10-29 01:43:50.545474,True,37749150.0,0.02
gap_indigencia,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,396330.0,0.02
gap_indigencia,median,P,2005-02-15,2023-10-29 01:43:50.545474,True,220130.0,0.02
gap_pobreza,mean,P,2005-02-15,2023-10-29 01:43:50.545474,True,165720.0,0.02
gap_pobreza,median,P,2005-02-15,2023-10-29 01:43:50.545474,True,42480.0,0.02
CBA,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,165870.0,0.02
CBA,median,P,2005-05-15,2023-10-29 01:46:02.401448,True,142420.0,0.02
CBT,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,396480.0,0.02
CBT,median,P,2005-05-15,2023-10-29 01:46:02.401448,True,339680.0,0.02
CB_EQUIV,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,3.785,0.02
CB_EQUIV,median,P,2005-05-15,2023-10-29 01:46:02.401448,True,3.25,0.02
Indigencia,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,0.1834,0.02
Indigencia,sum,P,2005-05-15,2023-10-29 01:46:02.401448,True,6924450.0,0.02
P47T_hogar,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,548460.0,0.02
P47T_hogar,median,P,2005-05-15,2023-10-29 01:46:02.401448,True,331940.0,0.02
P47T_hogar,q10,P,2005-05-15,2023-10-29 01:46:02.401448,True,81460.0,0.02
P47T_hogar,q25,P,2005-05-15,2023-10-29 01:46:02.401448,True,188700.0,0.02
P47T_hogar,q75,P,2005-05-15,2023-10-29 01:46:02.401448,True,561140.0,0.02
P47T_hogar,q90,P,2005-05-15,2023-10-29 01:46:02.401448,True,860950.0,0.02
P47T_persona,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,119850.0,0.02
P47T_persona,median,P,2005-05-15,2023-10-29 01:46:02.401448,True,47950.0,0.02
P47T_persona,q10,P,2005-05-15,2023-10-29 01:46:02.401448,True,0.0,0.02
P47T_persona,q25,P,2005-05-15,2023-10-29 01:46:02.401448,True,0.0,0.02
P47T_persona,q75,P,2005-05-15,2023-10-29 01:46:02.401448,True,209430.0,0.02
P47T_persona,q90,P,2005-05-15,2023-10-29 01:46:02.401448,True,309790.0,0.02
Pobreza,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,0.4783,0.02
Pobreza,sum,P,2005-05-15,2023-10-29 01:46:02.401448,True,18054150.0,0.02
Total,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,1.0,0.02
Total,sum,P,2005-05-15,2023-10-29 01:46:02.401448,True,37749150.0,0.02
gap_indigencia,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,382590.0,0.02
gap_indigencia,median,P,2005-05-15,2023-10-29 01:46:02.401448,True,188840.0,0.02
gap_pobreza,mean,P,2005-05-15,2023-10-29 01:46:02.401448,True,151980.0,0.02
gap_pobreza,median,P,2005-05-15,2023-10-29 01:46:02.401448,True,15820.0,0.02
CBA,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,165870.0,0.02
CBA,median,P,2005-08-15,2023-10-29 01:48:51.600322,True,142420.0,0.02
CBT,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,396480.0,0.02
CBT,median,P,2005-08-15,2023-10-29 01:48:51.600322,True,339680.0,0.02
CB_EQUIV,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,3.785,0.02
CB_EQUIV,median,P,2005-08-15,2023-10-29 01:48:51.600322,True,3.25,0.02
Indigencia,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,0.162,0.02
Indigencia,sum,P,2005-08-15,2023-10-29 01:48:51.600322,True,6116600.0,0.02
P47T_hogar,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,779540.0,0.02
P47T_hogar,median,P,2005-08-15,2023-10-29 01:48:51.600322,True,376060.0,0.02
P47T_hogar,q10,P,2005-08-15,2023-10-29 01:48:51.600322,True,93720.0,0.02
P47T_hogar,q25,P,2005-08-15,2023-10-29 01:48:51.600322,True,214310.0,0.02
P47T_hogar,q75,P,2005-08-15,2023-10-29 01:48:51.600322,True,649460.0,0.02
P47T_hogar,q90,P,2005-08-15,2023-10-29 01:48:51.600322,True,1002530.0,0.02
P47T_persona,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,146350.0,0.02
P47T_persona,median,P,2005-08-15,2023-10-29 01:48:51.600322,True,53810.0,0.02
P47T_persona,q10,P,2005-08-15,2023-10-29 01:48:51.600322,True,0.0,0.02
P47T_persona,q25,P,2005-08-15,2023-10-29 01:48:51.600322,True,0.0,0.02
P47T_persona,q75,P,2005-08-15,2023-10-29 01:48:51.600322,True,246070.0,0.02
P47T_persona,q90,P,2005-08-15,2023-10-29 01:48:51.600322,True,372450.0,0.02
Pobreza,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,0.4213,0.02
Pobreza,sum,P,2005-08-15,2023-10-29 01:48:51.600322,True,15902300.0,0.02
Total,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,1.0,0.02
Total,sum,P,2005-08-15,2023-10-29 01:48:51.600322,True,37749150.0,0.02
gap_indigencia,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,613670.0,0.02
gap_indigencia,median,P,2005-08-15,2023-10-29 01:48:51.600322,True,235180.0,0.02
gap_pobreza,mean,P,2005-08-15,2023-10-29 01:48:51.600322,True,383060.0,0.02
gap_pobreza,median,P,2005-08-15,2023-10-29 01:48:51.600322,True,62960.0,0.02
CBA,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,165870.0,0.02
CBA,median,P,2005-11-15,2023-10-29 01:52:11.358371,True,142420.0,0.02
CBT,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,396480.0,0.02
CBT,median,P,2005-11-15,2023-10-29 01:52:11.358371,True,339680.0,0.02
CB_EQUIV,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,3.785,0.02
CB_EQUIV,median,P,2005-11-15,2023-10-29 01:52:11.358371,True,3.25,0.02
Indigencia,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,0.1556,0.02
Indigencia,sum,P,2005-11-15,2023-10-29 01:52:11.358371,True,5872350.0,0.02
P47T_hogar,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,542920.0,0.02
P47T_hogar,median,P,2005-11-15,2023-10-29 01:52:11.358371,True,363220.0,0.02
P47T_hogar,q10,P,2005-11-15,2023-10-29 01:52:11.358371,True,102560.0,0.02
P47T_hogar,q25,P,2005-11-15,2023-10-29 01:52:11.358371,True,218940.0,0.02
P47T_hogar,q75,P,2005-11-15,2023-10-29 01:52:11.358371,True,610770.0,0.02
P47T_hogar,q90,P,2005-11-15,2023-10-29 01:52:11.358371,True,924140.0,0.02
P47T_persona,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,128690.0,0.02
P47T_persona,median,P,2005-11-15,2023-10-29 01:52:11.358371,True,55060.0,0.02
P47T_persona,q10,P,2005-11-15,2023-10-29 01:52:11.358371,True,0.0,0.02
P47T_persona,q25,P,2005-11-15,2023-10-29 01:52:11.358371,True,0.0,0.02
P47T_persona,q75,P,2005-11-15,2023-10-29 01:52:11.358371,True,224410.0,0.02
P47T_persona,q90,P,2005-11-15,2023-10-29 01:52:11.358371,True,324390.0,0.02
Pobreza,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,0.4328,0.02
Pobreza,sum,P,2005-11-15,2023-10-29 01:52:11.358371,True,16338250.0,0.02
Total,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,1.0,0.02
Total,sum,P,2005-11-15,2023-10-29 01:52:11.358371,True,37749150.0,0.02
gap_indigencia,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,377040.0,0.02
gap_indigencia,median,P,2005-11-15,2023-10-29 01:52:11.358371,True,219520.0,0.02
gap_pobreza,mean,P,2005-11-15,2023-10-29 01:52:11.358371,True,146440.0,0.02
gap_pobreza,median,P,2005-11-15,2023-10-29 01:52:11.358371,True,48920.0,0.02
CBA,mean,P,2006-02-15,2023-10-29 01:55:39.704249,True,237490.0,0.02
CBA,median,P,2006-02-15,2023-10-29 01:55:39.704249,True,142870.0,0.02
CBT,mean,P,2006-02-15,2023-10-29 01:55:39.704249,True,568080.0,0.02
CBT,median,P,2006-02-15,2023-10-29 01:55:39.704249,True,340760.0,0.02
CB_EQUIV,mean,P,2006-02-15,2023-10-29 01:55:39.704249,True,5.373,0.02
CB_EQUIV,median,P,2006-02-15,2023-10-29 01:55:39.704249,True,3.26,0.02
Indigencia,mean,P,2006-02-15,2023-10-29 01:55:39.704249,True,0.1403,0.02
Indigencia,sum,P,2006-02-15,2023-10-29 01:55:39.704249,True,5394000.0,0.02
P47T_hogar,mean,P,2006-02-15,2023-10-29 01:55:39.704249,True,1098430.0,0.02
P47T_hogar,median,P,2006-02-15,2023-10-29 01:55:39.704249,True,421630.0,0.02
P47T_hogar,q10,P,2006-02-15,2023-10-29 01:55:39.704249,True,107390.0,0.02
P47T_hogar,q25,P,2006-02-15,2023-10-29 01:55:39.704249,True,234990.0,0.02
P47T_hogar,q75,P,2006-02-15,2023-10-29 01:55:39.704249,True,730220.0,0.02
