observable,sintetico,base,Q,timestamp,P0910,valor,frac
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:54.928657,2,0.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,20,0.3749,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:54.928657,2,17800.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,30,0.6374,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:54.928657,2,117760.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,40,0.3458,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:54.928657,2,234990.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,60,0.1953,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:54.928657,2,0.6131,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,70,0.1297,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:54.928657,2,286000.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,80,0.0524,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:54.928657,2,1.0,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,92,0.2441,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:54.928657,2,466500.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,12,6400.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:54.928657,2,625560.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,21,2575500.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:54.928657,2,76550.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,31,29650.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:54.928657,2,258790.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,41,1146500.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:54.928657,2,-54240.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,61,161500.0,0.02
CBA,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,269420.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,71,74150.0,0.02
CBA,median,M24,2003-11-15,2023-10-29 01:36:59.900742,2,122930.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,81,19200.0,0.02
CBT,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,636190.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,2,0.0831,0.02
CBT,median,M24,2003-11-15,2023-10-29 01:36:59.900742,2,290610.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,20,0.0924,0.02
CB_EQUIV,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,6.255,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,30,0.1819,0.02
CB_EQUIV,median,M24,2003-11-15,2023-10-29 01:36:59.900742,2,2.8,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,40,0.0674,0.02
Indigencia,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,0.2827,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,60,0.0347,0.02
Indigencia,sum,M24,2003-11-15,2023-10-29 01:36:59.900742,2,131900.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,70,0.0262,0.02
P47T_hogar,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,1223800.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,80,0.0116,0.02
P47T_hogar,median,M24,2003-11-15,2023-10-29 01:36:59.900742,2,194250.0,0.02
Indigencia,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,92,0.0329,0.02
P47T_hogar,q10,M24,2003-11-15,2023-10-29 01:36:59.900742,2,45790.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,12,1650.0,0.02
P47T_hogar,q25,M24,2003-11-15,2023-10-29 01:36:59.900742,2,93530.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,21,539600.0,0.02
P47T_hogar,q75,M24,2003-11-15,2023-10-29 01:36:59.900742,2,371840.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,31,7100.0,0.02
P47T_hogar,q90,M24,2003-11-15,2023-10-29 01:36:59.900742,2,663570.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,41,181400.0,0.02
P47T_persona,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,101740.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,61,23400.0,0.02
P47T_persona,median,M24,2003-11-15,2023-10-29 01:36:59.900742,2,70940.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,71,12600.0,0.02
P47T_persona,q10,M24,2003-11-15,2023-10-29 01:36:59.900742,2,0.0,0.02
Indigencia,sum,M24,2023-02-15,2023-10-29 13:12:53.136238,81,4400.0,0.02
P47T_persona,q25,M24,2003-11-15,2023-10-29 01:36:59.900742,2,31670.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,2,176130.0,0.02
P47T_persona,q75,M24,2003-11-15,2023-10-29 01:36:59.900742,2,109900.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,20,153390.0,0.02
P47T_persona,q90,M24,2003-11-15,2023-10-29 01:36:59.900742,2,209430.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,30,101540.0,0.02
Pobreza,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,0.6108,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,40,184260.0,0.02
Pobreza,sum,M24,2003-11-15,2023-10-29 01:36:59.900742,2,284950.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,60,232100.0,0.02
Total,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,1.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,70,258730.0,0.02
Total,sum,M24,2003-11-15,2023-10-29 01:36:59.900742,2,466500.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,80,352940.0,0.02
gap_indigencia,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,954380.0,0.02
P47T_persona,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,92,208710.0,0.02
gap_indigencia,median,M24,2003-11-15,2023-10-29 01:36:59.900742,2,78180.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,12,41770.0,0.02
gap_pobreza,mean,M24,2003-11-15,2023-10-29 01:36:59.900742,2,587620.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,21,23470.0,0.02
gap_pobreza,median,M24,2003-11-15,2023-10-29 01:36:59.900742,2,-47180.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,31,0.0,0.02
CBA,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,201090.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,41,0.0,0.02
CBA,median,M24,2004-02-15,2023-10-29 01:38:13.759485,2,118690.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,61,115080.0,0.02
CBT,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,472130.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,71,182400.0,0.02
CBT,median,M24,2004-02-15,2023-10-29 01:38:13.759485,2,281910.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,81,52580.0,0.02
CB_EQUIV,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,4.745,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,2,97940.0,0.02
CB_EQUIV,median,M24,2004-02-15,2023-10-29 01:38:13.759485,2,2.76,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,20,87290.0,0.02
Indigencia,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,0.2594,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,30,47950.0,0.02
Indigencia,sum,M24,2004-02-15,2023-10-29 01:38:13.759485,2,122800.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,40,87290.0,0.02
P47T_hogar,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,575220.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,60,97940.0,0.02
P47T_hogar,median,M24,2004-02-15,2023-10-29 01:38:13.759485,2,207320.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,70,132130.0,0.02
P47T_hogar,q10,M24,2004-02-15,2023-10-29 01:38:13.759485,2,51380.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,80,200000.0,0.02
P47T_hogar,q25,M24,2004-02-15,2023-10-29 01:38:13.759485,2,104950.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,92,67750.0,0.02
P47T_hogar,q75,M24,2004-02-15,2023-10-29 01:38:13.759485,2,388030.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:53.136238,12,135210.0,0.02
P47T_hogar,q90,M24,2004-02-15,2023-10-29 01:38:13.759485,2,714930.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:53.136238,21,151710.0,0.02
P47T_persona,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,105640.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:53.136238,31,97940.0,0.02
P47T_persona,median,M24,2004-02-15,2023-10-29 01:38:13.759485,2,81460.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:53.136238,41,209430.0,0.02
P47T_persona,q10,M24,2004-02-15,2023-10-29 01:38:13.759485,2,0.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:53.136238,61,276090.0,0.02
P47T_persona,q25,M24,2004-02-15,2023-10-29 01:38:13.759485,2,17390.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:53.136238,71,390010.0,0.02
P47T_persona,q75,M24,2004-02-15,2023-10-29 01:38:13.759485,2,126180.0,0.02
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:53.136238,81,491000.0,0.02
P47T_persona,q90,M24,2004-02-15,2023-10-29 01:38:13.759485,2,215810.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,2,195450.0,0.02
Pobreza,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,0.5828,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,20,191000.0,0.02
Pobreza,sum,M24,2004-02-15,2023-10-29 01:38:13.759485,2,275900.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,30,144880.0,0.02
Total,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,1.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,40,257660.0,0.02
Total,sum,M24,2004-02-15,2023-10-29 01:38:13.759485,2,473400.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,60,347590.0,0.02
gap_indigencia,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,374130.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,70,390010.0,0.02
gap_indigencia,median,M24,2004-02-15,2023-10-29 01:38:13.759485,2,89665.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,80,427640.0,0.02
gap_pobreza,mean,M24,2004-02-15,2023-10-29 01:38:13.759485,2,103090.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,92,195450.0,0.02
gap_pobreza,median,M24,2004-02-15,2023-10-29 01:38:13.759485,2,-41615.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,12,306260.0,0.02
CBA,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,201090.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,21,263670.0,0.02
CBA,median,M24,2004-05-15,2023-10-29 01:39:40.195865,2,118690.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,31,213340.0,0.02
CBT,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,472130.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,41,339680.0,0.02
CBT,median,M24,2004-05-15,2023-10-29 01:39:40.195865,2,281910.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,61,479820.0,0.02
CB_EQUIV,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,4.745,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,71,538370.0,0.02
CB_EQUIV,median,M24,2004-05-15,2023-10-29 01:39:40.195865,2,2.76,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,81,979700.0,0.02
Indigencia,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,0.2854,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,2,2396570.0,0.02
Indigencia,sum,M24,2004-05-15,2023-10-29 01:39:40.195865,2,135100.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,20,1981730.0,0.02
P47T_hogar,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,456280.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,30,6204610.0,0.02
P47T_hogar,median,M24,2004-05-15,2023-10-29 01:39:40.195865,2,195450.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,40,1654240.0,0.02
P47T_hogar,q10,M24,2004-05-15,2023-10-29 01:39:40.195865,2,47950.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,60,889850.0,0.02
P47T_hogar,q25,M24,2004-05-15,2023-10-29 01:39:40.195865,2,95100.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,70,1558210.0,0.02
P47T_hogar,q75,M24,2004-05-15,2023-10-29 01:39:40.195865,2,335050.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,80,1158290.0,0.02
P47T_hogar,q90,M24,2004-05-15,2023-10-29 01:39:40.195865,2,550340.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,92,1183540.0,0.02
P47T_persona,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,82420.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,12,132710.0,0.02
P47T_persona,median,M24,2004-05-15,2023-10-29 01:39:40.195865,2,69330.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,21,158860.0,0.02
P47T_persona,q10,M24,2004-05-15,2023-10-29 01:39:40.195865,2,0.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,31,107520.0,0.02
P47T_persona,q25,M24,2004-05-15,2023-10-29 01:39:40.195865,2,10470.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,41,207840.0,0.02
P47T_persona,q75,M24,2004-05-15,2023-10-29 01:39:40.195865,2,115080.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,61,269810.0,0.02
P47T_persona,q90,M24,2004-05-15,2023-10-29 01:39:40.195865,2,191000.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,71,363970.0,0.02
Pobreza,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,0.6304,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:53.136238,81,195450.0,0.02
Pobreza,sum,M24,2004-05-15,2023-10-29 01:39:40.195865,2,298450.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,2,220390.0,0.02
Total,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,1.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,20,211940.0,0.02
Total,sum,M24,2004-05-15,2023-10-29 01:39:40.195865,2,473400.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,30,176760.0,0.02
gap_indigencia,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,255190.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,40,263670.0,0.02
gap_indigencia,median,M24,2004-05-15,2023-10-29 01:39:40.195865,2,72780.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,60,338320.0,0.02
gap_pobreza,mean,M24,2004-05-15,2023-10-29 01:39:40.195865,2,-15850.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,70,381310.0,0.02
gap_pobreza,median,M24,2004-05-15,2023-10-29 01:39:40.195865,2,-57950.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,80,416060.0,0.02
CBA,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,201090.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:53.136238,92,309940.0,0.02
CBA,median,M24,2004-08-15,2023-10-29 01:41:25.772199,2,118690.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:53.136238,12,350120.0,0.02
CBT,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,472130.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:53.136238,21,375420.0,0.02
CBT,median,M24,2004-08-15,2023-10-29 01:41:25.772199,2,281910.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:53.136238,31,315860.0,0.02
CB_EQUIV,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,4.745,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:53.136238,41,476970.0,0.02
CB_EQUIV,median,M24,2004-08-15,2023-10-29 01:41:25.772199,2,2.76,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:53.136238,61,587650.0,0.02
Indigencia,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,0.2771,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:53.136238,71,718350.0,0.02
Indigencia,sum,M24,2004-08-15,2023-10-29 01:41:25.772199,2,131200.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:53.136238,81,852420.0,0.02
P47T_hogar,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,518830.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,2,554220.0,0.02
P47T_hogar,median,M24,2004-08-15,2023-10-29 01:41:25.772199,2,204660.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,20,534630.0,0.02
P47T_hogar,q10,M24,2004-08-15,2023-10-29 01:41:25.772199,2,51380.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,30,499280.0,0.02
P47T_hogar,q25,M24,2004-08-15,2023-10-29 01:41:25.772199,2,102560.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,40,605270.0,0.02
P47T_hogar,q75,M24,2004-08-15,2023-10-29 01:41:25.772199,2,361600.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,60,714390.0,0.02
P47T_hogar,q90,M24,2004-08-15,2023-10-29 01:41:25.772199,2,612260.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,70,789520.0,0.02
P47T_persona,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,90240.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,80,910470.0,0.02
P47T_persona,median,M24,2004-08-15,2023-10-29 01:41:25.772199,2,74290.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:53.136238,92,832610.0,0.02
P47T_persona,q10,M24,2004-08-15,2023-10-29 01:41:25.772199,2,0.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,12,970120.0,0.02
P47T_persona,q25,M24,2004-08-15,2023-10-29 01:41:25.772199,2,15140.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,21,810060.0,0.02
P47T_persona,q75,M24,2004-08-15,2023-10-29 01:41:25.772199,2,117760.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,31,794610.0,0.02
P47T_persona,q90,M24,2004-08-15,2023-10-29 01:41:25.772199,2,186650.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,41,935280.0,0.02
Pobreza,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,0.6169,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,61,1060030.0,0.02
Pobreza,sum,M24,2004-08-15,2023-10-29 01:41:25.772199,2,292050.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,71,1402950.0,0.02
Total,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,1.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:53.136238,81,1846290.0,0.02
Total,sum,M24,2004-08-15,2023-10-29 01:41:25.772199,2,473400.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,2,10.532,0.02
gap_indigencia,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,317740.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,20,9.181,0.02
gap_indigencia,median,M24,2004-08-15,2023-10-29 01:41:25.772199,2,81010.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,30,26.493,0.02
gap_pobreza,mean,M24,2004-08-15,2023-10-29 01:41:25.772199,2,46700.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,40,7.862,0.02
gap_pobreza,median,M24,2004-08-15,2023-10-29 01:41:25.772199,2,-49890.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,60,4.122,0.02
CBA,mean,M24,2004-11-15,2023-10-29 01:43:06.690219,2,201090.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,70,6.175,0.02
CBA,median,M24,2004-11-15,2023-10-29 01:43:06.690219,2,118690.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,80,3.365,0.02
CBT,mean,M24,2004-11-15,2023-10-29 01:43:06.690219,2,472130.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:53.136238,92,4.481,0.02
CBT,median,M24,2004-11-15,2023-10-29 01:43:06.690219,2,281910.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:53.136238,12,2.93,0.02
CB_EQUIV,mean,M24,2004-11-15,2023-10-29 01:43:06.690219,2,4.745,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:53.136238,21,3.0,0.02
CB_EQUIV,median,M24,2004-11-15,2023-10-29 01:43:06.690219,2,2.76,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:53.136238,31,3.14,0.02
Indigencia,mean,M24,2004-11-15,2023-10-29 01:43:06.690219,2,0.2478,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:53.136238,41,2.79,0.02
Indigencia,sum,M24,2004-11-15,2023-10-29 01:43:06.690219,2,117300.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:53.136238,61,2.61,0.02
P47T_hogar,mean,M24,2004-11-15,2023-10-29 01:43:06.690219,2,594280.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:53.136238,71,2.5,0.02
P47T_hogar,median,M24,2004-11-15,2023-10-29 01:43:06.690219,2,202840.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:53.136238,81,2.37,0.02
