observable,sintetico,base,Q,timestamp,AGLOSI,Region,valor,frac
P47T_persona,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,204660.0,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,3.402,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,224410.0,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,3.13,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,214310.0,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,0.3838,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,263670.0,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,428050.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,251800.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,225290.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,234990.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,178250.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,302730.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,20440.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,269810.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,70940.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,269810.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,302380.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,347590.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,480930.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,339680.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,92620.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,302730.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,60380.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,408390.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,0.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,454180.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,0.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,701170.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,151710.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,613830.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,234990.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,751790.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,0.6803,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,597460.0,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,758650.0,0.02
P47T_hogar,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,4419480.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,1.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,155070.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,1115150.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,117760.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,86820.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,174190.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,45270.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,186030.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,-84970.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,155240.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noreste,-91210.0,0.02
P47T_hogar,q10,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,186650.0,0.02
CBA,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,246520.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,237490.0,0.02
CBA,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,138290.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,195480.0,0.02
CBT,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,547570.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,269810.0,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,307160.0,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,280090.0,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,6.239,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,243940.0,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,3.5,0.02
P47T_hogar,q25,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,300760.0,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,0.3546,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,355690.0,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,394750.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,310960.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,727920.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,416810.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,200060.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,435910.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,35540.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,383150.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,85400.0,0.02
P47T_hogar,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,479670.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,368690.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,518430.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,609520.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,484440.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,100020.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,615770.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,63220.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,613350.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,0.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,565290.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,0.0,0.02
P47T_hogar,q75,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,709810.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,162560.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,694820.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,240460.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,679200.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,0.6484,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,842460.0,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,721900.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,879370.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,1.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,786150.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,1113300.0,0.02
P47T_hogar,q90,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,1023270.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,481400.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,3.36,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,62860.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,4.711,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,180350.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,3.523,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,noroeste,-85995.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,4.179,0.02
CBA,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,140620.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,3.849,0.02
CBA,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,117630.0,0.02
CB_EQUIV,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,17.861,0.02
CBT,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,336460.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,3.04,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,281450.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,3.19,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,3.12,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,2.63,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,2.61,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,3.11,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,0.1488,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,3.15,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,613050.0,0.02
CB_EQUIV,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,2.78,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,423330.0,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,151470.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,298210.0,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,212870.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,74290.0,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,175950.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,174190.0,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,188360.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,490060.0,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,173920.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,701830.0,0.02
CBA,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,892070.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,160340.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,137030.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,129120.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,144140.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,0.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,131360.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,44750.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,cuyo,140180.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,234990.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,noreste,142330.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,331940.0,0.02
CBA,median,M24,2023-02-15,2023-10-29 13:12:57.591619,True,pampeana,138850.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,0.4307,0.02
gap_indigencia,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,cuyo,302710.0,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,1775100.0,0.02
gap_indigencia,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,noreste,488310.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:56.081291,False,pampeana,1.0,0.02
gap_indigencia,mean,M24,2023-02-15,2023-10-29 13:12:57.591619,False,pampeana,437880.0,0.02
