observable,sintetico,base,Q,timestamp,AGLOSI,valor,frac
P47T_persona,q75,M24,2003-11-15,2023-10-29 01:36:49.373172,False,214310.0,0.02
P47T_persona,q90,M24,2003-11-15,2023-10-29 01:36:49.373172,False,309790.0,0.02
Pobreza,mean,M24,2003-11-15,2023-10-29 01:36:49.373172,False,0.5182,0.02
Pobreza,sum,M24,2003-11-15,2023-10-29 01:36:49.373172,False,4009750.0,0.02
Total,mean,M24,2003-11-15,2023-10-29 01:36:49.373172,False,1.0,0.02
Total,sum,M24,2003-11-15,2023-10-29 01:36:49.373172,False,7737600.0,0.02
gap_indigencia,mean,M24,2003-11-15,2023-10-29 01:36:49.373172,False,398800.0,0.02
gap_indigencia,median,M24,2003-11-15,2023-10-29 01:36:49.373172,False,137630.0,0.02
gap_pobreza,mean,M24,2003-11-15,2023-10-29 01:36:49.373172,False,183290.0,0.02
gap_pobreza,median,M24,2003-11-15,2023-10-29 01:36:49.373172,False,-10040.0,0.02
CBA,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,149340.0,0.02
CBA,median,M24,2004-02-15,2023-10-29 01:38:01.082615,False,124390.0,0.02
CBT,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,357760.0,0.02
CBT,median,M24,2004-02-15,2023-10-29 01:38:01.082615,False,296130.0,0.02
CB_EQUIV,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,3.456,0.02
CB_EQUIV,median,M24,2004-02-15,2023-10-29 01:38:01.082615,False,2.8,0.02
Indigencia,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,0.1938,0.02
Indigencia,sum,M24,2004-02-15,2023-10-29 01:38:01.082615,False,1517850.0,0.02
P47T_hogar,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,496600.0,0.02
P47T_hogar,median,M24,2004-02-15,2023-10-29 01:38:01.082615,False,282740.0,0.02
P47T_hogar,q10,M24,2004-02-15,2023-10-29 01:38:01.082615,False,70940.0,0.02
P47T_hogar,q25,M24,2004-02-15,2023-10-29 01:38:01.082615,False,143650.0,0.02
P47T_hogar,q75,M24,2004-02-15,2023-10-29 01:38:01.082615,False,482970.0,0.02
P47T_hogar,q90,M24,2004-02-15,2023-10-29 01:38:01.082615,False,751460.0,0.02
P47T_persona,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,153630.0,0.02
P47T_persona,median,M24,2004-02-15,2023-10-29 01:38:01.082615,False,104950.0,0.02
P47T_persona,q10,M24,2004-02-15,2023-10-29 01:38:01.082615,False,0.0,0.02
P47T_persona,q25,M24,2004-02-15,2023-10-29 01:38:01.082615,False,7070.0,0.02
P47T_persona,q75,M24,2004-02-15,2023-10-29 01:38:01.082615,False,224410.0,0.02
P47T_persona,q90,M24,2004-02-15,2023-10-29 01:38:01.082615,False,347590.0,0.02
Pobreza,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,0.4831,0.02
Pobreza,sum,M24,2004-02-15,2023-10-29 01:38:01.082615,False,3784500.0,0.02
Total,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,1.0,0.02
Total,sum,M24,2004-02-15,2023-10-29 01:38:01.082615,False,7833300.0,0.02
gap_indigencia,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,347260.0,0.02
gap_indigencia,median,M24,2004-02-15,2023-10-29 01:38:01.082615,False,157050.0,0.02
gap_pobreza,mean,M24,2004-02-15,2023-10-29 01:38:01.082615,False,138840.0,0.02
gap_pobreza,median,M24,2004-02-15,2023-10-29 01:38:01.082615,False,8705.0,0.02
CBA,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,149340.0,0.02
CBA,median,M24,2004-05-15,2023-10-29 01:39:24.421661,False,124390.0,0.02
CBT,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,357760.0,0.02
CBT,median,M24,2004-05-15,2023-10-29 01:39:24.421661,False,296130.0,0.02
CB_EQUIV,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,3.456,0.02
CB_EQUIV,median,M24,2004-05-15,2023-10-29 01:39:24.421661,False,2.8,0.02
Indigencia,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,0.1959,0.02
Indigencia,sum,M24,2004-05-15,2023-10-29 01:39:24.421661,False,1534550.0,0.02
P47T_hogar,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,459280.0,0.02
P47T_hogar,median,M24,2004-05-15,2023-10-29 01:39:24.421661,False,262570.0,0.02
P47T_hogar,q10,M24,2004-05-15,2023-10-29 01:39:24.421661,False,61780.0,0.02
P47T_hogar,q25,M24,2004-05-15,2023-10-29 01:39:24.421661,False,148260.0,0.02
P47T_hogar,q75,M24,2004-05-15,2023-10-29 01:39:24.421661,False,448150.0,0.02
P47T_hogar,q90,M24,2004-05-15,2023-10-29 01:39:24.421661,False,695180.0,0.02
P47T_persona,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,143740.0,0.02
P47T_persona,median,M24,2004-05-15,2023-10-29 01:39:24.421661,False,102560.0,0.02
P47T_persona,q10,M24,2004-05-15,2023-10-29 01:39:24.421661,False,0.0,0.02
P47T_persona,q25,M24,2004-05-15,2023-10-29 01:39:24.421661,False,0.0,0.02
P47T_persona,q75,M24,2004-05-15,2023-10-29 01:39:24.421661,False,200000.0,0.02
P47T_persona,q90,M24,2004-05-15,2023-10-29 01:39:24.421661,False,302730.0,0.02
Pobreza,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,0.5064,0.02
Pobreza,sum,M24,2004-05-15,2023-10-29 01:39:24.421661,False,3967100.0,0.02
Total,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,1.0,0.02
Total,sum,M24,2004-05-15,2023-10-29 01:39:24.421661,False,7833300.0,0.02
gap_indigencia,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,309940.0,0.02
gap_indigencia,median,M24,2004-05-15,2023-10-29 01:39:24.421661,False,137320.0,0.02
gap_pobreza,mean,M24,2004-05-15,2023-10-29 01:39:24.421661,False,101520.0,0.02
gap_pobreza,median,M24,2004-05-15,2023-10-29 01:39:24.421661,False,-3250.0,0.02
CBA,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,149340.0,0.02
CBA,median,M24,2004-08-15,2023-10-29 01:41:09.082988,False,124390.0,0.02
CBT,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,357760.0,0.02
CBT,median,M24,2004-08-15,2023-10-29 01:41:09.082988,False,296130.0,0.02
CB_EQUIV,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,3.456,0.02
CB_EQUIV,median,M24,2004-08-15,2023-10-29 01:41:09.082988,False,2.8,0.02
Indigencia,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,0.1893,0.02
Indigencia,sum,M24,2004-08-15,2023-10-29 01:41:09.082988,False,1482900.0,0.02
P47T_hogar,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,531080.0,0.02
P47T_hogar,median,M24,2004-08-15,2023-10-29 01:41:09.082988,False,282530.0,0.02
P47T_hogar,q10,M24,2004-08-15,2023-10-29 01:41:09.082988,False,61780.0,0.02
P47T_hogar,q25,M24,2004-08-15,2023-10-29 01:41:09.082988,False,156100.0,0.02
P47T_hogar,q75,M24,2004-08-15,2023-10-29 01:41:09.082988,False,491000.0,0.02
P47T_hogar,q90,M24,2004-08-15,2023-10-29 01:41:09.082988,False,751250.0,0.02
P47T_persona,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,157160.0,0.02
P47T_persona,median,M24,2004-08-15,2023-10-29 01:41:09.082988,False,112460.0,0.02
P47T_persona,q10,M24,2004-08-15,2023-10-29 01:41:09.082988,False,0.0,0.02
P47T_persona,q25,M24,2004-08-15,2023-10-29 01:41:09.082988,False,16990.0,0.02
P47T_persona,q75,M24,2004-08-15,2023-10-29 01:41:09.082988,False,246070.0,0.02
P47T_persona,q90,M24,2004-08-15,2023-10-29 01:41:09.082988,False,324390.0,0.02
Pobreza,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,0.4798,0.02
Pobreza,sum,M24,2004-08-15,2023-10-29 01:41:09.082988,False,3758150.0,0.02
Total,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,1.0,0.02
Total,sum,M24,2004-08-15,2023-10-29 01:41:09.082988,False,7833300.0,0.02
gap_indigencia,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,381740.0,0.02
gap_indigencia,median,M24,2004-08-15,2023-10-29 01:41:09.082988,False,163585.0,0.02
gap_pobreza,mean,M24,2004-08-15,2023-10-29 01:41:09.082988,False,173320.0,0.02
gap_pobreza,median,M24,2004-08-15,2023-10-29 01:41:09.082988,False,10640.0,0.02
CBA,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,149340.0,0.02
CBA,median,M24,2004-11-15,2023-10-29 01:42:50.870782,False,124390.0,0.02
CBT,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,357760.0,0.02
CBT,median,M24,2004-11-15,2023-10-29 01:42:50.870782,False,296130.0,0.02
CB_EQUIV,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,3.456,0.02
CB_EQUIV,median,M24,2004-11-15,2023-10-29 01:42:50.870782,False,2.8,0.02
Indigencia,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,0.1746,0.02
Indigencia,sum,M24,2004-11-15,2023-10-29 01:42:50.870782,False,1367450.0,0.02
P47T_hogar,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,572130.0,0.02
P47T_hogar,median,M24,2004-11-15,2023-10-29 01:42:50.870782,False,292790.0,0.02
P47T_hogar,q10,M24,2004-11-15,2023-10-29 01:42:50.870782,False,72600.0,0.02
P47T_hogar,q25,M24,2004-11-15,2023-10-29 01:42:50.870782,False,155240.0,0.02
P47T_hogar,q75,M24,2004-11-15,2023-10-29 01:42:50.870782,False,481840.0,0.02
P47T_hogar,q90,M24,2004-11-15,2023-10-29 01:42:50.870782,False,738380.0,0.02
P47T_persona,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,157530.0,0.02
P47T_persona,median,M24,2004-11-15,2023-10-29 01:42:50.870782,False,115080.0,0.02
P47T_persona,q10,M24,2004-11-15,2023-10-29 01:42:50.870782,False,0.0,0.02
P47T_persona,q25,M24,2004-11-15,2023-10-29 01:42:50.870782,False,33940.0,0.02
P47T_persona,q75,M24,2004-11-15,2023-10-29 01:42:50.870782,False,229640.0,0.02
P47T_persona,q90,M24,2004-11-15,2023-10-29 01:42:50.870782,False,324390.0,0.02
Pobreza,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,0.4686,0.02
Pobreza,sum,M24,2004-11-15,2023-10-29 01:42:50.870782,False,3670550.0,0.02
Total,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,1.0,0.02
Total,sum,M24,2004-11-15,2023-10-29 01:42:50.870782,False,7833300.0,0.02
gap_indigencia,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,422790.0,0.02
gap_indigencia,median,M24,2004-11-15,2023-10-29 01:42:50.870782,False,161440.0,0.02
gap_pobreza,mean,M24,2004-11-15,2023-10-29 01:42:50.870782,False,214360.0,0.02
gap_pobreza,median,M24,2004-11-15,2023-10-29 01:42:50.870782,False,15450.0,0.02
CBA,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,160290.0,0.02
CBA,median,M24,2005-02-15,2023-10-29 01:44:35.393967,False,124390.0,0.02
CBT,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,382430.0,0.02
CBT,median,M24,2005-02-15,2023-10-29 01:44:35.393967,False,296410.0,0.02
CB_EQUIV,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,3.704,0.02
CB_EQUIV,median,M24,2005-02-15,2023-10-29 01:44:35.393967,False,2.8,0.02
Indigencia,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,0.1543,0.02
Indigencia,sum,M24,2005-02-15,2023-10-29 01:44:35.393967,False,1224100.0,0.02
P47T_hogar,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,585210.0,0.02
P47T_hogar,median,M24,2005-02-15,2023-10-29 01:44:35.393967,False,331940.0,0.02
P47T_hogar,q10,M24,2005-02-15,2023-10-29 01:44:35.393967,False,77790.0,0.02
P47T_hogar,q25,M24,2005-02-15,2023-10-29 01:44:35.393967,False,182490.0,0.02
P47T_hogar,q75,M24,2005-02-15,2023-10-29 01:44:35.393967,False,560940.0,0.02
P47T_hogar,q90,M24,2005-02-15,2023-10-29 01:44:35.393967,False,838650.0,0.02
P47T_persona,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,174210.0,0.02
P47T_persona,median,M24,2005-02-15,2023-10-29 01:44:35.393967,False,141580.0,0.02
P47T_persona,q10,M24,2005-02-15,2023-10-29 01:44:35.393967,False,0.0,0.02
P47T_persona,q25,M24,2005-02-15,2023-10-29 01:44:35.393967,False,32410.0,0.02
P47T_persona,q75,M24,2005-02-15,2023-10-29 01:44:35.393967,False,257660.0,0.02
P47T_persona,q90,M24,2005-02-15,2023-10-29 01:44:35.393967,False,347590.0,0.02
Pobreza,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,0.406,0.02
Pobreza,sum,M24,2005-02-15,2023-10-29 01:44:35.393967,False,3221300.0,0.02
Total,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,1.0,0.02
Total,sum,M24,2005-02-15,2023-10-29 01:44:35.393967,False,7934350.0,0.02
gap_indigencia,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,424920.0,0.02
gap_indigencia,median,M24,2005-02-15,2023-10-29 01:44:35.393967,False,208330.0,0.02
gap_pobreza,mean,M24,2005-02-15,2023-10-29 01:44:35.393967,False,202780.0,0.02
gap_pobreza,median,M24,2005-02-15,2023-10-29 01:44:35.393967,False,57800.0,0.02
CBA,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,160290.0,0.02
CBA,median,M24,2005-05-15,2023-10-29 01:47:03.259674,False,124390.0,0.02
CBT,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,382430.0,0.02
CBT,median,M24,2005-05-15,2023-10-29 01:47:03.259674,False,296410.0,0.02
CB_EQUIV,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,3.704,0.02
CB_EQUIV,median,M24,2005-05-15,2023-10-29 01:47:03.259674,False,2.8,0.02
Indigencia,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,0.1687,0.02
Indigencia,sum,M24,2005-05-15,2023-10-29 01:47:03.259674,False,1338750.0,0.02
P47T_hogar,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,661620.0,0.02
P47T_hogar,median,M24,2005-05-15,2023-10-29 01:47:03.259674,False,295840.0,0.02
P47T_hogar,q10,M24,2005-05-15,2023-10-29 01:47:03.259674,False,72600.0,0.02
P47T_hogar,q25,M24,2005-05-15,2023-10-29 01:47:03.259674,False,166650.0,0.02
P47T_hogar,q75,M24,2005-05-15,2023-10-29 01:47:03.259674,False,502440.0,0.02
P47T_hogar,q90,M24,2005-05-15,2023-10-29 01:47:03.259674,False,772180.0,0.02
P47T_persona,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,160580.0,0.02
P47T_persona,median,M24,2005-05-15,2023-10-29 01:47:03.259674,False,126180.0,0.02
P47T_persona,q10,M24,2005-05-15,2023-10-29 01:47:03.259674,False,0.0,0.02
P47T_persona,q25,M24,2005-05-15,2023-10-29 01:47:03.259674,False,31670.0,0.02
P47T_persona,q75,M24,2005-05-15,2023-10-29 01:47:03.259674,False,234990.0,0.02
P47T_persona,q90,M24,2005-05-15,2023-10-29 01:47:03.259674,False,324390.0,0.02
Pobreza,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,0.4513,0.02
Pobreza,sum,M24,2005-05-15,2023-10-29 01:47:03.259674,False,3580450.0,0.02
Total,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,1.0,0.02
Total,sum,M24,2005-05-15,2023-10-29 01:47:03.259674,False,7934350.0,0.02
gap_indigencia,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,501340.0,0.02
gap_indigencia,median,M24,2005-05-15,2023-10-29 01:47:03.259674,False,173610.0,0.02
gap_pobreza,mean,M24,2005-05-15,2023-10-29 01:47:03.259674,False,279190.0,0.02
gap_pobreza,median,M24,2005-05-15,2023-10-29 01:47:03.259674,False,27070.0,0.02
CBA,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,160290.0,0.02
CBA,median,M24,2005-08-15,2023-10-29 01:50:01.856101,False,124390.0,0.02
CBT,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,382430.0,0.02
CBT,median,M24,2005-08-15,2023-10-29 01:50:01.856101,False,296410.0,0.02
CB_EQUIV,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,3.704,0.02
CB_EQUIV,median,M24,2005-08-15,2023-10-29 01:50:01.856101,False,2.8,0.02
Indigencia,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,0.1452,0.02
Indigencia,sum,M24,2005-08-15,2023-10-29 01:50:01.856101,False,1152100.0,0.02
P47T_hogar,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,1214920.0,0.02
P47T_hogar,median,M24,2005-08-15,2023-10-29 01:50:01.856101,False,347590.0,0.02
P47T_hogar,q10,M24,2005-08-15,2023-10-29 01:50:01.856101,False,93530.0,0.02
P47T_hogar,q25,M24,2005-08-15,2023-10-29 01:50:01.856101,False,191000.0,0.02
P47T_hogar,q75,M24,2005-08-15,2023-10-29 01:50:01.856101,False,595110.0,0.02
P47T_hogar,q90,M24,2005-08-15,2023-10-29 01:50:01.856101,False,913980.0,0.02
P47T_persona,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,202360.0,0.02
P47T_persona,median,M24,2005-08-15,2023-10-29 01:50:01.856101,False,148260.0,0.02
P47T_persona,q10,M24,2005-08-15,2023-10-29 01:50:01.856101,False,0.0,0.02
P47T_persona,q25,M24,2005-08-15,2023-10-29 01:50:01.856101,False,45790.0,0.02
P47T_persona,q75,M24,2005-08-15,2023-10-29 01:50:01.856101,False,282530.0,0.02
P47T_persona,q90,M24,2005-08-15,2023-10-29 01:50:01.856101,False,372450.0,0.02
Pobreza,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,0.389,0.02
Pobreza,sum,M24,2005-08-15,2023-10-29 01:50:01.856101,False,3086750.0,0.02
Total,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,1.0,0.02
Total,sum,M24,2005-08-15,2023-10-29 01:50:01.856101,False,7934350.0,0.02
gap_indigencia,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,1054640.0,0.02
gap_indigencia,median,M24,2005-08-15,2023-10-29 01:50:01.856101,False,221400.0,0.02
gap_pobreza,mean,M24,2005-08-15,2023-10-29 01:50:01.856101,False,832490.0,0.02
gap_pobreza,median,M24,2005-08-15,2023-10-29 01:50:01.856101,False,71720.0,0.02
CBA,mean,M24,2005-11-15,2023-10-29 01:53:25.675704,False,160290.0,0.02
CBA,median,M24,2005-11-15,2023-10-29 01:53:25.675704,False,124390.0,0.02
CBT,mean,M24,2005-11-15,2023-10-29 01:53:25.675704,False,382430.0,0.02
CBT,median,M24,2005-11-15,2023-10-29 01:53:25.675704,False,296410.0,0.02
CB_EQUIV,mean,M24,2005-11-15,2023-10-29 01:53:25.675704,False,3.704,0.02
CB_EQUIV,median,M24,2005-11-15,2023-10-29 01:53:25.675704,False,2.8,0.02
Indigencia,mean,M24,2005-11-15,2023-10-29 01:53:25.675704,False,0.1423,0.02
Indigencia,sum,M24,2005-11-15,2023-10-29 01:53:25.675704,False,1129150.0,0.02
P47T_hogar,mean,M24,2005-11-15,2023-10-29 01:53:25.675704,False,541010.0,0.02
P47T_hogar,median,M24,2005-11-15,2023-10-29 01:53:25.675704,False,324390.0,0.02
P47T_hogar,q10,M24,2005-11-15,2023-10-29 01:53:25.675704,False,91400.0,0.02
P47T_hogar,q25,M24,2005-11-15,2023-10-29 01:53:25.675704,False,186650.0,0.02
P47T_hogar,q75,M24,2005-11-15,2023-10-29 01:53:25.675704,False,552190.0,0.02
P47T_hogar,q90,M24,2005-11-15,2023-10-29 01:53:25.675704,False,831390.0,0.02
P47T_persona,mean,M24,2005-11-15,2023-10-29 01:53:25.675704,False,173300.0,0.02
P47T_persona,median,M24,2005-11-15,2023-10-29 01:53:25.675704,False,138360.0,0.02
P47T_persona,q10,M24,2005-11-15,2023-10-29 01:53:25.675704,False,0.0,0.02
P47T_persona,q25,M24,2005-11-15,2023-10-29 01:53:25.675704,False,44750.0,0.02
P47T_persona,q75,M24,2005-11-15,2023-10-29 01:53:25.675704,False,257660.0,0.02
P47T_persona,q90,M24,2005-11-15,2023-10-29 01:53:25.675704,False,339680.0,0.02
