observable,sintetico,base,Q,timestamp,Region,valor,frac
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,269810.0,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,0.1718,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,269810.0,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,2004500.0,0.02
P47T_persona,q90,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,347590.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,713480.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,664740.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,381130.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,523510.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,70940.0,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,3410160.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,204660.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,172820.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,644800.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,138360.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,1008550.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,170230.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,146170.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,257660.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,63220.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,226050.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,0.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,278550.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,0.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,408540.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,234990.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,355230.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,355690.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,448660.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,0.4191,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,579800.0,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,4888650.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,533480.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,1.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,671980.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,11664400.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,814950.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,524130.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,737570.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,237130.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,952720.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,260290.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,4.363,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,gran_buenos_aires,61150.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,4.071,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,154600.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,14.468,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,144100.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,3.47,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,346390.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,3.49,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,322860.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,3.17,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,3.798,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,196640.0,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,3.54,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,183930.0,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,0.299,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,722620.0,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,340900.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,156410.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,307420.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,157700.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,238750.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,158330.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,53810.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,468100.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,121110.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,339580.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,420930.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,2687540.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,621650.0,0.02
gap_indigencia,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,246800.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,78660.0,0.02
gap_indigencia,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,191830.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,0.0,0.02
gap_indigencia,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,288930.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,0.0,0.02
CBT,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,463950.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,0.0,0.02
CBT,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,381210.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,120500.0,0.02
CBT,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,1598990.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,234990.0,0.02
CBT,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,369030.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,0.6139,0.02
CBT,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,326840.0,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,699900.0,0.02
CBT,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,350340.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,1.0,0.02
gap_pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,200800.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,1140000.0,0.02
gap_pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,142290.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,152830.0,0.02
gap_pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,1811170.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,99680.0,0.02
gap_pobreza,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,cuyo,45640.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,-38960.0,0.02
gap_pobreza,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,noreste,30120.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noreste,-65540.0,0.02
gap_pobreza,median,PAGLO,2023-02-15,2023-10-29 13:08:24.639658,pampeana,113860.0,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,640000.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,147770.0,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,1421560.0,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,328220.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,16.198,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,3.74,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,0.2467,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,506300.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,2033810.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,302640.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,67750.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,145230.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,533450.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,841850.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,91180.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,0.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,0.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,0.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,144880.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,289110.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,0.5178,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,1062400.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,1.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,2051950.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,1393800.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,153390.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,612250.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,noroeste,-13820.0,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,266940.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,141070.0,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,638690.0,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,337520.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,5.923,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,3.13,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,0.2027,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,1211700.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,1106250.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,331940.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,70940.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,178250.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,546770.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,816510.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,122210.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,53810.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,0.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,0.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,200000.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,324390.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,0.4794,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,2866350.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,1.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,5979200.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,839310.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,189110.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,467560.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,pampeana,15210.0,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,165020.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,144710.0,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,448340.0,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,393140.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,3.512,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,3.08,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,0.1038,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,77200.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,755040.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,503660.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,141580.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,282530.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,796940.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,1189540.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,177720.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,61780.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,0.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,0.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,282530.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,427640.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,0.3702,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,275250.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,1.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,743500.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,590020.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,344510.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,306700.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:32.968913,patagonia,104640.0,0.02
CBA,mean,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,172340.0,0.02
CBA,median,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,141460.0,0.02
CBT,mean,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,439130.0,0.02
CBT,median,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,360430.0,0.02
CB_EQUIV,mean,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,4.252,0.02
CB_EQUIV,median,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,3.49,0.02
Indigencia,mean,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,0.1791,0.02
Indigencia,sum,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,282950.0,0.02
P47T_hogar,mean,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,568010.0,0.02
P47T_hogar,median,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,315390.0,0.02
P47T_hogar,q10,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,72600.0,0.02
P47T_hogar,q25,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,195450.0,0.02
P47T_hogar,q75,PAGLO,2003-11-15,2023-10-29 01:36:43.209055,cuyo,510160.0,0.02
