observable,sintetico,base,Q,timestamp,AGLOSI,Region,valor,frac
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,204660.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,172820.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,644800.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,138360.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,1008550.0,0.02
P47T_hogar,q10,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,170230.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,146170.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,257660.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,63220.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,226050.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,0.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,278550.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,0.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,408540.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,234990.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,355230.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,355690.0,0.02
P47T_hogar,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,448660.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,0.4191,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,579800.0,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,4888650.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,533480.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,1.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,671980.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,11664400.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,814950.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,524130.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,737570.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,237130.0,0.02
P47T_hogar,q90,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,952720.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,260290.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,4.363,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,gran_buenos_aires,61150.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,4.071,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,154600.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,14.468,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,144100.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,3.47,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,346390.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,3.49,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,322860.0,0.02
CB_EQUIV,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,3.17,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,3.798,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,196640.0,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,3.54,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,183930.0,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,0.299,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,722620.0,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,340900.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,156410.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,307420.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,157700.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,238750.0,0.02
CBA,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,158330.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,53810.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,468100.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,121110.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,339580.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,420930.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,2687540.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,621650.0,0.02
gap_indigencia,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,246800.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,78660.0,0.02
gap_indigencia,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,191830.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,0.0,0.02
gap_indigencia,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,288930.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,0.0,0.02
CBT,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,463950.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,0.0,0.02
CBT,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,381210.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,120500.0,0.02
CBT,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,1598990.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,234990.0,0.02
CBT,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,369030.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,0.6139,0.02
CBT,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,326840.0,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,699900.0,0.02
CBT,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,350340.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,1.0,0.02
gap_pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,200800.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,1140000.0,0.02
gap_pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,142290.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,152830.0,0.02
gap_pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,1811170.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,99680.0,0.02
gap_pobreza,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,cuyo,45640.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,-38960.0,0.02
gap_pobreza,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,noreste,30120.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noreste,-65540.0,0.02
gap_pobreza,median,PAGLO,2023-02-15,2023-10-29 13:09:32.426683,True,pampeana,113860.0,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,640000.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,147770.0,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,1421560.0,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,328220.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,16.198,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,3.74,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,0.2467,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,506300.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,2033810.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,302640.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,67750.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,145230.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,533450.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,841850.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,91180.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,0.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,0.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,0.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,144880.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,289110.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,0.5178,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,1062400.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,1.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,2051950.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,1393800.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,153390.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,612250.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,noroeste,-13820.0,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,266940.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,141070.0,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,638690.0,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,337520.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,5.923,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,3.13,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,0.2027,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,1211700.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,1106250.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,331940.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,70940.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,178250.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,546770.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,816510.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,122210.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,53810.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,0.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,0.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,200000.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,324390.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,0.4794,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,2866350.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,1.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,5979200.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,839310.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,189110.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,467560.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,pampeana,15210.0,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,165020.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,144710.0,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,448340.0,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,393140.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,3.512,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,3.08,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,0.1038,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,77200.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,755040.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,503660.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,141580.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,282530.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,796940.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,1189540.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,177720.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,61780.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,0.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,0.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,282530.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,427640.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,0.3702,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,275250.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,1.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,743500.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,590020.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,344510.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,306700.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:40.005117,True,patagonia,104640.0,0.02
CBA,mean,PAGLO,2003-11-15,2023-10-29 01:36:47.255762,True,cuyo,172340.0,0.02
CBA,median,PAGLO,2003-11-15,2023-10-29 01:36:47.255762,True,cuyo,141460.0,0.02
CBT,mean,PAGLO,2003-11-15,2023-10-29 01:36:47.255762,True,cuyo,439130.0,0.02
